	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_002796_25	NC_002796	NC_002796	25	28005	28892	-1	D			YP_010133255.1	YP_010133255.1 transcriptional regulator [Lactococcus phage BK5-T]	True	0.962	599.0	9.442e-194	MER0035120	S24	MER0035120 - family S24 unassigned peptidases () [S24.UPW]#S24#{peptidase unit: 182-297}~source Q38327~	False	0.995	246.0	2.785e-71	Peptidase S24-like [PF00717.26]				0	False	P
NC_002796_26	NC_002796	NC_002796	26	29167	29346	1	D			YP_010133256.1	YP_010133256.1 transcriptional regulator [Lactococcus phage BK5-T]	False	0.987	125.0	3.635e-34								Lactococcus bacteriophage putative transcription regulator [PF04761.15]	VOG03962	REFSEQ transcriptional regulator; Xu	Xu	0	False	
NC_002796_27	NC_002796	NC_002796	27	29574	29813	1	E			YP_010133257.1	YP_010133257.1 helix-turn-helix transcriptional regulator [Lactococcus phage BK5-T]	False	0.937	158.0	5.258e-45												0	False	
NC_002796_28	NC_002796	NC_002796	28	29826	30626	1	C	K07741	anti-repressor protein	NP_116530.1	NP_116530.1 anti-repressor Ant [Lactococcus phage BK5-T]	True	0.955	536.0	1.936e-172								BRO family, N-terminal domain [PF02498.20]; Phage antirepressor protein KilAC domain [PF03374.17]	VOG01289	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_002796_29	NC_002796	NC_002796	29	30639	30974	1	D			YP_010133259.1	YP_010133259.1 DUF771 domain-containing protein [Lactococcus phage BK5-T]	False	0.982	232.0	2.826e-70								Domain of unknown function (DUF771) [PF05595.14]	VOG00526	REFSEQ DUF771 domain-containing protein; Xu	Xu	0	False	
NC_002796_30	NC_002796	NC_002796	30	31333	31551	1	E			YP_010133262.1	YP_010133262.1 hypothetical protein K3164_gp42 [Lactococcus phage BK5-T]	False	0.907	139.0	1.474e-38												0	False	
NC_002796_31	NC_002796	NC_002796	31	31585	31779	1	E																				0	False	
NC_002796_32	NC_002796	NC_002796	32	31773	32039	-1	E			YP_010133263.1	YP_010133263.1 hypothetical protein K3164_gp43 [Lactococcus phage BK5-T]	False	0.957	179.0	2.278e-52												0	False	
NC_002796_33	NC_002796	NC_002796	33	32146	32388	1	E			YP_010133264.1	YP_010133264.1 hypothetical protein K3164_gp44 [Lactococcus phage BK5-T]	False	0.914	155.0	3.691e-44									VOG07079	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_002796_34	NC_002796	NC_002796	34	32457	32966	1	D			YP_010133265.1	YP_010133265.1 Mu Gam-like end protection [Lactococcus phage BK5-T]	False	0.918	327.0	7.750000000000001e-102								Siphovirus Gp157 [PF05565.14]	VOG09135	REFSEQ Mu Gam-like end protection; Xu	Xu	0	False	
NC_002796_35	NC_002796	NC_002796	35	32966	33670	1	D			YP_010133266.1	YP_010133266.1 Sak4-like ssDNA annealing protein [Lactococcus phage BK5-T]	True	0.979	485.0	1.971e-155								AAA domain [PF13479.9]	VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
NC_002796_36	NC_002796	NC_002796	36	33670	34191	1	E			YP_010133268.1	YP_010133268.1 single-stranded DNA-binding protein [Lactococcus phage BK5-T]	True	0.978	359.0	5.426e-113									VOG02415	REFSEQ single strand DNA binding protein; Xu	Xu	0	False	
NC_002796_37	NC_002796	NC_002796	37	34325	35134	1	D			YP_010133269.1	YP_010133269.1 replication initiation protein [Lactococcus phage BK5-T]	True	0.969	551.0	1.02e-177								Helix-turn-helix domain [PF13730.9]	VOG00423	REFSEQ replication initiation protein; Xu	Xu	0	False	F
NC_002796_38	NC_002796	NC_002796	38	35115	35336	1	E			YP_010133270.1	YP_010133270.1 hypothetical protein K3164_gp50 [Lactococcus phage BK5-T]	False	0.967	151.0	8.462e-43									VOG14243	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_39	NC_002796	NC_002796	39	35314	35715	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_010133271.1	YP_010133271.1 RusA-like Holliday junction resolvase [Lactococcus phage BK5-T]	False	0.957	270.0	7.625e-83								Endodeoxyribonuclease RusA [PF05866.14]				0	False	F
NC_002796_40	NC_002796	NC_002796	40	35719	35958	1	D			YP_010133272.1	YP_010133272.1 DUF1031 family protein [Lactococcus phage BK5-T]	False	0.959	162.0	2.22e-46								Protein of unknown function (DUF1031) [PF06275.14]	VOG11796	REFSEQ DUF1031 family protein; Xu	Xu	0	False	F
NC_002796_41	NC_002796	NC_002796	41	36069	36416	1	D			YP_010133273.1	YP_010133273.1 dUPTase, putative [Lactococcus phage BK5-T]	False	0.965	236.0	1.9990000000000002e-71								dUTPase [PF00692.22]	VOG11797	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_42	NC_002796	NC_002796	42	36416	36712	1	E			YP_010133274.1	YP_010133274.1 hypothetical protein K3164_gp54 [Lactococcus phage BK5-T]	False	0.964	201.0	1.043e-59									VOG02643	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_43	NC_002796	NC_002796	43	36746	37084	-1	E			YP_010133275.1	YP_010133275.1 hypothetical protein K3164_gp55 [Lactococcus phage BK5-T]	False	0.928	220.0	5.327e-66									VOG29875	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_44	NC_002796	NC_002796	44	37162	37530	1	D			YP_010133276.1	YP_010133276.1 DUF1140 family protein [Lactococcus phage BK5-T]	False	0.945	214.0	7.194e-64								Protein of unknown function (DUF1140) [PF06600.14]	VOG13340	REFSEQ DUF1140 family protein; Xu	Xu	0	False	F
NC_002796_45	NC_002796	NC_002796	45	37604	37834	1	E			NP_116550.1	NP_116550.1 hypothetical protein BK5-Tp57 [Lactococcus phage BK5-T]	False	0.961	156.0	1.606e-44									VOG16744	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_46	NC_002796	NC_002796	46	37831	38004	1	D			NP_116551.1	NP_116551.1 DUF1660 domain-containing protein [Lactococcus phage BK5-T]	False	1.0	134.0	4.227e-37								Prophage protein (DUF1660) [PF07874.14]	VOG01997	REFSEQ DUF1660 domain-containing protein; Xu	Xu	0	False	F
NC_002796_47	NC_002796	NC_002796	47	38004	38180	1	E			NP_116552.1	NP_116552.1 hypothetical protein BK5-Tp59 [Lactococcus phage BK5-T]	False	0.965	120.0	2.126e-32												0	False	F
NC_002796_48	NC_002796	NC_002796	48	38444	38587	1	E			NP_116553.1	NP_116553.1 hypothetical protein BK5-Tp60 [Lactococcus phage BK5-T]	False	0.927	94.0	2.045e-23									VOG35916	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_002796_49	NC_002796	NC_002796	49	38664	39065	1	D			NP_116554.1	NP_116554.1 Alt-like transcription activator [Lactococcus phage BK5-T]	False	0.94	265.0	4.626e-81								Protein of unknown function (DUF722) [PF05263.14]	VOG00246	sp|Q03182|RINA_BPPHA Transcriptional activator rinA; Xu	Xu	0	False	F
NC_002796_50	NC_002796	NC_002796	50	39395	39952	1	D			NP_116556.1	NP_116556.1 HNH endonuclease [Lactococcus phage BK5-T]	True	1.0	370.0	1.021e-116								HNH endonuclease [PF01844.26]; HNH endonuclease [PF14279.9]	VOG01580	REFSEQ hypothetical protein; Xu	Xu	1	False	F
