	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000570.1_43	QGNH01000570.1	QGNH01000570.1	43	36668	37090	-1	E																		0	False	
QGNH01000570.1_44	QGNH01000570.1	QGNH01000570.1	44	37112	37375	-1	E																		0	False	
QGNH01000570.1_45	QGNH01000570.1	QGNH01000570.1	45	37961	38176	1	E																		0	False	
QGNH01000570.1_46	QGNH01000570.1	QGNH01000570.1	46	38130	38555	-1	E																		0	False	
QGNH01000570.1_47	QGNH01000570.1	QGNH01000570.1	47	38619	39284	1	E																		0	False	F
QGNH01000570.1_48	QGNH01000570.1	QGNH01000570.1	48	39338	39559	1	E																		0	False	F
QGNH01000570.1_49	QGNH01000570.1	QGNH01000570.1	49	39583	39915	1	E																		0	False	F
QGNH01000570.1_50	QGNH01000570.1	QGNH01000570.1	50	39921	40295	-1	E																		0	False	F
QGNH01000570.1_51	QGNH01000570.1	QGNH01000570.1	51	40292	40549	-1	E																		0	False	F
QGNH01000570.1_52	QGNH01000570.1	QGNH01000570.1	52	40552	41007	-1	E																		0	False	F
QGNH01000570.1_53	QGNH01000570.1	QGNH01000570.1	53	41004	41171	-1	E																		0	False	F
QGNH01000570.1_54	QGNH01000570.1	QGNH01000570.1	54	41168	41389	-1	E																		0	False	F
QGNH01000570.1_55	QGNH01000570.1	QGNH01000570.1	55	41691	42146	-1	E																		0	False	F
QGNH01000570.1_56	QGNH01000570.1	QGNH01000570.1	56	42167	42988	-1	E																		0	False	F
QGNH01000570.1_57	QGNH01000570.1	QGNH01000570.1	57	42993	43157	-1	E																		0	False	F
QGNH01000570.1_58	QGNH01000570.1	QGNH01000570.1	58	43175	43534	-1	E	YP_009880527.1	YP_009880527.1 hypothetical protein HYP63_gp39 [Ruegeria phage vB_RpoP-V13]	False	0.463	95.0	1.7459999999999998e-22									VOG09320	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000570.1_59	QGNH01000570.1	QGNH01000570.1	59	43531	44067	-1	E																		0	False	F
