	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000188.1_17	QGNH01000188.1	QGNH01000188.1	17	10640	11287	-1	E															0	False	
QGNH01000188.1_18	QGNH01000188.1	QGNH01000188.1	18	11290	13344	-1	D							ParB/Sulfiredoxin domain [PF02195.21]								0	False	
QGNH01000188.1_19	QGNH01000188.1	QGNH01000188.1	19	13521	14867	-1	D							Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000188.1_20	QGNH01000188.1	QGNH01000188.1	20	14864	15313	-1	E															0	False	
QGNH01000188.1_21	QGNH01000188.1	QGNH01000188.1	21	15343	15546	-1	E															0	False	
QGNH01000188.1_22	QGNH01000188.1	QGNH01000188.1	22	15600	16301	-1	D	YP_214499.1	YP_214499.1 glycosyltransferase [Prochlorococcus phage P-SSM2]	False	0.326	107.0	1.2049999999999999e-24	Glycosyltransferase family 6 [PF03414.16]	GT6	GT6 alpha-1,3-galactosyltransferase (EC 2.4.1.87); alpha-1,3 N-acetylgalactosaminyltransferase (EC 2.4.1.40); alpha-galactosyltransferase (EC 2.4.1.37); globoside alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.88).	2.4.1.37,2.4.1.40,2.4.1.87,2.4.1.88	GT6.hmm	VOG17813	sp|A0A4Z3|A3LT2_RAT Alpha-1,3-galactosyltransferase 2; Xh	Xh	1	False	
QGNH01000188.1_23	QGNH01000188.1	QGNH01000188.1	23	16363	16599	-1	E															0	False	
QGNH01000188.1_24	QGNH01000188.1	QGNH01000188.1	24	16577	17194	-1	D							Protein of unknown function (DUF5672) [PF18922.3]								0	False	
QGNH01000188.1_25	QGNH01000188.1	QGNH01000188.1	25	17181	17978	-1	E															0	False	
QGNH01000188.1_26	QGNH01000188.1	QGNH01000188.1	26	17975	18724	-1	E															0	False	
QGNH01000188.1_27	QGNH01000188.1	QGNH01000188.1	27	18726	19328	-1	D	YP_009134238.1	YP_009134238.1 DNA methyltransferase [Synechococcus phage ACG-2014f]	False	0.286	63.0	4.418e-10	Methyltransferase domain [PF13578.9]					VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	
QGNH01000188.1_28	QGNH01000188.1	QGNH01000188.1	28	19332	20063	-1	E												VOG20867	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000188.1_29	QGNH01000188.1	QGNH01000188.1	29	20060	20290	-1	E															0	False	
QGNH01000188.1_30	QGNH01000188.1	QGNH01000188.1	30	20334	20786	-1	D							IstB-like ATP binding protein [PF01695.20]; Bacterial dnaA  protein [PF00308.21]					VOG02675	sp|P0AEF0|DNAC_ECOLI DNA replication protein DnaC; XhXr	Xh;Xr	0	False	V
QGNH01000188.1_31	QGNH01000188.1	QGNH01000188.1	31	20764	21852	-1	E												VOG01284	REFSEQ replication initiation protein; Xu	Xu	0	False	F
QGNH01000188.1_32	QGNH01000188.1	QGNH01000188.1	32	21935	22438	-1	E															0	False	F
QGNH01000188.1_33	QGNH01000188.1	QGNH01000188.1	33	22429	22635	-1	E															0	False	F
QGNH01000188.1_34	QGNH01000188.1	QGNH01000188.1	34	22656	23321	-1	E															0	False	F
QGNH01000188.1_35	QGNH01000188.1	QGNH01000188.1	35	23318	23515	-1	E															0	False	F
QGNH01000188.1_36	QGNH01000188.1	QGNH01000188.1	36	23512	23784	-1	E															0	False	F
QGNH01000188.1_37	QGNH01000188.1	QGNH01000188.1	37	23781	24350	-1	E	YP_010078132.1	YP_010078132.1 DUF559 domain-containing protein [Ralstonia phage Raharianne]	False	0.445	64.0	1.369e-10									0	False	F
QGNH01000188.1_38	QGNH01000188.1	QGNH01000188.1	38	25056	25586	-1	E															0	False	F
QGNH01000188.1_39	QGNH01000188.1	QGNH01000188.1	39	25589	26464	-1	D	YP_004934633.1	YP_004934633.1 exonuclease VIII [Synechococcus phage S-CBS1]	False	0.291	113.0	4.3670000000000006e-26	PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	VF
