Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASHR01000014.1_34	COG1413		1.4e-18	38.2
NZ_ASHR01000014.1_47	COG1435		3.3e-80	263.9
NZ_ASHR01000014.1_176	COG1482		3e-77	254.5
NZ_ASHR01000014.1_222	COG1507		3.8e-88	290.7
NZ_ASHR01000014.1_250	COG1511		3.3e-128	423.4
NZ_ASHR01000014.1_109	COG1670		7.2e-33	108.5
NZ_ASHR01000014.1_165	COG1682		2.6e-76	250.6
NZ_ASHR01000014.1_271	COG1695		5e-35	115.7
NZ_ASHR01000014.1_227	COG1704		1.9e-24	80.7
NZ_ASHR01000014.1_124	COG1744		3.6e-96	316.5
NZ_ASHR01000014.1_123	COG1744		2.6e-95	313.7
NZ_ASHR01000014.1_59	COG1754		0	1146.8
NZ_ASHR01000014.1_132	COG1762		3.6e-34	112.2
NZ_ASHR01000014.1_87	COG1802		5.8e-63	207.5
NZ_ASHR01000014.1_131	COG1816		1.5e-126	417.1
NZ_ASHR01000014.1_211	COG1825		4.9e-63	206.7
NZ_ASHR01000014.1_149	COG1835		1.9e-67	221.6
NZ_ASHR01000014.1_190	COG1846		2.3e-35	116.9
NZ_ASHR01000014.1_20	COG1940		3.4e-111	366.1
NZ_ASHR01000014.1_203	COG1959		2.2e-08	27.1
NZ_ASHR01000014.1_73	COG1961		3.9e-08	26.7
NZ_ASHR01000014.1_108	COG1985		1.9e-119	393.4
NZ_ASHR01000014.1_120	COG2009		1.8e-46	152.4
NZ_ASHR01000014.1_54	COG2064		3.4e-13	43.3
NZ_ASHR01000014.1_95	COG2070		1.8e-89	295.3
NZ_ASHR01000014.1_243	COG2077		4.6e-18	58.9
NZ_ASHR01000014.1_88	COG2084		1.4e-89	294.8
NZ_ASHR01000014.1_202	COG2084		4.2e-83	273.5
NZ_ASHR01000014.1_233	COG2120		2.3e-60	198.8
NZ_ASHR01000014.1_201	COG2141		3.2e-71	234.8
NZ_ASHR01000014.1_119	COG2142		7.8e-39	126.5
NZ_ASHR01000014.1_103	COG2216		2e-52	168.3
NZ_ASHR01000014.1_171	COG2244		3.7e-25	82.2
NZ_ASHR01000014.1_36	COG2247		4.2e-83	271.9
NZ_ASHR01000014.1_160	COG2247		9e-78	255.0
NZ_ASHR01000014.1_196	COG2265		3.8e-97	320.1
NZ_ASHR01000014.1_145	COG2265		7.1e-97	319.2
NZ_ASHR01000014.1_281	COG2267		4.1e-30	99.0
NZ_ASHR01000014.1_10	COG2267		2.8e-20	66.3
NZ_ASHR01000014.1_91	COG2267		2.1e-18	60.3
NZ_ASHR01000014.1_265	COG2267		7.1e-16	52.1
NZ_ASHR01000014.1_26	COG2271		7.9e-87	285.5
NZ_ASHR01000014.1_146	COG2318		2.3e-13	39.4
NZ_ASHR01000014.1_12	COG2334		4.2e-53	174.8
NZ_ASHR01000014.1_249	COG2409		1.3e-225	745.2
NZ_ASHR01000014.1_86	COG2409		1.6e-202	668.7
NZ_ASHR01000014.1_173	COG2456		4.7e-36	117.5
NZ_ASHR01000014.1_285	COG2514		1.4e-11	38.0
NZ_ASHR01000014.1_210	COG2610		4e-140	461.0
NZ_ASHR01000014.1_46	COG2771		1.4e-14	47.7
NZ_ASHR01000014.1_77	COG2801		2e-91	301.2
NZ_ASHR01000014.1_40	COG2812		2.9e-138	455.6
NZ_ASHR01000014.1_61	COG2812		1.2e-70	232.4
NZ_ASHR01000014.1_221	COG2919		1.7e-28	94.1
NZ_ASHR01000014.1_78	COG2963		8.3e-17	55.0
NZ_ASHR01000014.1_34	COG3202		3.1e-11	35.1
NZ_ASHR01000014.1_228	COG3214		2.6e-141	465.8
NZ_ASHR01000014.1_224	COG3226		2.3e-36	119.9
NZ_ASHR01000014.1_263	COG3226		5.9e-14	46.2
NZ_ASHR01000014.1_248	COG3226		1.7e-13	44.6
NZ_ASHR01000014.1_139	COG3226		3.5e-12	40.2
NZ_ASHR01000014.1_209	COG3265		4.9e-80	263.8
NZ_ASHR01000014.1_179	COG3307		3e-44	144.9
NZ_ASHR01000014.1_81	COG3311		7.4e-13	43.1
NZ_ASHR01000014.1_237	COG3311		7.1e-10	33.3
NZ_ASHR01000014.1_84	COG3324		4.8e-15	49.7
NZ_ASHR01000014.1_153	COG3428		2.1e-18	60.1
NZ_ASHR01000014.1_148	COG3569		5.1e-120	394.5
NZ_ASHR01000014.1_114	COG3596		5.6e-52	171.4
NZ_ASHR01000014.1_115	COG3596		2.2e-26	86.9
NZ_ASHR01000014.1_225	COG3616		6.2e-103	338.8
NZ_ASHR01000014.1_19	COG3695		1e-31	104.4
NZ_ASHR01000014.1_13	COG3706		2.4e-41	136.0
NZ_ASHR01000014.1_35	COG3706		1.8e-39	129.9
NZ_ASHR01000014.1_169	COG3754		1.2e-100	208.4
NZ_ASHR01000014.1_169	COG3754		1.2e-100	126.3
NZ_ASHR01000014.1_168	COG3754		7.4e-34	110.6
NZ_ASHR01000014.1_277	COG3759		2.7e-36	119.6
NZ_ASHR01000014.1_27	COG3832		3.8e-28	92.6
NZ_ASHR01000014.1_283	COG3836		3.1e-106	350.6
NZ_ASHR01000014.1_125	COG3845		6.6e-242	798.7
NZ_ASHR01000014.1_33	COG3858		4.1e-49	160.9
NZ_ASHR01000014.1_240	COG3920		1.5e-90	298.1
NZ_ASHR01000014.1_215	COG3956		1.1e-95	315.1
NZ_ASHR01000014.1_65	COG3957		0	1265.3
NZ_ASHR01000014.1_284	COG3971		1.3e-108	358.2
NZ_ASHR01000014.1_23	COG4213		4.6e-118	388.4
NZ_ASHR01000014.1_22	COG4214		8.2e-161	530.8
NZ_ASHR01000014.1_207	COG4221		1.8e-70	232.0
NZ_ASHR01000014.1_266	COG4251		2.7e-82	271.1
NZ_ASHR01000014.1_278	COG4270		8.7e-45	146.8
NZ_ASHR01000014.1_261	COG4270		2.4e-27	89.9
NZ_ASHR01000014.1_258	COG4427		3.1e-86	283.5
NZ_ASHR01000014.1_217	COG4549		4e-54	178.0
NZ_ASHR01000014.1_126	COG4603		1.3e-120	396.8
NZ_ASHR01000014.1_121	COG4641		1.1e-17	57.9
NZ_ASHR01000014.1_159	COG4641		8.7e-14	44.8
NZ_ASHR01000014.1_135	COG4681		5.4e-60	196.7
NZ_ASHR01000014.1_187	COG4763		2.8e-73	240.6
NZ_ASHR01000014.1_137	COG4770		2.9e-269	890.8
NZ_ASHR01000014.1_151	COG4799		2.2e-250	827.9
NZ_ASHR01000014.1_53	COG4962		2.5e-115	379.9
NZ_ASHR01000014.1_239	COG4963		2.3e-52	172.7
NZ_ASHR01000014.1_54	COG4965		3.5e-27	72.5
NZ_ASHR01000014.1_83	COG4974		9.5e-14	45.1
NZ_ASHR01000014.1_14	COG5002		3.9e-98	323.5
NZ_ASHR01000014.1_32	COG5002		3.5e-94	310.4
NZ_ASHR01000014.1_39	COG5274		7.7e-38	124.6
NZ_ASHR01000014.1_11	COG5377		4.2e-25	82.6
NZ_ASHR01000014.1_130	COG5921		9.4e-12	38.6
