Target Name	ID	EC value	E-Value (sequence)	Score (domain)
strain_GIC31_complete_genome_555	COG0110		3.5e-42	141.5
strain_GIC31_complete_genome_832	COG0110		2e-35	119.4
strain_GIC31_complete_genome_1071	COG0111		2.2e-100	333.5
strain_GIC31_complete_genome_587	COG0111		2.2e-90	300.6
strain_GIC31_complete_genome_405	COG0112		6.3e-252	834.5
strain_GIC31_complete_genome_2070	COG0113		4.5e-157	519.6
strain_GIC31_complete_genome_1600	COG0114		4.4e-226	747.9
strain_GIC31_complete_genome_2452	COG0115		2.1e-103	341.5
strain_GIC31_complete_genome_39	COG0115		6.5e-77	256.1
strain_GIC31_complete_genome_1360	COG0116		8.7e-153	506.9
strain_GIC31_complete_genome_1646	COG0118		2.4e-88	293.9
strain_GIC31_complete_genome_2894	COG0122		3.1e-88	291.8
strain_GIC31_complete_genome_995	COG0123		3.5e-106	352.3
strain_GIC31_complete_genome_2007	COG0124		8e-169	559.0
strain_GIC31_complete_genome_2	COG0125		1.4e-97	324.8
strain_GIC31_complete_genome_846	COG0126		9.1e-192	634.8
strain_GIC31_complete_genome_2081	COG0127		3.3e-93	309.7
strain_GIC31_complete_genome_1703	COG0128		2e-151	502.6
strain_GIC31_complete_genome_1746	COG0130		3.7e-115	382.4
strain_GIC31_complete_genome_1647	COG0131		2.7e-99	329.7
strain_GIC31_complete_genome_285	COG0133		3.8e-226	748.7
strain_GIC31_complete_genome_283	COG0134		2.1e-105	350.8
strain_GIC31_complete_genome_284	COG0135		2.6e-62	207.3
strain_GIC31_complete_genome_2456	COG0136		1.2e-142	470.5
strain_GIC31_complete_genome_1321	COG0137		5.6e-189	625.6
strain_GIC31_complete_genome_2485	COG0138		2e-259	857.4
strain_GIC31_complete_genome_1643	COG0139		3.5e-59	197.7
strain_GIC31_complete_genome_1642	COG0140		1.7e-44	149.8
strain_GIC31_complete_genome_1649	COG0141		9.1e-165	546.2
strain_GIC31_complete_genome_1708	COG0142		3.7e-101	335.9
strain_GIC31_complete_genome_1172	COG0142		5.9e-97	322.0
strain_GIC31_complete_genome_11	COG0143		4.5e-271	898.2
strain_GIC31_complete_genome_1837	COG0144		8.6e-152	504.2
strain_GIC31_complete_genome_646	COG0147		4.1e-184	611.4
strain_GIC31_complete_genome_37	COG0147		1.9e-175	582.6
strain_GIC31_complete_genome_849	COG0148		1.8e-232	768.5
strain_GIC31_complete_genome_847	COG0149		1.1e-128	426.9
strain_GIC31_complete_genome_2487	COG0150		8.4e-172	567.5
strain_GIC31_complete_genome_2484	COG0151		1.2e-195	646.9
strain_GIC31_complete_genome_2492	COG0152		3.6e-107	354.5
strain_GIC31_complete_genome_715	COG0154		4.3e-214	710.2
strain_GIC31_complete_genome_1338	COG0154		8.8e-126	417.7
strain_GIC31_complete_genome_1266	COG0156		4.7e-184	610.0
strain_GIC31_complete_genome_2022	COG0157		3.8e-113	374.8
strain_GIC31_complete_genome_286	COG0159		1.3e-86	286.9
strain_GIC31_complete_genome_1000	COG0162		9e-156	516.0
strain_GIC31_complete_genome_1806	COG0164		1.2e-86	287.7
strain_GIC31_complete_genome_1320	COG0165		3.2e-218	723.0
strain_GIC31_complete_genome_950	COG0166		6.9e-139	461.1
strain_GIC31_complete_genome_1848	COG0167		1.4e-117	390.0
strain_GIC31_complete_genome_2681	COG0168		4.5e-109	360.2
strain_GIC31_complete_genome_2480	COG0168		1.3e-94	312.5
strain_GIC31_complete_genome_2193	COG0169		4.6e-108	359.7
strain_GIC31_complete_genome_2675	COG0170		3.1e-53	176.2
strain_GIC31_complete_genome_1934	COG0171		1.5e-74	248.3
strain_GIC31_complete_genome_2973	COG0172		4.1e-207	683.2
strain_GIC31_complete_genome_2006	COG0173		5.8e-290	960.6
strain_GIC31_complete_genome_1276	COG0174		5.3e-196	648.8
strain_GIC31_complete_genome_1382	COG0174		4.5e-147	487.3
strain_GIC31_complete_genome_2124	COG0175		2.4e-12	42.5
strain_GIC31_complete_genome_387	COG0176		3.4e-99	330.2
strain_GIC31_complete_genome_1679	COG0177		2.5e-103	342.2
strain_GIC31_complete_genome_825	COG0178		0	1745.2
strain_GIC31_complete_genome_1623	COG0179		2.1e-105	350.5
strain_GIC31_complete_genome_1972	COG0180		2.6e-147	488.4
strain_GIC31_complete_genome_2072	COG0181		3.6e-138	457.7
strain_GIC31_complete_genome_303	COG0182		1.3e-134	445.9
strain_GIC31_complete_genome_881	COG0183		4.3e-161	534.3
strain_GIC31_complete_genome_1744	COG0184		1.8e-48	162.4
strain_GIC31_complete_genome_81	COG0185		2.2e-46	154.4
strain_GIC31_complete_genome_86	COG0186		1.6e-48	163.1
strain_GIC31_complete_genome_2960	COG0187		0	1024.8
strain_GIC31_complete_genome_1404	COG0187		2.9e-283	937.9
strain_GIC31_complete_genome_2961	COG0188		0	1248.0
strain_GIC31_complete_genome_1405	COG0188		4.5e-283	938.6
strain_GIC31_complete_genome_1887	COG0189		3.9e-47	157.9
strain_GIC31_complete_genome_289	COG0189		1.3e-40	136.1
strain_GIC31_complete_genome_1169	COG0190		8.3e-140	462.4
strain_GIC31_complete_genome_385	COG0191		6.2e-127	421.1
strain_GIC31_complete_genome_954	COG0192		9.4e-220	727.2
strain_GIC31_complete_genome_22	COG0193		3.8e-83	275.6
strain_GIC31_complete_genome_1842	COG0194		3.4e-112	373.0
strain_GIC31_complete_genome_1751	COG0195		6.2e-160	530.5
strain_GIC31_complete_genome_1745	COG0196		1.7e-128	426.2
strain_GIC31_complete_genome_84	COG0197		1.7e-71	235.6
strain_GIC31_complete_genome_88	COG0198		1.4e-52	175.2
strain_GIC31_complete_genome_90	COG0199		5.4e-46	153.8
strain_GIC31_complete_genome_96	COG0200		1.5e-73	243.8
strain_GIC31_complete_genome_97	COG0201		1.6e-176	585.2
strain_GIC31_complete_genome_104	COG0202		1e-159	529.8
strain_GIC31_complete_genome_105	COG0203		5.8e-59	196.3
strain_GIC31_complete_genome_2359	COG0204		3.6e-62	207.5
strain_GIC31_complete_genome_1717	COG0204		6.9e-60	199.8
strain_GIC31_complete_genome_2218	COG0204		3.1e-18	62.8
strain_GIC31_complete_genome_1025	COG0205		2.5e-146	484.8
strain_GIC31_complete_genome_1865	COG0206		4.9e-169	559.9
strain_GIC31_complete_genome_1597	COG0207		1.3e-149	495.0
strain_GIC31_complete_genome_938	COG0208		2.1e-103	343.0
strain_GIC31_complete_genome_940	COG0209		1.2e-209	695.1
strain_GIC31_complete_genome_2477	COG0210		1.8e-292	968.2
strain_GIC31_complete_genome_2031	COG0211		1.2e-48	162.2
strain_GIC31_complete_genome_1135	COG0212		1.9e-65	217.8
strain_GIC31_complete_genome_1241	COG0213		5.7e-198	655.9
strain_GIC31_complete_genome_2970	COG0214		2.1e-153	505.0
strain_GIC31_complete_genome_57	COG0215		8.1e-229	758.3
strain_GIC31_complete_genome_398	COG0216		2.2e-168	556.9
strain_GIC31_complete_genome_1581	COG0217		1.7e-102	340.1
strain_GIC31_complete_genome_2075	COG0218		6.2e-92	305.3
strain_GIC31_complete_genome_2286	COG0219		3.6e-67	222.5
strain_GIC31_complete_genome_975	COG0220		1.4e-80	269.0
strain_GIC31_complete_genome_67	COG0222		4.2e-62	207.4
strain_GIC31_complete_genome_1838	COG0223		6.6e-135	447.9
strain_GIC31_complete_genome_426	COG0224		3.7e-122	404.9
strain_GIC31_complete_genome_1127	COG0226		1.8e-95	317.6
strain_GIC31_complete_genome_2294	COG0226		3.3e-57	191.6
strain_GIC31_complete_genome_1829	COG0227		7.2e-29	97.6
strain_GIC31_complete_genome_1812	COG0228		1.4e-51	172.1
strain_GIC31_complete_genome_267	COG0229		5.8e-98	258.7
strain_GIC31_complete_genome_267	COG0229		5.8e-98	59.8
strain_GIC31_complete_genome_1336	COG0229		9.1e-20	56.0
strain_GIC31_complete_genome_2918	COG0229		1.4e-13	40.7
strain_GIC31_complete_genome_2955	COG0230		1.9e-25	83.6
strain_GIC31_complete_genome_1165	COG0231		1.2e-82	273.3
strain_GIC31_complete_genome_1759	COG0233		4e-85	280.8
strain_GIC31_complete_genome_2593	COG0234		9.7e-52	170.0
strain_GIC31_complete_genome_299	COG0235		1.2e-43	146.7
strain_GIC31_complete_genome_1035	COG0237		8.6e-83	275.7
strain_GIC31_complete_genome_2938	COG0238		1.2e-43	143.8
strain_GIC31_complete_genome_2440	COG0239		4e-48	159.4
strain_GIC31_complete_genome_2439	COG0239		4e-41	136.4
strain_GIC31_complete_genome_1714	COG0240		4.2e-156	517.1
strain_GIC31_complete_genome_1838	COG0242		8.5e-65	215.3
strain_GIC31_complete_genome_1922	COG0242		2.3e-49	164.9
strain_GIC31_complete_genome_66	COG0244		1.9e-75	252.3
strain_GIC31_complete_genome_54	COG0245		9.1e-89	295.3
strain_GIC31_complete_genome_2517	COG0246		1.8e-106	352.2
strain_GIC31_complete_genome_1115	COG0248		2.4e-131	436.1
strain_GIC31_complete_genome_1629	COG0249		0	1069.5
strain_GIC31_complete_genome_63	COG0250		2.7e-70	233.3
strain_GIC31_complete_genome_1721	COG0252		1.2e-125	417.2
strain_GIC31_complete_genome_396	COG0254		7.6e-34	114.2
strain_GIC31_complete_genome_85	COG0255		5.2e-34	114.2
strain_GIC31_complete_genome_93	COG0256		6.5e-58	192.9
strain_GIC31_complete_genome_101	COG0257		5.4e-22	74.3
strain_GIC31_complete_genome_1033	COG0258		0	1145.0
strain_GIC31_complete_genome_2747	COG0258		2.5e-63	209.5
strain_GIC31_complete_genome_1602	COG0258		1.1e-61	206.0
strain_GIC31_complete_genome_933	COG0260		5e-171	567.5
strain_GIC31_complete_genome_2033	COG0261		2e-57	191.7
strain_GIC31_complete_genome_518	COG0262		7e-52	172.9
strain_GIC31_complete_genome_1598	COG0262		3.7e-35	118.2
strain_GIC31_complete_genome_1761	COG0264		1.5e-136	452.6
strain_GIC31_complete_genome_1622	COG0265		9.5e-102	338.5
strain_GIC31_complete_genome_2928	COG0265		1.4e-101	336.2
strain_GIC31_complete_genome_621	COG0265		3.6e-09	32.5
strain_GIC31_complete_genome_820	COG0265		6.7e-07	25.2
strain_GIC31_complete_genome_1034	COG0266		6.4e-115	381.0
strain_GIC31_complete_genome_1134	COG0267		4.1e-25	84.8
strain_GIC31_complete_genome_1068	COG0268		5.1e-36	121.4
strain_GIC31_complete_genome_2476	COG0272		5.1e-303	1002.7
strain_GIC31_complete_genome_1087	COG0274		5.2e-115	380.8
strain_GIC31_complete_genome_1874	COG0275		5.8e-143	473.7
strain_GIC31_complete_genome_2247	COG0276		4.5e-96	318.7
strain_GIC31_complete_genome_418	COG0277		9.2e-167	553.4
strain_GIC31_complete_genome_2177	COG0278		6.4e-17	59.1
strain_GIC31_complete_genome_2179	COG0278		2e-13	46.6
strain_GIC31_complete_genome_2178	COG0278		1.2e-12	45.1
strain_GIC31_complete_genome_294	COG0278		2.9e-12	43.8
strain_GIC31_complete_genome_2654	COG0278		5.8e-10	34.3
strain_GIC31_complete_genome_292	COG0280		1.1e-138	460.7
strain_GIC31_complete_genome_1180	COG0280		9.2e-88	292.3
strain_GIC31_complete_genome_2368	COG0281		8.6e-204	674.3
strain_GIC31_complete_genome_1009	COG0282		3.2e-187	620.1
strain_GIC31_complete_genome_1718	COG0283		1.3e-109	364.5
strain_GIC31_complete_genome_1847	COG0284		4.1e-75	250.2
strain_GIC31_complete_genome_2060	COG0285		6.1e-133	441.4
strain_GIC31_complete_genome_2343	COG0288		1.4e-44	149.6
strain_GIC31_complete_genome_2454	COG0289		2.5e-77	255.1
strain_GIC31_complete_genome_1046	COG0290		3.5e-94	312.4
strain_GIC31_complete_genome_1047	COG0291		1.1e-26	89.9
strain_GIC31_complete_genome_1048	COG0292		6.8e-62	205.5
strain_GIC31_complete_genome_40	COG0294		5e-119	394.8
strain_GIC31_complete_genome_2331	COG0295		1.3e-64	215.9
strain_GIC31_complete_genome_506	COG0295		1.2e-58	196.2
strain_GIC31_complete_genome_2277	COG0297		7.7e-247	819.5
strain_GIC31_complete_genome_2486	COG0299		1.5e-88	292.7
strain_GIC31_complete_genome_1975	COG0304		5e-215	713.9
strain_GIC31_complete_genome_2935	COG0305		2.2e-206	681.7
strain_GIC31_complete_genome_704	COG0307		4.3e-94	312.1
strain_GIC31_complete_genome_2971	COG0311		1.2e-87	288.3
strain_GIC31_complete_genome_9	COG0313		8.4e-123	406.8
strain_GIC31_complete_genome_2779	COG0315		2.8e-49	163.5
strain_GIC31_complete_genome_2009	COG0317		0	1059.3
strain_GIC31_complete_genome_1330	COG0317		6.1e-34	114.1
strain_GIC31_complete_genome_1094	COG0319		2.3e-58	195.2
strain_GIC31_complete_genome_333	COG0320		2.4e-150	497.6
strain_GIC31_complete_genome_2091	COG0322		3.7e-225	747.0
strain_GIC31_complete_genome_1628	COG0323		1.2e-206	685.0
strain_GIC31_complete_genome_1607	COG0324		2.9e-127	421.2
strain_GIC31_complete_genome_1863	COG0325		1.2e-85	284.2
strain_GIC31_complete_genome_2876	COG0326		2.4e-218	722.5
strain_GIC31_complete_genome_1601	COG0328		3.1e-14	49.8
strain_GIC31_complete_genome_2455	COG0329		1.9e-122	404.3
strain_GIC31_complete_genome_1821	COG0331		2.8e-119	396.3
strain_GIC31_complete_genome_1976	COG0332		1.5e-141	469.8
strain_GIC31_complete_genome_1879	COG0333		1.7e-29	99.2
strain_GIC31_complete_genome_1723	COG0334		5.8e-184	609.6
strain_GIC31_complete_genome_1181	COG0334		1.7e-133	443.0
strain_GIC31_complete_genome_1809	COG0335		5.7e-69	229.1
strain_GIC31_complete_genome_1810	COG0336		1.3e-126	419.6
strain_GIC31_complete_genome_1704	COG0337		7.5e-107	355.0
strain_GIC31_complete_genome_1689	COG0340		1.4e-112	373.6
strain_GIC31_complete_genome_2012	COG0341		9.8e-102	337.8
strain_GIC31_complete_genome_2013	COG0342		5e-131	435.0
strain_GIC31_complete_genome_2017	COG0343		7.1e-199	658.3
strain_GIC31_complete_genome_1301	COG0344		1.2e-78	262.1
strain_GIC31_complete_genome_273	COG0344		4.2e-38	128.5
strain_GIC31_complete_genome_2423	COG0345		8.2e-67	220.4
strain_GIC31_complete_genome_2875	COG0346		3e-34	113.8
strain_GIC31_complete_genome_1235	COG0346		4.1e-28	95.4
strain_GIC31_complete_genome_139	COG0346		1.1e-23	80.8
strain_GIC31_complete_genome_1988	COG0346		2.6e-21	73.1
strain_GIC31_complete_genome_631	COG0346		9.4e-21	71.2
strain_GIC31_complete_genome_203	COG0351		4.4e-121	401.2
strain_GIC31_complete_genome_2700	COG0351		8.7e-108	355.5
strain_GIC31_complete_genome_204	COG0352		3.1e-78	260.6
strain_GIC31_complete_genome_2983	COG0353		4.9e-104	342.5
strain_GIC31_complete_genome_428	COG0355		8.3e-51	169.2
strain_GIC31_complete_genome_421	COG0356		3.8e-67	223.5
strain_GIC31_complete_genome_2947	COG0357		4.4e-92	303.5
strain_GIC31_complete_genome_1102	COG0358		2.4e-165	549.3
strain_GIC31_complete_genome_2936	COG0359		6.3e-60	198.1
strain_GIC31_complete_genome_2940	COG0360		2e-44	146.5
strain_GIC31_complete_genome_100	COG0361		7.2e-45	149.0
strain_GIC31_complete_genome_2464	COG0363		1e-85	282.5
strain_GIC31_complete_genome_998	COG0365		4.2e-241	799.6
strain_GIC31_complete_genome_2242	COG0365		2.2e-132	439.9
strain_GIC31_complete_genome_2104	COG0365		6.5e-125	415.2
strain_GIC31_complete_genome_1569	COG0365		8.3e-87	289.1
strain_GIC31_complete_genome_2349	COG0365		1.3e-82	275.3
strain_GIC31_complete_genome_2759	COG0366		1.4e-171	567.2
strain_GIC31_complete_genome_2849	COG0366		1.1e-167	554.3
strain_GIC31_complete_genome_365	COG0366		5.4e-167	553.9
strain_GIC31_complete_genome_767	COG0366		2.3e-158	525.5
strain_GIC31_complete_genome_2212	COG0366		1.7e-146	486.2
strain_GIC31_complete_genome_652	COG0367		5.1e-19	64.5
strain_GIC31_complete_genome_2826	COG0371		1.4e-131	434.3
strain_GIC31_complete_genome_1387	COG0371		9.3e-70	232.4
strain_GIC31_complete_genome_1028	COG0372		6.9e-159	526.2
strain_GIC31_complete_genome_2073	COG0373		4.4e-163	540.6
strain_GIC31_complete_genome_2021	COG0379		2e-115	382.4
strain_GIC31_complete_genome_661	COG0381		3.3e-166	550.9
strain_GIC31_complete_genome_2263	COG0389		1.2e-142	472.8
strain_GIC31_complete_genome_869	COG0389		6.5e-102	338.5
strain_GIC31_complete_genome_630	COG0390		4.3e-81	268.8
strain_GIC31_complete_genome_836	COG0391		1.7e-120	399.2
strain_GIC31_complete_genome_401	COG0394		5.8e-43	144.6
strain_GIC31_complete_genome_454	COG0395		2.4e-102	339.9
strain_GIC31_complete_genome_2392	COG0395		5e-99	327.1
strain_GIC31_complete_genome_2541	COG0395		3.3e-97	321.1
strain_GIC31_complete_genome_574	COG0395		4.4e-96	319.2
strain_GIC31_complete_genome_892	COG0396		7.9e-121	399.6
strain_GIC31_complete_genome_2061	COG0397		1.1e-188	625.4
strain_GIC31_complete_genome_2714	COG0398		4.6e-65	215.0
strain_GIC31_complete_genome_481	COG0398		2.8e-62	207.7
strain_GIC31_complete_genome_2669	COG0398		2.8e-39	130.0
strain_GIC31_complete_genome_376	COG0398		2.2e-33	112.7
strain_GIC31_complete_genome_348	COG0398		4e-31	104.8
strain_GIC31_complete_genome_359	COG0399		1.9e-127	422.7
strain_GIC31_complete_genome_753	COG0400		6.6e-53	176.9
strain_GIC31_complete_genome_1156	COG0403		1.8e-158	526.0
strain_GIC31_complete_genome_1155	COG0404		2.7e-162	539.0
strain_GIC31_complete_genome_2647	COG0406		9.6e-59	194.4
strain_GIC31_complete_genome_2891	COG0406		7.6e-39	129.0
strain_GIC31_complete_genome_1455	COG0406		3.2e-37	125.6
strain_GIC31_complete_genome_2248	COG0407		2.3e-127	422.8
strain_GIC31_complete_genome_1688	COG0413		6.2e-119	393.6
strain_GIC31_complete_genome_1687	COG0414		1e-120	400.3
strain_GIC31_complete_genome_1900	COG0415		2.5e-164	545.4
strain_GIC31_complete_genome_1997	COG0415		7.1e-119	395.3
strain_GIC31_complete_genome_1822	COG0416		1e-158	527.0
strain_GIC31_complete_genome_1309	COG0419		4e-154	512.4
strain_GIC31_complete_genome_1816	COG0419		1.7e-56	113.3
strain_GIC31_complete_genome_2127	COG0419		5.1e-47	112.2
strain_GIC31_complete_genome_1816	COG0419		1.7e-56	80.7
strain_GIC31_complete_genome_2127	COG0419		5.1e-47	49.6
strain_GIC31_complete_genome_1308	COG0420		1.9e-80	268.0
strain_GIC31_complete_genome_352	COG0421		1.3e-89	298.0
strain_GIC31_complete_genome_2046	COG0424		1.8e-85	283.5
strain_GIC31_complete_genome_1496	COG0428		1.6e-96	320.0
strain_GIC31_complete_genome_707	COG0428		6e-96	318.1
strain_GIC31_complete_genome_2014	COG0428		8.4e-85	281.4
strain_GIC31_complete_genome_1939	COG0431		5.6e-61	203.4
strain_GIC31_complete_genome_155	COG0431		4.5e-54	180.7
strain_GIC31_complete_genome_945	COG0436		2.7e-157	521.3
strain_GIC31_complete_genome_1682	COG0436		2.8e-154	511.4
strain_GIC31_complete_genome_1386	COG0436		7.9e-139	460.4
strain_GIC31_complete_genome_1043	COG0441		6.9e-287	950.2
strain_GIC31_complete_genome_1754	COG0442		5.8e-262	867.9
strain_GIC31_complete_genome_1077	COG0443		2.1e-281	932.6
strain_GIC31_complete_genome_1967	COG0444		1.1e-169	562.1
strain_GIC31_complete_genome_2948	COG0445		0	1029.5
strain_GIC31_complete_genome_2348	COG0447		7.7e-152	501.9
strain_GIC31_complete_genome_2279	COG0448		6.2e-180	596.3
strain_GIC31_complete_genome_2278	COG0448		3.6e-106	352.9
strain_GIC31_complete_genome_122	COG0449		2.4e-258	856.7
strain_GIC31_complete_genome_2523	COG0449		2.8e-253	838.0
strain_GIC31_complete_genome_1840	COG0452		6.7e-179	592.5
strain_GIC31_complete_genome_1917	COG0454		1.4e-29	100.7
strain_GIC31_complete_genome_1770	COG0455		3e-80	267.3
strain_GIC31_complete_genome_2612	COG0456		2.4e-41	137.2
strain_GIC31_complete_genome_491	COG0456		1.2e-35	120.3
strain_GIC31_complete_genome_2417	COG0456		2.8e-30	100.7
strain_GIC31_complete_genome_1464	COG0456		5.3e-29	98.5
strain_GIC31_complete_genome_788	COG0456		3.3e-39	91.9
strain_GIC31_complete_genome_1850	COG0458		0	591.7
strain_GIC31_complete_genome_1850	COG0458		0	568.9
strain_GIC31_complete_genome_2633	COG0458		3.3e-276	505.0
strain_GIC31_complete_genome_2633	COG0458		3.3e-276	381.4
strain_GIC31_complete_genome_2592	COG0459		1.7e-264	873.8
strain_GIC31_complete_genome_1846	COG0461		2.5e-75	251.0
strain_GIC31_complete_genome_21	COG0462		8.8e-157	519.3
strain_GIC31_complete_genome_1298	COG0464		6e-99	171.9
strain_GIC31_complete_genome_32	COG0465		1.4e-229	761.0
