Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASHR01000014.1_151942_153666_+	phrog_2392		5.9e-160	527.7
NZ_ASHR01000014.1_16522_18375_+	phrog_2392		7.8e-160	527.3
NZ_ASHR01000014.1_103515_105302_-	phrog_2392		4.9e-149	491.4
NZ_ASHR01000014.1_253363_254520_+	phrog_24681		4.1e-28	92.5
NZ_ASHR01000014.1_268626_269198_+	phrog_25642		5.5e-11	35.8
NZ_ASHR01000014.1_286039_287631_+	phrog_26092		7.1e-40	130.7
NZ_ASHR01000014.1_229716_230771_+	phrog_26092		1.6e-19	63.8
NZ_ASHR01000014.1_231576_232643_+	phrog_2640		1.1e-45	149.5
NZ_ASHR01000014.1_7816_8769_-	phrog_2640		6.1e-33	102.2
NZ_ASHR01000014.1_62015_63592_+	phrog_26606		6e-13	42.0
NZ_ASHR01000014.1_21785_23053_+	phrog_27181		2.2e-27	60.4
NZ_ASHR01000014.1_21785_23053_+	phrog_27181		2.2e-27	33.4
NZ_ASHR01000014.1_51243_52319_+	phrog_27440		8.3e-34	111.0
NZ_ASHR01000014.1_236715_240275_+	phrog_27849		2e-15	36.1
NZ_ASHR01000014.1_6133_7779_-	phrog_293		1.2e-140	246.1
NZ_ASHR01000014.1_6133_7779_-	phrog_293		1.2e-140	214.3
NZ_ASHR01000014.1_105718_106644_+	phrog_293		4.6e-65	213.8
NZ_ASHR01000014.1_135770_137329_+	phrog_293		1.4e-90	193.8
NZ_ASHR01000014.1_20246_21781_+	phrog_293		5.6e-83	169.7
NZ_ASHR01000014.1_148555_151206_-	phrog_29784		2.4e-09	29.1
NZ_ASHR01000014.1_235522_236103_+	phrog_30156		7.7e-47	153.4
NZ_ASHR01000014.1_164804_166405_-	phrog_30623		1.7e-15	42.7
NZ_ASHR01000014.1_14548_15066_+	phrog_31116		9.4e-29	94.2
NZ_ASHR01000014.1_230771_231553_+	phrog_3142		1.1e-62	205.6
NZ_ASHR01000014.1_56914_59478_-	phrog_33002		1.4e-22	65.0
NZ_ASHR01000014.1_127965_129752_-	phrog_33286		9.5e-59	185.8
NZ_ASHR01000014.1_109289_110044_+	phrog_33738		1.7e-21	67.6
NZ_ASHR01000014.1_236715_240275_+	phrog_34613		1e-76	251.9
NZ_ASHR01000014.1_248387_248983_+	phrog_34989		7.5e-09	29.6
NZ_ASHR01000014.1_244565_245845_+	phrog_35063		1.6e-185	610.8
NZ_ASHR01000014.1_296312_297802_+	phrog_35649		8.9e-96	315.0
NZ_ASHR01000014.1_274296_275972_+	phrog_36676		4.4e-65	213.6
NZ_ASHR01000014.1_60362_62305_-	phrog_36676		2.1e-43	142.1
NZ_ASHR01000014.1_38491_42429_-	phrog_3677		1.4e-36	118.5
NZ_ASHR01000014.1_117883_118878_-	phrog_37857		7.4e-74	242.3
NZ_ASHR01000014.1_94512_95177_+	phrog_38247		9.7e-30	97.5
NZ_ASHR01000014.1_178822_179697_+	phrog_3980		2e-106	349.6
NZ_ASHR01000014.1_214096_215526_+	phrog_3980		2.1e-15	50.5
NZ_ASHR01000014.1_10343_10939_-	phrog_434		1.5e-22	74.0
NZ_ASHR01000014.1_198826_199194_+	phrog_472		2.4e-33	108.6
NZ_ASHR01000014.1_214096_215526_+	phrog_5353		1.1e-13	40.2
NZ_ASHR01000014.1_207207_208205_+	phrog_540		1.3e-96	317.5
NZ_ASHR01000014.1_208208_209626_+	phrog_540		2.5e-34	112.8
NZ_ASHR01000014.1_46404_49301_+	phrog_5846		5e-68	223.7
NZ_ASHR01000014.1_264410_265633_-	phrog_5879		1.6e-97	320.9
NZ_ASHR01000014.1_54702_55586_+	phrog_592		2.9e-60	197.0
NZ_ASHR01000014.1_215538_216515_+	phrog_619		9.3e-52	169.6
NZ_ASHR01000014.1_1_465_+	phrog_6386		4.3e-23	74.0
NZ_ASHR01000014.1_79224_80669_+	phrog_6397		1.9e-39	127.2
NZ_ASHR01000014.1_81465_82814_+	phrog_6397		2e-35	116.1
NZ_ASHR01000014.1_147066_148523_+	phrog_6397		8e-34	76.2
NZ_ASHR01000014.1_297802_298719_+	phrog_6397		1.1e-22	73.7
NZ_ASHR01000014.1_147066_148523_+	phrog_6397		8e-34	36.2
NZ_ASHR01000014.1_88252_88461_-	phrog_66		6.9e-13	43.3
NZ_ASHR01000014.1_259110_259358_-	phrog_66		6.3e-12	40.1
NZ_ASHR01000014.1_88763_89062_-	phrog_66		1.9e-08	28.9
NZ_ASHR01000014.1_162494_164602_+	phrog_6705		5.3e-81	266.4
NZ_ASHR01000014.1_105331_105534_-	phrog_686		1.6e-09	31.9
NZ_ASHR01000014.1_32063_33763_+	phrog_7035		1.9e-38	81.3
NZ_ASHR01000014.1_32063_33763_+	phrog_7035		1.9e-38	43.2
NZ_ASHR01000014.1_12077_12829_+	phrog_731		4.1e-73	239.2
NZ_ASHR01000014.1_37799_38215_-	phrog_731		1e-39	130.0
NZ_ASHR01000014.1_68418_69050_+	phrog_761		7.4e-43	140.8
NZ_ASHR01000014.1_38491_42429_-	phrog_7816		4.8e-39	79.8
NZ_ASHR01000014.1_303555_304385_-	phrog_789		4.5e-23	75.4
NZ_ASHR01000014.1_97292_98527_+	phrog_789		5.8e-22	45.7
NZ_ASHR01000014.1_289814_290539_+	phrog_789		5.4e-12	36.2
NZ_ASHR01000014.1_9583_10326_-	phrog_789		3.1e-10	31.6
NZ_ASHR01000014.1_97292_98527_+	phrog_789		5.8e-22	25.3
NZ_ASHR01000014.1_193148_193864_+	phrog_841		1.3e-22	74.2
NZ_ASHR01000014.1_12846_14357_+	phrog_857		1.6e-72	238.5
NZ_ASHR01000014.1_33826_35400_+	phrog_857		5.2e-61	200.1
NZ_ASHR01000014.1_290561_291760_-	phrog_857		1.9e-49	162.6
NZ_ASHR01000014.1_208208_209626_+	phrog_8784		2.5e-45	148.1
NZ_ASHR01000014.1_38491_42429_-	phrog_8822		4.6e-35	63.4
NZ_ASHR01000014.1_167778_169091_+	phrog_9148		2e-86	284.2
