	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_019411_NC_019411_124	NC_019411	NC_019411	124	98138	99841	-1	E															0
NC_019411_NC_019411_125	NC_019411	NC_019411	125	99831	100532	-1	E															0
NC_019411_NC_019411_126	NC_019411	NC_019411	126	103387	103485	-1	E															0
NC_019411_NC_019411_127	NC_019411	NC_019411	127	103752	104105	-1	E															0
NC_019411_NC_019411_128	NC_019411	NC_019411	128	104185	104577	-1	E															0
NC_019411_NC_019411_129	NC_019411	NC_019411	129	104574	106520	-1	D										SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]					1
NC_019411_NC_019411_130	NC_019411	NC_019411	130	106659	106958	1	E															0
NC_019411_NC_019411_131	NC_019411	NC_019411	131	106955	107191	-1	E															0
NC_019411_NC_019411_132	NC_019411	NC_019411	132	107191	107763	-1	E															0
NC_019411_NC_019411_133	NC_019411	NC_019411	133	107763	108242	-1	E															0
NC_019411_NC_019411_134	NC_019411	NC_019411	134	108239	108688	-1	E															0
NC_019411_NC_019411_135	NC_019411	NC_019411	135	108747	110375	-1	E															0
NC_019411_NC_019411_136	NC_019411	NC_019411	136	110397	112520	-1	E															0
NC_019411_NC_019411_137	NC_019411	NC_019411	137	112648	112899	1	E															0
NC_019411_NC_019411_138	NC_019411	NC_019411	138	112839	113246	1	E															0
NC_019411_NC_019411_139	NC_019411	NC_019411	139	113243	113617	1	E															0
NC_019411_NC_019411_140	NC_019411	NC_019411	140	113697	114323	1	D										Phage integrase family [PF00589.25]					0
NC_019411_NC_019411_141	NC_019411	NC_019411	141	114333	114746	1	E															0
NC_019411_NC_019411_142	NC_019411	NC_019411	142	114761	115015	1	E															0
NC_019411_NC_019411_143	NC_019411	NC_019411	143	115107	118751	1	E															0
NC_019411_NC_019411_144	NC_019411	NC_019411	144	118830	119174	-1	E															0
NC_019411_NC_019411_145	NC_019411	NC_019411	145	119290	119889	1	E															0
NC_019411_NC_019411_146	NC_019411	NC_019411	146	119891	120307	1	E															0
NC_019411_NC_019411_147	NC_019411	NC_019411	147	120316	120786	1	D										Yqey-like protein [PF09424.13]					0
NC_019411_NC_019411_148	NC_019411	NC_019411	148	120865	121935	-1	D										ATP dependent DNA ligase domain [PF01068.24]					0
NC_019411_NC_019411_149	NC_019411	NC_019411	149	121932	122384	-1	D										YspA, cpYpsA-related SLOG family [PF10686.12]					0
NC_019411_NC_019411_150	NC_019411	NC_019411	150	122374	124017	-1	E															0
NC_019411_NC_019411_151	NC_019411	NC_019411	151	123983	124621	-1	D										Protein of unknown function (DUF1643) [PF07799.15]					0
NC_019411_NC_019411_152	NC_019411	NC_019411	152	124920	125282	-1	E															0
NC_019411_NC_019411_153	NC_019411	NC_019411	153	125233	125496	-1	E															0
NC_019411_NC_019411_154	NC_019411	NC_019411	154	125496	126005	-1	E															0
NC_019411_NC_019411_155	NC_019411	NC_019411	155	126036	126728	-1	E															0
NC_019411_NC_019411_156	NC_019411	NC_019411	156	126739	127275	-1	E															0
NC_019411_NC_019411_157	NC_019411	NC_019411	157	127272	127700	-1	E															0
NC_019411_NC_019411_158	NC_019411	NC_019411	158	127700	129130	-1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]					0
NC_019411_NC_019411_159	NC_019411	NC_019411	159	129145	130386	-1	C	K13522	bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]													0
NC_019411_NC_019411_160	NC_019411	NC_019411	160	130386	130814	-1	E															0
NC_019411_NC_019411_161	NC_019411	NC_019411	161	130857	131330	-1	D										Peptidyl-tRNA hydrolase PTH2 [PF01981.19]					0
NC_019411_NC_019411_162	NC_019411	NC_019411	162	131327	131770	-1	E															0
NC_019411_NC_019411_163	NC_019411	NC_019411	163	131770	132195	-1	E															0
NC_019411_NC_019411_164	NC_019411	NC_019411	164	132192	132794	-1	E															0
NC_019411_NC_019411_165	NC_019411	NC_019411	165	132872	133483	-1	D										HD domain [PF13328.9]					0
NC_019411_NC_019411_166	NC_019411	NC_019411	166	133476	133889	-1	E															0
NC_019411_NC_019411_167	NC_019411	NC_019411	167	133886	134389	-1	D										HNH endonuclease [PF13392.9]					0
NC_019411_NC_019411_168	NC_019411	NC_019411	168	134394	134633	-1	E															0
NC_019411_NC_019411_169	NC_019411	NC_019411	169	134637	134903	-1	E															0
NC_019411_NC_019411_170	NC_019411	NC_019411	170	134903	135205	-1	E															0
NC_019411_NC_019411_171	NC_019411	NC_019411	171	135189	135440	-1	E															0
NC_019411_NC_019411_172	NC_019411	NC_019411	172	135437	135820	-1	E															0
NC_019411_NC_019411_173	NC_019411	NC_019411	173	135817	135963	-1	E															0
NC_019411_NC_019411_174	NC_019411	NC_019411	174	135967	137199	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]					0
NC_019411_NC_019411_175	NC_019411	NC_019411	175	137227	137433	-1	E															0
NC_019411_NC_019411_176	NC_019411	NC_019411	176	137528	138361	-1	D			MER0804589	I87	MER0804589 - family I87 unassigned peptidase inhibitors (Gemmatirosa kalamazoonesis) [I87.UPW]#I87#{inhibitor unit: 82-304}~source W0RE36~	False	0.273	83.0	4.466e-16						0
NC_019411_NC_019411_177	NC_019411	NC_019411	177	138351	138701	-1	E															0
NC_019411_NC_019411_178	NC_019411	NC_019411	178	138698	139441	-1	E															0
NC_019411_NC_019411_179	NC_019411	NC_019411	179	139441	139728	-1	E															0
NC_019411_NC_019411_180	NC_019411	NC_019411	180	139762	140052	-1	E															0
NC_019411_NC_019411_181	NC_019411	NC_019411	181	140049	140357	-1	E															0
NC_019411_NC_019411_182	NC_019411	NC_019411	182	140354	141775	-1	E															0
NC_019411_NC_019411_183	NC_019411	NC_019411	183	141858	142178	-1	E															0
NC_019411_NC_019411_184	NC_019411	NC_019411	184	142386	142631	-1	E															0
NC_019411_NC_019411_185	NC_019411	NC_019411	185	142631	143152	-1	E															0
NC_019411_NC_019411_186	NC_019411	NC_019411	186	143145	143837	-1	E															0
NC_019411_NC_019411_187	NC_019411	NC_019411	187	143834	144718	-1	E															0
NC_019411_NC_019411_188	NC_019411	NC_019411	188	144715	145077	-1	E															0
NC_019411_NC_019411_189	NC_019411	NC_019411	189	145143	146276	-1	E															1
NC_019411_NC_019411_190	NC_019411	NC_019411	190	146286	146525	-1	E															0
NC_019411_NC_019411_191	NC_019411	NC_019411	191	146518	146856	-1	E															0
NC_019411_NC_019411_192	NC_019411	NC_019411	192	146853	147026	-1	E															0
NC_019411_NC_019411_193	NC_019411	NC_019411	193	147079	147315	-1	E															0
NC_019411_NC_019411_194	NC_019411	NC_019411	194	147392	147640	-1	E															0
NC_019411_NC_019411_195	NC_019411	NC_019411	195	147637	147903	-1	E															0
NC_019411_NC_019411_196	NC_019411	NC_019411	196	147890	148921	-1	D										Zincin-like metallopeptidase [PF18818.4]; N-terminal domain of anti-restriction factor ArdC [PF08401.14]					0
NC_019411_NC_019411_197	NC_019411	NC_019411	197	148952	149188	-1	E															0
NC_019411_NC_019411_198	NC_019411	NC_019411	198	149188	149427	-1	E															0
NC_019411_NC_019411_199	NC_019411	NC_019411	199	149424	149744	-1	E															0
NC_019411_NC_019411_200	NC_019411	NC_019411	200	149734	150117	-1	E															0
NC_019411_NC_019411_201	NC_019411	NC_019411	201	150114	150371	-1	C	K02078	acyl carrier protein													0
NC_019411_NC_019411_202	NC_019411	NC_019411	202	150368	151102	-1	D										HNH endonuclease [PF14279.9]					0
NC_019411_NC_019411_203	NC_019411	NC_019411	203	151089	151535	-1	E															0
NC_019411_NC_019411_204	NC_019411	NC_019411	204	151545	151928	-1	E															0
NC_019411_NC_019411_205	NC_019411	NC_019411	205	151921	152280	-1	E															0
NC_019411_NC_019411_206	NC_019411	NC_019411	206	152283	152552	-1	E															0
NC_019411_NC_019411_207	NC_019411	NC_019411	207	152552	152851	-1	E															0
NC_019411_NC_019411_208	NC_019411	NC_019411	208	152844	153002	-1	E															0
NC_019411_NC_019411_209	NC_019411	NC_019411	209	152999	153586	-1	E															0
NC_019411_NC_019411_210	NC_019411	NC_019411	210	153649	154164	-1	E															0
NC_019411_NC_019411_211	NC_019411	NC_019411	211	154167	154805	-1	E															0
NC_019411_NC_019411_212	NC_019411	NC_019411	212	154802	155452	-1	E															0
NC_019411_NC_019411_213	NC_019411	NC_019411	213	155449	155739	-1	E															0
NC_019411_NC_019411_214	NC_019411	NC_019411	214	155794	156114	-1	D										Domain of unknown function (DUF4326) [PF14216.9]					0
NC_019411_NC_019411_215	NC_019411	NC_019411	215	156111	156749	-1	D										5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]					0
NC_019411_NC_019411_216	NC_019411	NC_019411	216	156752	156949	-1	E															0
NC_019411_NC_019411_217	NC_019411	NC_019411	217	156949	157266	-1	E															0
NC_019411_NC_019411_218	NC_019411	NC_019411	218	157319	157705	-1	E															0
NC_019411_NC_019411_219	NC_019411	NC_019411	219	157708	158169	-1	E															0
NC_019411_NC_019411_220	NC_019411	NC_019411	220	158156	158425	-1	E															0
NC_019411_NC_019411_221	NC_019411	NC_019411	221	158425	158802	-1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]					0
NC_019411_NC_019411_222	NC_019411	NC_019411	222	158795	159781	-1	E															0
NC_019411_NC_019411_223	NC_019411	NC_019411	223	159781	160062	-1	E															0
NC_019411_NC_019411_224	NC_019411	NC_019411	224	160200	162323	-1	E															0
NC_019411_NC_019411_225	NC_019411	NC_019411	225	162320	162745	-1	E															0
NC_019411_NC_019411_226	NC_019411	NC_019411	226	162742	162987	-1	D										DNA polymerase family A [PF00476.23]					0
NC_019411_NC_019411_227	NC_019411	NC_019411	227	162987	163535	-1	C	K13583	GcrA cell cycle regulator								GcrA cell cycle regulator [PF07750.14]					0
NC_019411_NC_019411_228	NC_019411	NC_019411	228	163543	163722	-1	E															0
NC_019411_NC_019411_229	NC_019411	NC_019411	229	163858	164166	1	E															0
NC_019411_NC_019411_230	NC_019411	NC_019411	230	164163	164375	1	E															0
NC_019411_NC_019411_231	NC_019411	NC_019411	231	164375	164647	1	E															0
NC_019411_NC_019411_232	NC_019411	NC_019411	232	164644	164910	1	E															0
NC_019411_NC_019411_233	NC_019411	NC_019411	233	164919	165158	1	E															0
NC_019411_NC_019411_234	NC_019411	NC_019411	234	165151	165546	1	E															0
NC_019411_NC_019411_235	NC_019411	NC_019411	235	165546	165788	1	E															0
NC_019411_NC_019411_236	NC_019411	NC_019411	236	165790	166044	1	E															0
NC_019411_NC_019411_237	NC_019411	NC_019411	237	166041	167060	1	E															0
NC_019411_NC_019411_238	NC_019411	NC_019411	238	167057	167245	1	E															0
NC_019411_NC_019411_239	NC_019411	NC_019411	239	167242	167637	1	E															0
NC_019411_NC_019411_240	NC_019411	NC_019411	240	167634	168356	1	E															0
NC_019411_NC_019411_241	NC_019411	NC_019411	241	168353	168598	1	E															0
NC_019411_NC_019411_242	NC_019411	NC_019411	242	168600	169097	1	E															0
NC_019411_NC_019411_243	NC_019411	NC_019411	243	169178	170938	1	E															0
NC_019411_NC_019411_244	NC_019411	NC_019411	244	170935	171231	1	E															0
NC_019411_NC_019411_245	NC_019411	NC_019411	245	171232	171456	1	E															0
NC_019411_NC_019411_246	NC_019411	NC_019411	246	171457	171963	1	E															0
NC_019411_NC_019411_247	NC_019411	NC_019411	247	171960	172532	1	E															0
NC_019411_NC_019411_248	NC_019411	NC_019411	248	172529	172759	1	E															0
NC_019411_NC_019411_249	NC_019411	NC_019411	249	172820	173203	1	E															0
NC_019411_NC_019411_250	NC_019411	NC_019411	250	173207	173566	1	E															0
NC_019411_NC_019411_251	NC_019411	NC_019411	251	173563	173832	1	E															0
NC_019411_NC_019411_252	NC_019411	NC_019411	252	173834	174262	1	E															0
NC_019411_NC_019411_253	NC_019411	NC_019411	253	174334	174690	1	E															0
NC_019411_NC_019411_254	NC_019411	NC_019411	254	174687	174953	1	E															0
NC_019411_NC_019411_255	NC_019411	NC_019411	255	174953	175366	1	E															0
NC_019411_NC_019411_256	NC_019411	NC_019411	256	175363	175773	1	E															1
NC_019411_NC_019411_257	NC_019411	NC_019411	257	175773	175988	1	E															0
NC_019411_NC_019411_258	NC_019411	NC_019411	258	175985	176386	1	E															0
NC_019411_NC_019411_259	NC_019411	NC_019411	259	176383	176772	1	D										Domain of unknown function (DUF1937) [PF09152.13]; Domain of unknown function (DUF4406) [PF14359.9]					0
NC_019411_NC_019411_260	NC_019411	NC_019411	260	176769	177224	1	E															0
NC_019411_NC_019411_261	NC_019411	NC_019411	261	177221	177487	1	E															0
NC_019411_NC_019411_262	NC_019411	NC_019411	262	177474	178094	1	E															0
NC_019411_NC_019411_263	NC_019411	NC_019411	263	178091	178594	1	E															0
NC_019411_NC_019411_264	NC_019411	NC_019411	264	178587	178805	1	E															0
NC_019411_NC_019411_265	NC_019411	NC_019411	265	178805	179296	1	E															0
NC_019411_NC_019411_266	NC_019411	NC_019411	266	179298	179819	1	E															0
NC_019411_NC_019411_267	NC_019411	NC_019411	267	179810	180346	1	E															0
NC_019411_NC_019411_268	NC_019411	NC_019411	268	180346	181041	1	C	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]								Calcineurin-like phosphoesterase [PF00149.31]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
NC_019411_NC_019411_269	NC_019411	NC_019411	269	181038	181622	1	E															0
NC_019411_NC_019411_270	NC_019411	NC_019411	270	181700	182119	1	E															0
NC_019411_NC_019411_271	NC_019411	NC_019411	271	182119	182433	1	E															0
NC_019411_NC_019411_272	NC_019411	NC_019411	272	182430	182651	1	E															0
NC_019411_NC_019411_273	NC_019411	NC_019411	273	182722	182916	1	E															0
NC_019411_NC_019411_274	NC_019411	NC_019411	274	182916	183284	1	E															0
NC_019411_NC_019411_275	NC_019411	NC_019411	275	183285	183518	1	E															0
NC_019411_NC_019411_276	NC_019411	NC_019411	276	183520	183837	1	E															0
NC_019411_NC_019411_277	NC_019411	NC_019411	277	183954	185984	1	E															0
NC_019411_NC_019411_278	NC_019411	NC_019411	278	186004	186426	1	E															0
NC_019411_NC_019411_279	NC_019411	NC_019411	279	186514	186822	1	E															0
NC_019411_NC_019411_280	NC_019411	NC_019411	280	186819	187271	1	E															0
NC_019411_NC_019411_281	NC_019411	NC_019411	281	187273	187521	1	E															0
NC_019411_NC_019411_282	NC_019411	NC_019411	282	187518	188321	1	E															0
NC_019411_NC_019411_283	NC_019411	NC_019411	283	188330	188779	1	E															0
NC_019411_NC_019411_284	NC_019411	NC_019411	284	188776	189078	1	E															0
NC_019411_NC_019411_285	NC_019411	NC_019411	285	189146	189529	1	E															0
NC_019411_NC_019411_286	NC_019411	NC_019411	286	189540	190007	1	E															0
NC_019411_NC_019411_287	NC_019411	NC_019411	287	190004	190231	1	E															0
NC_019411_NC_019411_288	NC_019411	NC_019411	288	190228	190620	1	E															0
NC_019411_NC_019411_289	NC_019411	NC_019411	289	190629	191006	1	E															0
NC_019411_NC_019411_290	NC_019411	NC_019411	290	191021	191506	1	E															0
NC_019411_NC_019411_291	NC_019411	NC_019411	291	191583	192077	1	E															0
