	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334525_MZ334525.1_36	MZ334525	MZ334525.1	36	29864	30415	-1	C	K03552	holliday junction resolvase Hjr [EC:3.1.21.10]		0
MZ334525_MZ334525.1_37	MZ334525	MZ334525.1	37	30418	30759	-1	E				0
MZ334525_MZ334525.1_38	MZ334525	MZ334525.1	38	30797	31156	-1	E				0
MZ334525_MZ334525.1_39	MZ334525	MZ334525.1	39	31177	31689	-1	E				0
MZ334525_MZ334525.1_40	MZ334525	MZ334525.1	40	31919	32269	-1	E				0
MZ334525_MZ334525.1_41	MZ334525	MZ334525.1	41	32499	35228	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	0
MZ334525_MZ334525.1_42	MZ334525	MZ334525.1	42	35349	35693	-1	D			Meiotically up-regulated gene 113 [PF13455.9]; T5orf172 domain [PF10544.12]	0
MZ334525_MZ334525.1_43	MZ334525	MZ334525.1	43	35836	36012	-1	E				0
MZ334525_MZ334525.1_44	MZ334525	MZ334525.1	44	36140	36280	-1	E				0
MZ334525_MZ334525.1_45	MZ334525	MZ334525.1	45	36280	36531	-1	E				0
MZ334525_MZ334525.1_46	MZ334525	MZ334525.1	46	36531	37103	-1	D			Nucleoside 2-deoxyribosyltransferase [PF05014.18]	0
MZ334525_MZ334525.1_47	MZ334525	MZ334525.1	47	37274	37555	-1	E				0
MZ334525_MZ334525.1_48	MZ334525	MZ334525.1	48	38983	39384	-1	D			PD-(D/E)XK endonuclease [PF11645.11]	0
MZ334525_MZ334525.1_49	MZ334525	MZ334525.1	49	39354	39536	-1	E				0
MZ334525_MZ334525.1_50	MZ334525	MZ334525.1	50	39716	40339	-1	C	K00943	dTMP kinase [EC:2.7.4.9]	Thymidylate kinase [PF02223.20]; Deoxynucleoside kinase [PF01712.22]	0
MZ334525_MZ334525.1_51	MZ334525	MZ334525.1	51	40696	41046	-1	E				0
MZ334525_MZ334525.1_52	MZ334525	MZ334525.1	52	41043	41438	-1	E				0
MZ334525_MZ334525.1_53	MZ334525	MZ334525.1	53	41490	41642	-1	E				0
MZ334525_MZ334525.1_54	MZ334525	MZ334525.1	54	41644	41865	-1	E				0
MZ334525_MZ334525.1_55	MZ334525	MZ334525.1	55	41910	43694	-1	E				0
MZ334525_MZ334525.1_56	MZ334525	MZ334525.1	56	43932	44066	-1	E				0
MZ334525_MZ334525.1_57	MZ334525	MZ334525.1	57	44238	44438	-1	E				0
MZ334525_MZ334525.1_58	MZ334525	MZ334525.1	58	44431	44640	-1	E				0
MZ334525_MZ334525.1_59	MZ334525	MZ334525.1	59	44640	44807	-1	E				0
MZ334525_MZ334525.1_60	MZ334525	MZ334525.1	60	44807	44974	-1	E				0
MZ334525_MZ334525.1_61	MZ334525	MZ334525.1	61	44977	45168	-1	E				0
MZ334525_MZ334525.1_62	MZ334525	MZ334525.1	62	45165	45311	-1	E				0
MZ334525_MZ334525.1_63	MZ334525	MZ334525.1	63	45308	45481	-1	E				0
MZ334525_MZ334525.1_64	MZ334525	MZ334525.1	64	45815	46885	-1	E				0
MZ334525_MZ334525.1_65	MZ334525	MZ334525.1	65	46983	47384	-1	D			PD-(D/E)XK endonuclease [PF11645.11]	0
MZ334525_MZ334525.1_66	MZ334525	MZ334525.1	66	47436	47636	-1	E				0
MZ334525_MZ334525.1_67	MZ334525	MZ334525.1	67	47656	47868	-1	E				0
MZ334525_MZ334525.1_68	MZ334525	MZ334525.1	68	48044	48457	-1	E				0
MZ334525_MZ334525.1_69	MZ334525	MZ334525.1	69	48530	48817	-1	E				0
MZ334525_MZ334525.1_70	MZ334525	MZ334525.1	70	49139	49399	-1	E				0
MZ334525_MZ334525.1_71	MZ334525	MZ334525.1	71	49468	49704	-1	E				0
MZ334525_MZ334525.1_72	MZ334525	MZ334525.1	72	49704	50186	-1	E				0
MZ334525_MZ334525.1_73	MZ334525	MZ334525.1	73	50722	50991	1	E				0
MZ334525_MZ334525.1_74	MZ334525	MZ334525.1	74	51035	51664	1	E				0
MZ334525_MZ334525.1_75	MZ334525	MZ334525.1	75	51695	52249	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	Transposase [PF01710.19]; HNH endonuclease [PF01844.26]	1
MZ334525_MZ334525.1_76	MZ334525	MZ334525.1	76	52371	52787	1	E				0
MZ334525_MZ334525.1_77	MZ334525	MZ334525.1	77	52818	53285	1	E				0
MZ334525_MZ334525.1_78	MZ334525	MZ334525.1	78	53285	53404	1	E				0
MZ334525_MZ334525.1_79	MZ334525	MZ334525.1	79	53542	53760	1	E				0
MZ334525_MZ334525.1_80	MZ334525	MZ334525.1	80	53812	54072	1	E				0
MZ334525_MZ334525.1_81	MZ334525	MZ334525.1	81	54069	54470	1	D			MaoC like domain [PF01575.22]	0
MZ334525_MZ334525.1_82	MZ334525	MZ334525.1	82	54501	54692	1	E				0
MZ334525_MZ334525.1_83	MZ334525	MZ334525.1	83	54653	54913	-1	E				0
MZ334525_MZ334525.1_84	MZ334525	MZ334525.1	84	55024	55254	1	E				0
MZ334525_MZ334525.1_85	MZ334525	MZ334525.1	85	55285	55803	1	E				0
MZ334525_MZ334525.1_86	MZ334525	MZ334525.1	86	56291	56458	1	E				0
MZ334525_MZ334525.1_87	MZ334525	MZ334525.1	87	56507	57202	1	E				0
MZ334525_MZ334525.1_88	MZ334525	MZ334525.1	88	57296	57850	1	E				0
MZ334525_MZ334525.1_89	MZ334525	MZ334525.1	89	57895	58041	1	E				0
MZ334525_MZ334525.1_90	MZ334525	MZ334525.1	90	58078	58311	1	E				0
MZ334525_MZ334525.1_91	MZ334525	MZ334525.1	91	58362	58736	1	E				0
MZ334525_MZ334525.1_92	MZ334525	MZ334525.1	92	58791	58991	1	E				0
MZ334525_MZ334525.1_93	MZ334525	MZ334525.1	93	59016	59249	1	E				0
MZ334525_MZ334525.1_94	MZ334525	MZ334525.1	94	59731	59847	1	E				0
MZ334525_MZ334525.1_95	MZ334525	MZ334525.1	95	59850	60260	1	E				0
MZ334525_MZ334525.1_96	MZ334525	MZ334525.1	96	60324	60956	1	E				0
MZ334525_MZ334525.1_97	MZ334525	MZ334525.1	97	61148	61288	1	E				0
MZ334525_MZ334525.1_98	MZ334525	MZ334525.1	98	61288	61467	1	E				0
MZ334525_MZ334525.1_99	MZ334525	MZ334525.1	99	61537	61710	1	E				0
MZ334525_MZ334525.1_100	MZ334525	MZ334525.1	100	62274	62450	1	E				0
MZ334525_MZ334525.1_101	MZ334525	MZ334525.1	101	62508	62633	1	E				0
MZ334525_MZ334525.1_102	MZ334525	MZ334525.1	102	62761	62952	1	E				0
