KO Id	Name	Count
K00435	hemQ; hydrogen peroxide-dependent heme synthase	1
K00450	E1.13.11.4; gentisate 1,2-dioxygenase	1
K00453	TDO2, kynA; tryptophan 2,3-dioxygenase	1
K00491	nos; nitric-oxide synthase, bacterial	2
K00500	phhA, PAH; phenylalanine-4-hydroxylase	3
K00508	E1.14.19.3; linoleoyl-CoA desaturase	2
K00520	merA; mercuric reductase	1
K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	3
K00526	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	3
K00537	arsC; arsenate reductase (glutaredoxin)	1
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	3
K00554	trmD; tRNA (guanine37-N1)-methyltransferase	1
K00556	trmH; tRNA (guanosine-2'-O-)-methyltransferase	1
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	6
K00560	thyA, TYMS; thymidylate synthase	3
K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase	1
K00566	mnmA, trmU; tRNA-uridine 2-sulfurtransferase	2
K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	1
K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	1
K00573	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase	1
K00575	cheR; chemotaxis protein methyltransferase CheR	3
K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase	3
K00600	glyA, SHMT; glycine hydroxymethyltransferase	6
K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	4
K00604	MTFMT, fmt; methionyl-tRNA formyltransferase	2
K00605	gcvT, AMT; aminomethyltransferase	3
K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase	1
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2
K00611	OTC, argF, argI; ornithine carbamoyltransferase	1
K00615	E2.2.1.1, tktA, tktB; transketolase	3
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	1
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	3
K00632	fadA, fadI; acetyl-CoA acyltransferase	6
K00634	ptb; phosphate butyryltransferase	1
K00639	kbl, GCAT; glycine C-acetyltransferase	2
K00640	cysE; serine O-acetyltransferase	3
K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase	3
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III	2
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase	2
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	3
K00656	E2.3.1.54, pflD; formate C-acetyltransferase	3
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3
K00661	maa; maltose O-acetyltransferase	1
K00662	aacC; aminoglycoside 3-N-acetyltransferase	1
K00666	K00666; fatty-acyl-CoA synthase	1
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	4
K00688	PYG, glgP; glycogen phosphorylase	6
K00691	mapA; maltose phosphorylase	1
K00703	glgA; starch synthase	3
K00754	bshA; L-malate glycosyltransferase	1
K00756	pdp; pyrimidine-nucleoside phosphorylase	1
K00758	deoA, TYMP; thymidine phosphorylase	3
K00759	APRT, apt; adenine phosphoribosyltransferase	2
K00761	upp, UPRT; uracil phosphoribosyltransferase	1
K00762	pyrE; orotate phosphoribosyltransferase	1
K00763	pncB, NAPRT1; nicotinate phosphoribosyltransferase	1
K00764	purF, PPAT; amidophosphoribosyltransferase	3
K00765	hisG; ATP phosphoribosyltransferase	1
K00766	trpD; anthranilate phosphoribosyltransferase	1
K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)	1
K00773	tgt; queuine tRNA-ribosyltransferase	1
K00782	lldG; L-lactate dehydrogenase complex protein LldG	1
K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase	1
K00784	rnz; ribonuclease Z	2
K00788	thiE; thiamine-phosphate pyrophosphorylase	1
K00789	metK; S-adenosylmethionine synthetase	1
K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3
K00791	miaA, TRIT1; tRNA dimethylallyltransferase	3
K00793	ribE, RIB5; riboflavin synthase	1
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	1
K00795	ispA; farnesyl diphosphate synthase	2
K00796	folP; dihydropteroate synthase	1
K00797	speE, SRM, SPE3; spermidine synthase	3
K00798	MMAB, pduO; cob(I)alamin adenosyltransferase	1
K00799	GST, gst; glutathione S-transferase	12
K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	1
K00805	hepS; heptaprenyl diphosphate synthase component 1	2
K00806	uppS; undecaprenyl diphosphate synthase	3
K00812	aspB; aspartate aminotransferase	11
K00817	hisC; histidinol-phosphate aminotransferase	7
K00819	rocD, OAT; ornithine--oxo-acid transaminase	2
K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	5
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	3
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	6
K00831	serC, PSAT1; phosphoserine aminotransferase	5
K00847	E2.7.1.4, scrK; fructokinase	3
K00849	galK; galactokinase	3
K00850	pfkA, PFK; 6-phosphofructokinase 1	13
K00852	rbsK, RBKS; ribokinase	1
K00857	tdk, TK; thymidine kinase	2
K00858	ppnK, NADK; NAD+ kinase	1
K00859	coaE; dephospho-CoA kinase	1
K00864	glpK, GK; glycerol kinase	4
K00865	glxK, garK; glycerate 2-kinase	3
K00873	PK, pyk; pyruvate kinase	10
K00876	udk, UCK; uridine kinase	2
K00878	thiM; hydroxyethylthiazole kinase	1
K00880	lyxK; L-xylulokinase	2
K00882	fruK; 1-phosphofructokinase	2
K00887	dgkA; undecaprenol kinase	1
K00891	aroK, aroL; shikimate kinase	1
K00892	gsk; inosine kinase	1
K00899	mtnK; 5-methylthioribose kinase	1
K00903	epsB; protein-tyrosine kinase	1
K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1
K00925	ackA; acetate kinase	5
K00926	arcC; carbamate kinase	3
K00927	PGK, pgk; phosphoglycerate kinase	4
K00928	lysC; aspartate kinase	4
K00929	buk; butyrate kinase	1
K00930	argB; acetylglutamate kinase	1
K00931	proB; glutamate 5-kinase	2
K00937	ppk1; polyphosphate kinase	3
K00939	adk, AK; adenylate kinase	3
K00940	ndk, NME; nucleoside-diphosphate kinase	5
K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1
K00942	E2.7.4.8, gmk; guanylate kinase	1
K00943	tmk, DTYMK; dTMP kinase	1
K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2
K00949	thiN, TPK1, THI80; thiamine pyrophosphokinase	1
K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	1
K00954	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase	1
K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	3
K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	5
K00969	nadD; nicotinate-nucleotide adenylyltransferase	1
K00973	rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase	4
K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	2
K00975	glgC; glucose-1-phosphate adenylyltransferase	3
K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase	2
K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	1
K00986	ltrA; RNA-directed DNA polymerase	1
K00989	rph; ribonuclease PH	1
K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1
K00997	acpS; holo-[acyl-carrier protein] synthase	1
K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase	2
K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	3
K01005	tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase	1
K01007	pps, ppsA; pyruvate, water dikinase	4
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	3
K01013	TSTD1; thiosulfate:glutathione sulfurtransferase	1
K01026	pct; propionate CoA-transferase	3
K01046	lip, TGL2; triacylglycerol lipase	1
K01048	pldB; lysophospholipase	1
K01054	MGLL; acylglycerol lipase	5
K01055	pcaD; 3-oxoadipate enol-lactonase	1
K01056	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family	1
K01066	aes; acetyl esterase	1
K01069	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase	1
K01079	serB, PSPH; phosphoserine phosphatase	3
K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	1
K01091	gph; phosphoglycolate phosphatase	1
K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase	3
K01118	acpD, azoR; FMN-dependent NADH-azoreductase	1
K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	2
K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase	1
K01130	E3.1.6.1; arylsulfatase	1
K01134	ARSA; arylsulfatase A	2
K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2
K01147	rnb; exoribonuclease II	1
K01150	endA; deoxyribonuclease I	1
K01151	nfo; deoxyribonuclease IV	2
K01156	res; type III restriction enzyme	1
K01174	nuc; micrococcal nuclease	1
K01175	ybfF; esterase	1
K01176	AMY, amyA, malS; alpha-amylase	4
K01182	IMA, malL; oligo-1,6-glucosidase	2
K01193	INV, sacA; beta-fructofuranosidase	2
K01200	pulA; pullulanase	1
K01207	nagZ; beta-N-acetylhexosaminidase	3
K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	1
K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase	2
K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase	2
K01226	treC; trehalose-6-phosphate hydrolase	1
K01232	glvA; maltose-6'-phosphate glucosidase	1
K01240	URH1; uridine nucleosidase	2
K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	1
K01246	tag; DNA-3-methyladenine glycosylase I	2
K01247	alkA; DNA-3-methyladenine glycosylase II	2
K01255	CARP, pepA; leucyl aminopeptidase	2
K01256	pepN; aminopeptidase N	2
K01258	pepT; tripeptide aminopeptidase	1
K01261	pepA; glutamyl aminopeptidase	1
K01265	map; methionyl aminopeptidase	1
K01269	yhfE; aminopeptidase	1
K01271	pepQ; Xaa-Pro dipeptidase	1
K01274	pepV; beta-Ala-Xaa dipeptidase	1
K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	1
K01297	ldcA; muramoyltetrapeptide carboxypeptidase	2
K01299	E3.4.17.19; carboxypeptidase Taq	1
K01338	lon; ATP-dependent Lon protease	2
K01356	lexA; repressor LexA	2
K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit	3
K01361	E3.4.21.96; lactocepin	2
K01400	nprE; bacillolysin	1
K01409	KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase	1
K01414	prlC; oligopeptidase A	1
K01419	hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV	1
K01421	yhgE; putative membrane protein	1
K01424	E3.5.1.1, ansA, ansB; L-asparaginase	2
K01426	E3.5.1.4, amiE; amidase	5
K01436	yhaA; amidohydrolase	1
K01442	cbh; choloylglycine hydrolase	3
K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	1
K01447	xlyAB; N-acetylmuramoyl-L-alanine amidase	1
K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3
K01460	gsp; glutathionylspermidine amidase/synthetase	1
K01462	PDF, def; peptide deformylase	1
K01463	bshB1; N-acetylglucosamine malate deacetylase 1	1
K01465	URA4, pyrC; dihydroorotase	1
K01475	E3.5.2.20; isatin hydrolase	1
K01476	E3.5.3.1, rocF, arg; arginase	3
K01478	arcA; arginine deiminase	1
K01480	speB; agmatinase	1
K01485	codA; cytosine/creatinine deaminase	2
K01486	ade; adenine deaminase	1
K01489	cdd, CDA; cytidine deaminase	2
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	2
K01493	comEB; dCMP deaminase	2
K01497	ribA, RIB1; GTP cyclohydrolase II	3
K01501	E3.5.5.1; nitrilase	5
K01507	ppa; inorganic pyrophosphatase	1
K01512	acyP; acylphosphatase	2
K01515	nudF; ADP-ribose pyrophosphatase	1
K01519	ITPA; inosine triphosphate pyrophosphatase	2
K01520	dut, DUT; dUTP pyrophosphatase	3
K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase	1
K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	1
K01529	yjjX; inosine/xanthosine triphosphatase	1
K01533	copB; P-type Cu2+ transporter	1
K01534	zntA; Zn2+/Cd2+-exporting ATPase	1
K01547	kdpB; potassium-transporting ATPase ATP-binding subunit	1
K01551	arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase	2
K01552	ecfA; energy-coupling factor transport system ATP-binding protein	1
K01556	KYNU, kynU; kynureninase	1
K01560	E3.8.1.2; 2-haloacid dehalogenase	2
K01579	panD; aspartate 1-decarboxylase	2
K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase	7
K01585	speA; arginine decarboxylase	1
K01586	lysA; diaminopimelate decarboxylase	1
K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	1
K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase	1
K01591	pyrF; orotidine-5'-phosphate decarboxylase	1
K01599	hemE, UROD; uroporphyrinogen decarboxylase	1
K01609	trpC; indole-3-glycerol phosphate synthase	1
K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	4
K01611	speD, AMD1; S-adenosylmethionine decarboxylase	2
K01613	psd, PISD; phosphatidylserine decarboxylase	1
K01619	deoC, DERA; deoxyribose-phosphate aldolase	1
K01620	ltaE; threonine aldolase	1
K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase	2
K01633	folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase	1
K01637	E4.1.3.1, aceA; isocitrate lyase	1
K01638	aceB, glcB; malate synthase	2
K01643	citF; citrate lyase subunit alpha / citrate CoA-transferase	1
K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	4
K01657	trpE; anthranilate synthase component I	4
K01658	trpG; anthranilate synthase component II	4
K01659	prpC; 2-methylcitrate synthase	1
K01661	menB; naphthoate synthase	1
K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase	2
K01665	pabB; para-aminobenzoate synthetase component I	1
K01669	phrB; deoxyribodipyrimidine photo-lyase	1
K01673	cynT, can; carbonic anhydrase	1
K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	3
K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	6
K01681	ACO, acnA; aconitate hydratase	3
K01686	uxuA; mannonate dehydratase	1
K01687	ilvD; dihydroxy-acid dehydratase	2
K01689	ENO, eno; enolase	6
K01693	hisB; imidazoleglycerol-phosphate dehydratase	1
K01695	trpA; tryptophan synthase alpha chain	2
K01696	trpB; tryptophan synthase beta chain	2
K01698	hemB, ALAD; porphobilinogen synthase	2
K01710	rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase	5
K01712	hutU, UROC1; urocanate hydratase	1
K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase	2
K01719	hemD, UROS; uroporphyrinogen-III synthase	1
K01724	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase	2
K01726	GAMMACA; gamma-carbonic anhydrase	1
K01728	pel; pectate lyase	2
K01734	mgsA; methylglyoxal synthase	1
K01735	aroB; 3-dehydroquinate synthase	1
K01736	aroC; chorismate synthase	1
K01737	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	2
K01738	cysK; cysteine synthase	2
K01744	aspA; aspartate ammonia-lyase	1
K01749	hemC, HMBS; hydroxymethylbilane synthase	1
K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	2
K01755	argH, ASL; argininosuccinate lyase	3
K01756	purB, ADSL; adenylosuccinate lyase	2
K01758	CTH; cystathionine gamma-lyase	4
K01766	csdA; cysteine sulfinate desulfinase	1
K01770	ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1
K01772	hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase	1
K01775	alr; alanine racemase	3
K01776	murI; glutamate racemase	2
K01779	racD; aspartate racemase	2
K01783	rpe, RPE; ribulose-phosphate 3-epimerase	3
K01784	galE, GALE; UDP-glucose 4-epimerase	3
K01785	galM, GALM; aldose 1-epimerase	2
K01788	nanE; N-acylglucosamine-6-phosphate 2-epimerase	1
K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	4
K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase	1
K01799	nicE, maiA; maleate isomerase	2
K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5
K01805	xylA; xylose isomerase	2
K01807	rpiA; ribose 5-phosphate isomerase A	2
K01808	rpiB; ribose 5-phosphate isomerase B	3
K01810	GPI, pgi; glucose-6-phosphate isomerase	5
K01811	xylS, yicI; alpha-D-xyloside xylohydrolase	1
K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	1
K01817	trpF; phosphoribosylanthranilate isomerase	1
K01821	praC, xylH; 4-oxalocrotonate tautomerase	3
K01823	idi, IDI; isopentenyl-diphosphate Delta-isomerase	1
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	11
K01835	pgm; phosphoglucomutase	7
K01838	pgmB; beta-phosphoglucomutase	1
K01839	deoB; phosphopentomutase	2
K01840	manB; phosphomannomutase	3
K01845	hemL; glutamate-1-semialdehyde 2,1-aminomutase	2
K01866	YARS, tyrS; tyrosyl-tRNA synthetase	4
K01867	WARS, trpS; tryptophanyl-tRNA synthetase	3
K01868	TARS, thrS; threonyl-tRNA synthetase	3
K01869	LARS, leuS; leucyl-tRNA synthetase	4
K01870	IARS, ileS; isoleucyl-tRNA synthetase	3
K01872	AARS, alaS; alanyl-tRNA synthetase	3
K01873	VARS, valS; valyl-tRNA synthetase	3
K01874	MARS, metG; methionyl-tRNA synthetase	4
K01875	SARS, serS; seryl-tRNA synthetase	3
K01876	DARS2, aspS; aspartyl-tRNA synthetase	4
K01878	glyQ; glycyl-tRNA synthetase alpha chain	3
K01879	glyS; glycyl-tRNA synthetase beta chain	3
K01881	PARS, proS; prolyl-tRNA synthetase	3
K01883	CARS, cysS; cysteinyl-tRNA synthetase	3
K01885	EARS, gltX; glutamyl-tRNA synthetase	5
K01887	RARS, argS; arginyl-tRNA synthetase	4
K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain	3
K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain	3
K01892	HARS, hisS; histidyl-tRNA synthetase	3
K01893	NARS, asnS; asparaginyl-tRNA synthetase	3
K01895	ACSS1_2, acs; acetyl-CoA synthetase	7
K01897	ACSL, fadD; long-chain acyl-CoA synthetase	10
K01902	sucD; succinyl-CoA synthetase alpha subunit	4
K01903	sucC; succinyl-CoA synthetase beta subunit	4
K01911	menE; o-succinylbenzoate---CoA ligase	1
K01914	asnA; aspartate--ammonia ligase	2
K01915	glnA, GLUL; glutamine synthetase	9
K01916	nadE; NAD+ synthase	1
K01918	panC; pantoate--beta-alanine ligase	2
K01919	gshA; glutamate--cysteine ligase	2
K01921	ddl; D-alanine-D-alanine ligase	4
K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	1
K01924	murC; UDP-N-acetylmuramate--alanine ligase	3
K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	3
K01926	rex; redox-sensing transcriptional repressor	1
K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	3
K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	3
K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase	1
K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase	1
K01935	bioD; dethiobiotin synthetase	1
K01937	pyrG, CTPS; CTP synthase	1
K01938	fhs; formate--tetrahydrofolate ligase	2
K01939	purA, ADSS; adenylosuccinate synthase	2
K01940	argG, ASS1; argininosuccinate synthase	4
K01945	purD; phosphoribosylamine---glycine ligase	1
K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	3
K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	2
K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	2
K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	2
K01958	PC, pyc; pyruvate carboxylase	3
K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit	4
K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha	4
K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	4
K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6
K01975	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase	1
K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	1
