Target Name	ID	EC value	E-Value (sequence)	Score (domain)
JQGI01000001.1_1_1520750_1521214_-	K00794		6.4e-72	239.7
JQGI01000001.1_1_1055363_1056241_-	K00795		3.7e-113	377.2
JQGI01000006.1_38976_39761_+	K00796		5.9e-120	398.5
JQGI01000001.1_2_249545_250453_-	K00797		8e-88	292.8
JQGI01000001.1_1_981413_982000_-	K00798		1e-61	206.3
JQGI01000148.1_3_497_-	K00799		1.8e-33	114.1
JQGI01000001.1_1_565810_567060_+	K00800		2.4e-128	427.2
JQGI01000046.1_3_224_-	K00800		8.6e-24	81.7
JQGI01000001.1_1_559932_560504_+	K00805		3.4e-31	106.8
JQGI01000001.1_1_507304_508041_+	K00806		9.6e-119	394.1
JQGI01000001.1_1_584472_585659_+	K00812		2.8e-162	538.8
JQGI01000001.1_1_617322_618335_+	K00817		7.7e-89	296.7
JQGI01000001.1_1_623175_624125_-	K00817		8.6e-78	260.2
JQGI01000003.1_1_147418_148620_-	K00819		2.4e-218	724.9
JQGI01000001.1_2_444401_446197_-	K00820		5e-216	718.1
JQGI01000004.1_80857_82653_+	K00820		3.3e-211	702.2
JQGI01000582.1_3_317_-	K00820		1e-48	164.3
JQGI01000002.1_341819_342964_+	K00821		3.3e-149	495.6
JQGI01000003.1_1_162412_163338_-	K00826		3.6e-82	274.6
JQGI01000001.1_1_1156701_1157780_-	K00831		3.1e-141	469.3
JQGI01000046.1_388_738_-	K00831		5.8e-50	168.2
JQGI01000001.1_1_749114_750058_+	K00847		2.3e-76	255.6
JQGI01000001.1_2_43522_44706_-	K00849		4e-145	482.0
JQGI01000001.1_1_1206041_1207018_-	K00850		5e-122	406.3
JQGI01000739.1_120_350_-	K00850		3.1e-15	53.4
JQGI01000001.1_2_374818_375705_-	K00852		3.7e-102	340.6
JQGI01000001.1_2_206951_207562_-	K00857		2.3e-69	232.1
JQGI01000001.1_1_325144_325941_+	K00858		9.5e-41	137.6
JQGI01000001.1_1_1223202_1224047_+	K00858		8.6e-35	118.2
JQGI01000341.1_1_444_-	K00858		3.4e-24	83.2
JQGI01000274.1_249_464_-	K00858		6.9e-10	36.1
JQGI01000001.1_1_1193129_1193737_-	K00859		7.8e-79	263.4
JQGI01000001.1_1_1407778_1409295_+	K00864		1.7e-234	777.4
JQGI01000072.1_90_662_-	K00864		4.4e-84	280.6
JQGI01000001.1_2_163906_165009_-	K00865		9.8e-131	434.9
JQGI01000645.1_179_370_+	K00865		2.1e-18	64.2
JQGI01000001.1_1_1204203_1205945_-	K00873		1.3e-198	659.1
JQGI01000001.1_1_298148_298786_+	K00876		5.9e-85	283.2
JQGI01000003.1_1_80361_80966_-	K00876		6.8e-24	82.2
JQGI01000001.1_2_382675_383463_-	K00878		1.7e-84	281.9
JQGI01000424.1_3_419_+	K00878		2.5e-63	212.1
JQGI01000651.1_3_371_+	K00880		1.3e-40	137.1
JQGI01000001.1_1_687750_688679_+	K00882		3.1e-111	369.9
JQGI01000001.1_1_1130062_1130412_-	K00887		3.1e-37	125.6
JQGI01000088.1_3_221_+	K00887		2.3e-15	54.6
JQGI01000001.1_1_1070950_1071435_-	K00891		9.6e-32	108.8
JQGI01000287.1_2_460_+	K00892		1.1e-85	285.7
JQGI01000603.1_3_383_-	K00892		5.5e-71	237.2
JQGI01000001.1_2_296438_297622_-	K00899		4.5e-132	439.5
JQGI01000001.1_2_67430_68146_-	K00903		1.2e-74	249.3
JQGI01000001.1_2_13161_13865_-	K00903		2e-58	195.8
JQGI01000001.1_2_66648_67415_-	K00903		1.4e-56	189.6
JQGI01000006.1_13183_14046_+	K00919		2.1e-100	333.9
JQGI01000001.1_1_1220260_1221480_-	K00925		5.6e-184	611.2
JQGI01000001.1_2_338264_339226_-	K00926		3.5e-139	462.5
JQGI01000001.1_1_1382919_1384118_-	K00927		4.1e-200	664.3
JQGI01000003.1_1_166718_167977_-	K00928		9.8e-121	401.6
JQGI01000675.1_2_364_+	K00928		2.2e-49	166.3
JQGI01000001.1_1_1043599_1044690_-	K00929		1.2e-147	489.4
JQGI01000002.1_341080_341859_+	K00930		1.9e-63	212.0
JQGI01000764.1_3_341_+	K00931		3.1e-52	176.2
JQGI01000001.1_1_1108960_1111125_+	K00937		4.3e-285	945.5
JQGI01000005.1_9920_10570_-	K00939		7.2e-79	263.2
JQGI01000001.1_1_562284_562700_+	K00940		2.9e-68	227.9
JQGI01000001.1_2_381839_382678_-	K00941		1.6e-116	387.6
JQGI01000002.1_280928_281752_-	K00941		5.8e-93	310.0
JQGI01000001.1_1_432570_433217_+	K00942		1.1e-83	279.0
JQGI01000006.1_1522_2160_+	K00943		1.7e-76	255.7
JQGI01000006.1_16966_17922_+	K00948		4.7e-144	478.4
JQGI01000001.1_1_445854_446441_+	K00949		1.6e-33	114.2
JQGI01000006.1_40116_40619_+	K00950		8.6e-63	210.4
JQGI01000001.1_1_390617_391114_+	K00954		7.3e-80	265.5
JQGI01000001.1_1_524762_526984_+	K00962		4.9e-301	998.1
JQGI01000395.1_3_428_+	K00962		4.4e-68	227.8
JQGI01000430.1_2_418_+	K00962		5e-30	102.0
JQGI01000554.1_196_393_+	K00962		4.9e-20	68.9
JQGI01000001.1_2_65530_66429_-	K00963		7.1e-46	155.0
JQGI01000001.1_1_100415_100984_+	K00969		2e-80	268.3
JQGI01000001.1_2_2032_3003_-	K00973		1.4e-134	447.4
JQGI01000227.1_1_243_-	K00973		1.9e-47	159.9
JQGI01000001.1_1_576459_577598_+	K00974		1.4e-92	309.0
JQGI01000001.1_1_9214_10368_+	K00975		7e-148	491.0
JQGI01000001.1_1_10403_11503_+	K00975		1.2e-69	232.8
JQGI01000001.1_1_508043_508840_+	K00981		3.3e-62	208.5
JQGI01000197.1_2_502_-	K00982		7.2e-52	174.4
JQGI01000001.1_1_204263_205219_+	K00986		7.4e-34	115.0
JQGI01000001.1_1_194637_195392_+	K00989		1.7e-128	427.0
JQGI01000005.1_45563_46243_-	K00991		4.5e-86	287.0
JQGI01000002.1_348782_349159_+	K00997		4.3e-44	149.1
JQGI01000039.1_2_790_-	K00998		1e-108	361.7
JQGI01000001.1_1_401997_402956_+	K01000		1e-115	384.6
JQGI01000001.1_1_1459044_1460066_+	K01005		4.3e-94	314.5
JQGI01000001.1_2_75060_76013_-	K01005		9.6e-92	306.8
JQGI01000001.1_2_73117_74091_-	K01005		2.3e-87	292.4
JQGI01000003.1_1_170731_171834_-	K01005		2.6e-80	269.0
JQGI01000003.1_1_114364_115593_-	K01005		4.8e-67	225.1
JQGI01000820.1_3_311_+	K01007		3.2e-27	93.1
JQGI01000001.1_1_15427_16245_-	K01011		1.4e-77	259.1
JQGI01000002.1_326079_328547_+	K01013		3.3e-18	60.5
JQGI01000253.1_2_475_-	K01026		4.9e-52	174.7
JQGI01000621.1_3_377_+	K01026		2e-45	152.9
JQGI01000001.1_1_353364_355004_-	K01046		7.8e-17	59.3
JQGI01000652.1_1_369_-	K01048		8.8e-33	111.5
JQGI01000048.1_3_239_+	K01048		3.8e-18	63.4
JQGI01000003.1_1_104494_105423_+	K01054		3.7e-38	129.0
JQGI01000001.1_1_1171142_1171954_+	K01055		3.6e-47	159.2
JQGI01000001.1_1_802032_802880_+	K01055		5.2e-44	148.8
JQGI01000001.1_1_337567_338280_+	K01055		4.4e-31	106.3
JQGI01000006.1_17978_18535_+	K01056		2.2e-79	265.1
JQGI01000001.1_2_396421_397365_-	K01066		9.7e-104	345.8
JQGI01000002.1_47527_48606_+	K01066		2.9e-96	321.1
JQGI01000002.1_332331_333272_+	K01066		2.5e-39	133.3
JQGI01000002.1_288626_289615_-	K01066		2.2e-33	113.9
JQGI01000001.1_1_108357_109757_-	K01069		8.8e-56	187.4
JQGI01000001.1_1_1075872_1076492_-	K01069		1.1e-49	167.4
JQGI01000672.1_1_366_-	K01069		4.8e-27	92.9
JQGI01000001.1_1_826535_827251_-	K01069		5.6e-25	86.2
JQGI01000003.1_1_110326_111174_+	K01069		3.6e-22	76.8
JQGI01000767.1_1_342_+	K01079		9.5e-18	62.4
JQGI01000454.1_3_413_-	K01089		2.3e-52	176.0
JQGI01000001.1_2_324741_325373_-	K01091		6.1e-36	122.0
JQGI01000001.1_1_364116_365369_+	K01092		8.9e-84	279.7
JQGI01000625.1_1_378_-	K01092		9.5e-49	164.4
JQGI01000002.1_285243_285893_+	K01118		2.5e-61	205.4
JQGI01000001.1_1_1354035_1356779_-	K01119		2.5e-222	738.1
JQGI01000701.1_2_358_+	K01119		1.7e-38	130.3
JQGI01000001.1_1_861846_862559_-	K01126		1.3e-70	236.1
JQGI01000001.1_2_151081_151770_-	K01126		2.8e-60	202.1
JQGI01000389.1_2_427_-	K01130		1.2e-19	68.3
JQGI01000236.1_2_469_-	K01134		5.2e-40	135.4
JQGI01000001.1_1_268552_270741_+	K01139		5.4e-304	1008.1
JQGI01000125.1_2_220_-	K01139		2.4e-28	96.5
JQGI01000399.1_69_425_-	K01147		4.7e-19	66.2
JQGI01000366.1_2_436_-	K01150		1.4e-45	153.9
JQGI01000001.1_1_1111987_1112895_-	K01151		2.9e-113	376.3
JQGI01000001.1_1_164560_166857_+	K01156		3.3e-24	83.2
JQGI01000001.1_1_541739_542536_+	K01174		4.7e-51	171.2
JQGI01000001.1_1_768692_769603_+	K01175		7.3e-30	99.5
JQGI01000001.1_1_1095886_1097355_-	K01176		1.1e-86	289.4
JQGI01000001.1_2_271718_273262_-	K01176		4.9e-84	280.6
JQGI01000002.1_229359_231008_+	K01182		4.2e-288	955.5
JQGI01000001.1_2_236471_238180_-	K01182		1.1e-260	864.7
JQGI01000002.1_131962_133659_+	K01182		4.2e-251	833.1
JQGI01000001.1_2_139827_141440_-	K01182		9.2e-240	795.6
JQGI01000004.1_43348_44880_+	K01182		3e-179	595.3
JQGI01000001.1_2_149768_151045_+	K01193		1.6e-150	500.5
JQGI01000001.1_1_751504_752922_+	K01193		3.4e-144	479.6
JQGI01000001.1_1_795543_796964_+	K01193		1.4e-137	457.8
JQGI01000001.1_1_1541832_1544753_-	K01200		3.7e-298	954.9
JQGI01000002.1_316645_318639_+	K01200		1.8e-256	851.5
JQGI01000001.1_1_1255652_1257817_-	K01200		1.3e-233	775.7
JQGI01000001.1_1_1541832_1544753_-	K01200		3.7e-298	39.7
JQGI01000001.1_2_267636_269585_-	K01207		1.3e-175	583.7
JQGI01000687.1_2_334_+	K01207		1.3e-06	25.2
JQGI01000001.1_1_80060_81844_-	K01208		3.9e-205	681.4
JQGI01000001.1_1_85800_87311_+	K01208		6e-119	396.1
JQGI01000008.1_14067_17495_+	K01208		1.9e-88	295.5
JQGI01000001.1_2_369605_371002_+	K01222		5.8e-187	619.9
JQGI01000001.1_2_23990_25432_+	K01223		6.1e-235	778.5
JQGI01000002.1_173973_175418_+	K01223		4.5e-231	765.7
JQGI01000001.1_1_810407_811861_+	K01223		2.6e-223	740.1
JQGI01000002.1_183083_184507_+	K01223		5.8e-165	547.3
JQGI01000007.1_29117_30157_-	K01223		1.1e-124	414.5
JQGI01000001.1_1_1451270_1452907_-	K01226		9.9e-262	867.2
JQGI01000001.1_2_93676_95025_-	K01232		1.1e-176	585.6
JQGI01000251.1_1_477_+	K01240		2.7e-34	116.4
JQGI01000001.1_1_299382_300086_+	K01243		7.8e-84	279.7
JQGI01000001.1_1_94466_94849_+	K01243		4.3e-10	32.7
JQGI01000001.1_1_911799_912389_+	K01246		1.6e-99	331.4
JQGI01000002.1_62309_63208_+	K01247		1.2e-57	193.5
JQGI01000001.1_1_1298404_1299846_-	K01255		2.1e-164	546.6
JQGI01000123.1_2_574_+	K01256		5.1e-89	297.8
JQGI01000587.1_3_386_-	K01256		8.1e-57	191.2
JQGI01000002.1_215902_217140_-	K01258		2.3e-146	486.2
JQGI01000001.1_1_1027827_1028957_-	K01258		1.4e-116	388.0
JQGI01000785.1_139_333_-	K01258		2.2e-17	60.9
JQGI01000001.1_1_1249658_1250764_-	K01261		9.8e-151	499.2
JQGI01000001.1_1_1180621_1181751_-	K01261		6.3e-125	414.3
JQGI01000005.1_9165_9923_-	K01265		4.2e-103	343.7
JQGI01000003.1_1_56580_57329_-	K01265		2e-74	248.9
JQGI01000386.1_2_430_-	K01265		7.6e-64	214.3
JQGI01000001.1_1_1080317_1081339_-	K01269		1.4e-156	518.5
JQGI01000001.1_1_1215956_1217053_+	K01271		1.6e-118	394.6
JQGI01000001.1_1_1260440_1261891_-	K01274		6.6e-162	537.5
JQGI01000001.1_2_348063_348788_+	K01286		4.1e-35	119.6
JQGI01000001.1_2_413327_414346_-	K01297		1.7e-87	291.8
JQGI01000002.1_237848_238855_-	K01297		2.2e-69	232.2
JQGI01000001.1_1_862571_864037_-	K01299		4.6e-193	640.5
JQGI01000001.1_1_200589_202889_+	K01338		0	1017.1
JQGI01000478.1_3_410_+	K01338		6.3e-74	247.6
JQGI01000001.1_1_955248_955859_+	K01356		1.3e-80	268.8
JQGI01000088.1_357_629_+	K01356		5.2e-26	89.7
JQGI01000001.1_1_1388126_1388734_+	K01358		1.8e-103	344.8
JQGI01000001.1_1_1142133_1145813_+	K01361		0	1256.0
JQGI01000001.1_1_649897_651426_+	K01400		4.4e-192	638.3
JQGI01000004.1_5996_7018_+	K01409		2.2e-103	344.8
