ID	DJ	GIC31	RW1	RW2	Rleg
VOG00291	1	0	0	0	0
VOG00297	1	1	0	1	1
VOG00301	0	1	0	1	1
VOG00303	1	1	0	1	1
VOG00306	1	0	0	0	1
VOG00310	1	0	0	1	1
VOG00311	1	1	0	1	1
VOG00313	0	1	0	1	1
VOG00316	0	0	0	0	1
VOG00322	1	0	0	0	1
VOG00324	1	0	0	0	0
VOG00333	1	1	0	1	1
VOG00334	1	1	0	1	1
VOG00346	1	1	0	1	1
VOG00352	1	1	1	1	1
VOG00359	1	1	0	1	1
VOG00375	0	1	0	1	1
VOG00376	1	1	1	1	1
VOG00378	1	1	0	1	0
VOG00380	1	1	0	1	1
VOG00390	0	1	0	1	0
VOG00403	0	0	0	0	1
VOG00409	0	1	0	0	0
VOG00413	1	1	0	1	1
VOG00416	1	1	0	1	1
VOG00427	0	0	0	1	0
VOG00428	0	0	0	0	1
VOG00433	1	1	0	0	0
VOG00434	1	0	0	0	1
VOG00442	0	0	0	0	1
VOG00454	0	1	0	1	1
VOG00458	1	1	0	1	1
VOG00461	0	1	0	1	1
VOG00465	1	1	0	1	1
VOG00498	0	0	0	0	1
VOG00507	0	0	0	0	1
VOG00510	0	1	0	1	1
VOG00514	1	0	0	0	0
VOG00520	1	1	0	1	1
VOG00521	1	0	0	0	0
VOG00527	1	1	0	1	1
VOG00530	1	0	0	0	0
VOG00532	0	0	0	0	1
VOG00538	0	0	0	1	0
VOG00556	1	0	0	0	0
VOG00557	1	1	1	1	1
VOG00574	1	0	0	0	0
VOG00581	0	1	0	1	0
VOG00592	1	1	1	1	1
VOG00657	1	0	0	0	0
VOG00661	1	0	0	0	0
VOG00680	1	0	0	0	0
VOG00697	0	1	0	0	1
VOG00701	0	0	0	0	1
VOG00706	1	0	0	0	0
VOG00709	0	1	0	1	1
VOG00716	1	1	0	1	1
VOG00720	0	1	0	1	1
VOG00733	1	1	0	1	1
VOG00739	1	1	0	1	1
VOG00741	1	0	0	0	0
VOG00749	1	0	0	0	0
VOG00754	1	1	0	1	1
VOG00761	0	1	0	1	1
VOG00767	1	0	0	0	0
VOG00774	1	0	0	0	0
VOG00781	0	1	0	1	0
VOG00785	1	1	1	1	1
VOG00801	1	1	0	1	0
VOG00812	1	0	0	0	0
VOG00821	1	1	0	1	0
VOG00831	0	0	0	0	1
VOG00842	1	0	0	1	1
VOG00845	1	0	0	0	1
VOG00875	1	0	0	0	0
VOG00890	0	1	0	1	0
VOG00897	1	0	0	0	0
VOG00905	1	1	0	1	1
VOG00906	1	1	0	1	1
VOG00910	0	1	0	0	0
VOG00917	1	1	0	1	1
VOG00919	1	0	0	0	0
VOG00922	0	1	0	1	0
VOG00923	1	0	0	0	1
VOG00925	1	1	0	1	1
VOG00933	1	1	0	1	1
VOG00948	0	0	1	0	0
VOG00953	1	0	0	0	0
VOG00961	0	0	0	1	1
VOG00968	0	0	0	0	1
VOG00970	0	0	0	0	1
VOG00976	0	0	1	0	1
VOG00985	0	0	0	0	1
VOG01001	1	0	0	0	0
VOG01016	0	0	0	0	1
VOG01017	1	1	0	1	1
VOG01019	0	1	0	1	0
VOG01034	1	1	0	1	0
VOG01051	0	1	0	1	1
VOG01053	0	0	0	0	1
VOG01061	1	1	0	1	1
VOG01065	0	0	0	0	1
VOG01067	0	1	0	1	0
VOG01074	0	0	1	0	0
VOG01075	1	0	0	0	1
VOG01099	1	1	0	1	1
VOG01109	1	1	0	1	0
VOG01129	1	1	0	1	1
VOG01133	1	1	0	1	1
VOG01157	1	0	0	0	1
VOG01191	1	1	1	1	1
VOG01203	1	0	0	0	0
VOG01215	1	1	0	1	1
VOG01249	0	0	0	0	1
VOG01262	1	0	0	0	0
VOG01276	0	1	0	1	0
VOG01288	1	0	0	0	0
VOG01293	1	1	0	1	1
VOG01296	0	0	0	0	1
VOG01305	1	0	0	0	0
VOG01329	1	1	0	1	1
VOG01350	0	1	0	1	1
VOG01355	0	1	0	1	0
VOG01409	1	0	0	0	0
VOG01424	1	1	0	1	1
VOG01425	1	0	0	0	1
VOG01428	1	1	0	1	1
VOG01441	0	0	0	0	1
VOG01455	0	1	0	1	0
VOG01459	0	0	0	0	1
VOG01461	1	1	0	1	0
VOG01465	1	1	1	1	1
VOG01466	1	0	0	0	1
VOG01476	1	0	0	0	0
VOG01479	0	1	0	1	1
VOG01484	1	0	0	0	0
VOG01488	1	1	0	1	0
VOG01492	1	0	0	0	1
VOG01498	1	0	0	0	0
VOG01502	1	0	0	0	0
VOG01503	1	0	0	0	1
VOG01524	1	0	0	0	1
VOG01527	0	0	0	0	1
VOG01529	1	0	0	0	1
VOG01532	1	1	0	1	1
VOG01544	0	1	0	1	0
VOG01551	0	0	0	0	1
VOG01558	1	0	0	0	1
VOG01568	1	1	0	1	0
VOG01571	1	0	0	0	0
VOG01624	1	0	0	0	0
VOG01634	0	0	0	0	1
VOG01642	1	0	0	0	0
VOG01663	1	1	0	1	1
VOG01698	1	1	0	1	1
VOG01750	0	0	0	0	1
VOG01756	1	1	0	1	1
VOG01791	1	1	0	1	1
VOG01807	0	0	0	1	0
VOG01815	1	1	0	1	1
VOG01819	1	1	0	1	1
VOG01835	1	0	0	0	0
VOG01917	1	1	0	1	1
VOG01945	1	1	0	0	1
VOG01970	0	1	0	1	0
VOG01971	0	0	0	0	1
VOG01972	0	0	0	0	1
VOG01978	0	1	0	1	0
VOG01982	0	0	0	0	1
VOG01986	0	0	1	0	0
VOG01990	1	0	0	0	0
VOG02002	1	1	0	1	1
VOG02005	0	1	0	1	1
VOG02027	1	0	0	0	0
VOG02058	1	1	0	1	1
VOG02079	0	0	0	0	1
VOG02106	1	1	0	1	1
VOG02135	0	1	1	1	1
VOG02143	0	0	0	0	1
VOG02154	0	0	0	0	1
VOG02165	0	1	0	1	1
VOG02252	1	0	0	0	0
VOG02257	1	0	0	0	0
VOG02258	1	0	0	0	1
VOG02261	0	1	0	1	1
VOG02266	0	1	0	1	0
VOG02271	1	0	0	0	0
VOG02276	1	1	0	1	1
VOG02285	1	1	0	1	1
VOG02296	0	1	0	0	0
VOG02306	0	0	0	1	0
VOG02317	1	1	0	1	1
VOG02322	0	0	0	0	1
VOG02333	1	0	0	0	0
VOG02347	1	0	0	0	0
VOG02356	1	1	0	1	1
VOG02372	1	0	0	1	1
VOG02382	0	0	0	0	1
VOG02385	1	0	0	0	1
VOG02416	1	1	0	1	0
VOG02417	1	0	0	0	1
VOG02430	1	1	0	1	1
VOG02441	0	1	0	1	1
VOG02443	1	0	0	0	0
VOG02455	0	0	0	0	1
VOG02472	1	0	0	0	1
VOG02489	1	1	0	1	1
VOG02490	1	1	0	1	1
VOG02516	0	1	0	1	1
VOG02563	1	1	0	1	1
VOG02569	1	1	0	1	1
VOG02626	1	0	0	0	1
VOG02638	1	1	0	1	1
VOG02646	0	0	0	0	1
VOG02661	0	0	0	1	0
VOG02670	1	0	0	0	0
VOG02674	0	1	0	1	0
VOG02675	1	1	0	1	1
VOG02682	1	1	0	1	1
VOG02698	1	0	0	0	0
VOG02706	1	1	0	1	1
VOG02763	0	0	0	1	0
VOG02789	0	0	0	0	1
VOG02806	1	0	0	0	0
VOG02852	0	0	0	0	1
VOG02874	1	0	0	0	0
VOG02878	0	1	0	1	0
VOG02906	1	0	0	0	0
VOG02923	1	1	0	1	1
VOG02932	1	1	0	1	1
VOG02943	1	0	0	0	1
VOG02966	1	1	0	1	1
VOG02981	1	1	0	1	1
VOG02983	1	1	1	1	1
VOG02990	1	1	0	1	1
VOG02992	1	1	1	1	1
VOG03014	1	0	0	0	0
VOG03042	1	1	0	1	1
VOG03054	1	0	0	0	1
VOG03058	0	0	0	0	1
VOG03103	1	1	0	1	1
VOG03104	1	1	0	1	1
VOG03107	1	1	0	1	1
VOG03131	1	1	1	1	1
VOG03147	1	1	0	1	1
VOG03160	1	1	0	1	1
VOG03172	1	1	0	1	1
VOG03230	1	1	0	1	1
VOG03495	1	1	0	1	1
VOG03497	1	0	0	0	0
VOG03543	1	0	0	0	0
VOG03547	0	0	1	0	0
VOG03587	0	0	0	0	1
VOG03652	0	1	0	1	0
VOG03660	1	0	0	0	0
VOG03661	1	1	0	1	1
VOG03671	1	1	0	1	0
VOG03711	1	1	0	1	1
VOG03739	0	1	0	1	0
VOG03747	1	1	0	1	0
VOG03820	1	1	0	1	1
VOG03852	1	0	0	0	0
VOG03856	0	0	0	0	1
VOG03885	1	1	0	1	1
VOG03918	0	1	0	1	1
VOG03963	1	0	0	0	1
VOG03970	1	0	0	0	1
VOG03985	1	0	0	0	0
VOG03989	0	0	1	0	0
VOG03991	1	0	0	0	0
VOG04016	1	0	0	0	0
VOG04035	0	1	0	0	0
VOG04111	1	0	0	0	1
VOG04139	1	1	1	1	1
VOG04144	0	0	0	1	0
VOG04159	0	1	0	0	0
VOG04183	1	1	0	1	1
VOG04195	0	1	0	1	0
VOG04207	0	0	0	0	1
VOG04255	0	1	0	1	0
VOG04286	0	0	0	0	1
VOG04348	0	1	0	1	0
VOG04349	1	1	0	1	1
VOG04360	1	1	0	1	1
VOG04371	1	0	0	0	0
VOG04372	1	1	0	1	1
VOG04373	1	1	1	1	1
VOG04393	1	0	0	0	0
VOG04410	1	1	0	1	1
VOG04419	1	1	0	1	0
VOG04431	1	1	0	1	0
VOG04453	0	1	0	1	0
VOG04463	0	1	0	1	0
VOG04494	1	1	1	1	1
VOG04522	1	1	0	1	0
VOG04552	0	1	0	1	0
VOG04576	1	1	1	1	1
VOG04594	1	1	0	1	0
VOG04600	0	0	0	0	1
VOG04616	0	1	0	0	1
VOG04630	1	0	0	0	0
VOG04645	1	1	1	1	1
VOG04652	1	0	0	0	0
VOG04698	0	1	0	1	0
VOG04716	0	1	0	1	0
VOG04789	0	0	0	0	1
VOG04805	1	0	0	0	0
VOG04825	1	0	0	0	0
VOG04831	1	1	0	1	1
VOG04894	1	0	0	0	0
VOG04896	1	0	0	0	0
VOG04898	0	1	0	1	1
VOG04907	1	0	0	0	0
VOG04920	1	1	0	1	1
VOG04931	1	1	0	1	1
VOG04943	0	1	0	1	0
VOG04950	1	0	0	0	0
VOG05073	1	0	0	0	1
VOG05081	0	0	0	0	1
VOG05111	1	0	0	0	0
VOG05125	1	1	0	1	1
VOG05127	0	1	0	0	1
VOG05245	1	1	0	1	1
VOG05270	0	0	0	0	1
VOG05285	1	1	0	1	1
VOG05286	0	1	0	1	0
VOG05411	1	0	0	0	0
VOG05426	1	0	0	0	0
VOG05430	1	1	0	1	1
VOG05450	0	0	0	0	1
VOG05499	1	1	0	1	1
VOG05514	1	0	0	0	1
VOG05568	1	0	0	0	0
VOG05614	1	1	0	1	1
VOG05638	0	0	0	0	1
VOG05640	1	1	0	1	0
VOG05651	0	0	0	0	1
VOG05697	0	1	0	1	1
VOG05885	1	1	0	1	1
VOG05887	0	0	0	0	1
VOG05970	1	0	0	0	0
VOG06047	1	1	1	1	1
VOG06057	0	0	0	0	1
VOG06129	0	1	0	1	1
VOG06366	1	0	0	0	0
VOG06446	1	0	0	0	1
VOG06448	1	1	0	1	1
VOG06516	0	0	0	1	0
VOG06583	1	1	0	1	1
VOG06634	0	0	0	0	1
VOG06850	1	0	0	0	0
VOG06892	0	0	0	0	1
VOG06985	0	0	0	0	1
VOG07190	0	0	0	0	1
VOG07198	1	1	0	1	1
VOG07202	1	1	0	1	1
VOG07326	0	0	0	0	1
VOG07328	0	0	0	0	1
VOG07355	1	1	1	1	1
VOG07446	1	1	0	1	1
VOG07465	1	1	0	1	1
VOG07512	1	0	0	0	0
VOG07582	1	1	0	1	1
VOG07611	1	0	0	0	1
VOG07653	1	1	0	1	1
VOG07665	1	1	0	1	1
VOG07695	1	1	1	1	1
VOG07707	1	0	0	0	1
VOG07779	1	0	0	0	0
VOG07820	1	1	0	1	1
VOG07834	0	0	0	0	1
VOG07969	1	1	0	1	1
VOG08101	0	0	0	0	1
VOG08160	0	1	1	1	0
VOG08163	1	1	0	1	0
VOG08280	1	1	0	1	1
VOG08407	0	0	0	0	1
VOG08445	1	1	0	1	1
VOG08524	1	0	0	0	1
VOG08825	1	0	0	0	1
VOG08828	0	1	0	1	0
VOG08837	1	1	0	1	1
VOG08908	1	1	1	1	1
VOG08915	1	0	1	0	1
VOG08941	1	1	0	1	1
VOG08948	0	1	0	1	0
VOG08956	1	1	0	1	1
VOG08961	0	0	0	0	1
VOG08967	0	0	0	0	1
VOG08974	0	1	0	1	1
VOG08979	0	1	0	1	0
VOG09026	1	0	0	1	1
VOG09034	1	0	0	0	1
VOG09082	1	1	1	1	1
VOG09086	0	0	0	0	1
VOG09092	1	0	0	0	0
VOG09290	0	0	0	0	1
VOG09350	1	0	0	0	0
VOG09400	0	0	0	0	1
VOG09403	0	0	0	0	1
VOG09415	1	0	0	0	0
VOG09427	0	0	0	0	1
VOG09438	0	0	0	0	1
VOG09440	0	0	0	0	1
VOG09559	1	0	0	0	0
VOG09576	1	0	0	0	0
VOG09710	0	0	0	0	1
VOG09718	1	1	0	1	1
VOG09738	1	1	1	1	1
VOG09781	0	1	0	1	0
VOG09787	1	1	0	1	1
VOG09790	1	1	1	1	1
VOG09811	1	1	1	1	1
VOG09835	1	1	0	1	1
VOG09842	1	1	0	1	1
VOG09864	1	1	0	1	1
VOG09875	1	1	0	1	1
VOG09884	1	1	0	0	1
VOG09901	1	1	0	1	1
VOG09918	1	1	0	1	0
VOG09920	0	1	0	1	0
VOG09924	1	0	0	0	0
VOG09931	0	0	0	0	1
VOG09938	1	1	0	1	1
VOG09954	0	0	0	0	1
VOG09963	1	1	0	1	1
VOG09964	1	1	0	1	1
VOG09969	1	1	0	1	1
VOG09977	1	0	0	0	1
VOG10300	0	0	1	0	0
VOG10314	1	1	0	1	1
VOG10315	0	0	0	0	1
VOG10487	0	0	1	0	0
VOG10668	0	1	0	1	0
VOG10769	1	1	0	1	1
VOG10904	0	0	0	1	0
VOG10964	0	0	1	0	1
VOG11022	1	1	0	1	1
VOG11227	1	0	0	0	0
VOG11294	1	0	0	0	0
VOG11337	1	1	0	1	1
VOG11339	0	1	0	1	0
VOG11448	1	0	0	0	1
VOG11588	0	1	0	1	0
VOG11642	1	1	0	1	1
VOG11658	0	1	0	1	0
VOG11815	0	0	0	1	0
VOG11889	0	0	0	0	1
VOG12056	1	0	1	0	1
VOG12058	1	1	0	1	1
VOG12059	1	0	0	0	0
VOG12304	1	0	0	0	0
VOG12366	1	0	0	0	1
VOG12438	0	1	0	1	0
VOG12460	1	1	0	1	1
VOG12467	1	0	0	0	0
VOG12468	1	0	0	0	1
VOG12752	1	0	0	0	1
VOG12793	0	1	0	1	1
VOG12905	0	0	0	0	1
VOG12966	0	1	0	1	0
VOG13156	1	0	0	0	0
VOG13263	0	1	0	1	0
VOG13301	0	0	0	0	1
VOG13433	0	1	0	1	1
VOG13478	0	0	0	0	1
VOG13488	1	1	0	1	1
VOG13506	0	0	0	1	0
VOG13509	0	0	0	0	1
VOG13628	0	0	0	0	1
VOG13648	0	0	0	0	1
VOG13859	1	1	0	1	1
VOG13879	0	0	0	0	1
VOG13880	0	0	0	0	1
VOG13883	1	0	0	0	0
VOG14241	1	0	0	0	1
VOG14270	0	1	0	1	0
VOG14428	0	1	0	1	1
VOG14509	1	0	0	0	0
VOG14688	0	0	0	0	1
VOG14906	0	1	0	1	0
VOG14942	0	1	1	1	1
VOG15158	1	1	0	1	1
VOG15212	0	1	0	1	1
VOG15437	1	0	0	0	1
VOG15576	0	0	0	0	1
VOG15733	0	0	0	0	1
VOG15736	1	1	0	1	1
VOG15748	1	1	0	1	1
VOG15749	1	1	0	1	1
VOG15751	1	1	0	1	1
VOG15752	1	0	0	0	0
VOG15753	0	1	0	1	1
VOG15756	1	1	1	1	1
VOG15781	0	1	0	1	1
VOG15783	1	0	0	0	1
VOG15804	1	1	0	1	1
VOG15805	0	0	0	0	1
VOG15806	1	0	1	0	1
VOG15826	1	0	0	0	0
VOG15958	0	0	0	0	1
VOG15981	1	0	0	0	0
VOG16010	1	0	0	0	1
VOG16022	1	1	0	1	0
VOG16034	0	0	0	0	1
VOG16297	1	1	0	1	1
VOG16448	1	1	0	1	1
VOG16450	0	0	0	0	1
VOG16581	0	1	0	1	0
VOG16777	1	1	1	1	1
VOG16879	1	0	0	0	1
VOG17129	1	1	0	1	1
VOG17303	1	1	0	1	1
VOG17370	0	0	0	0	1
VOG17446	0	0	0	0	1
VOG17500	1	1	0	1	1
VOG17503	1	1	0	1	1
VOG17505	1	1	0	1	1
VOG17506	1	1	0	1	1
VOG17573	1	0	0	0	1
VOG17757	1	0	1	1	1
VOG17816	1	0	0	0	0
VOG17906	0	0	0	0	1
VOG18030	1	0	0	0	0
VOG18067	1	0	0	0	0
VOG18158	1	1	0	1	1
VOG18196	0	1	0	1	0
VOG18220	0	0	0	0	1
VOG18458	0	1	0	1	0
VOG18529	1	1	0	0	1
VOG18554	1	1	1	1	1
VOG18742	1	0	0	0	1
VOG18828	1	0	0	0	1
VOG19112	0	0	0	1	0
VOG19257	0	0	0	0	1
VOG19288	1	1	0	1	1
VOG19319	0	1	0	1	0
VOG19343	1	1	0	1	1
VOG19351	1	0	0	0	1
VOG19360	1	1	0	1	1
VOG19363	1	1	0	1	1
VOG19525	0	0	0	1	0
VOG19537	1	0	0	0	0
VOG19698	1	0	0	0	1
VOG19857	1	0	1	0	0
VOG20002	0	1	0	1	0
VOG20124	1	1	1	1	1
VOG20327	1	1	0	0	1
VOG20698	1	1	0	1	1
VOG20794	0	1	0	1	0
VOG20801	1	1	0	1	1
VOG20806	1	1	0	1	1
VOG20913	0	1	0	1	0
VOG20948	1	1	0	1	0
VOG20952	1	1	0	0	0
VOG20955	1	1	1	1	1
VOG20978	1	0	0	0	1
VOG21123	0	0	0	0	1
VOG21148	0	1	0	1	0
VOG21204	0	0	0	0	1
VOG21226	1	1	1	1	1
VOG21288	1	0	0	0	1
VOG21290	1	1	0	1	1
VOG21292	1	1	1	1	1
VOG21308	0	1	0	0	0
VOG21314	1	1	0	1	1
VOG21335	1	1	0	1	1
VOG21345	1	1	1	1	1
VOG21354	1	1	0	1	1
VOG21370	0	1	0	1	0
VOG21372	1	0	0	0	0
VOG21380	1	1	0	1	1
VOG21382	0	0	0	0	1
VOG21385	0	1	0	1	1
VOG21387	1	1	0	1	1
VOG21389	1	1	0	1	1
VOG21714	1	1	0	1	0
VOG22054	1	0	0	0	1
VOG22184	1	1	0	1	1
VOG22855	1	0	0	0	0
VOG22891	1	0	0	0	1
VOG22895	1	1	0	1	1
VOG22904	1	0	0	0	0
VOG22909	1	1	0	1	1
VOG22912	1	0	0	0	0
VOG22917	1	1	1	1	1
VOG22935	1	0	0	0	1
VOG22948	0	0	0	0	1
VOG23212	1	0	0	0	0
VOG23392	0	0	0	1	0
VOG24258	1	1	0	1	1
VOG24260	0	1	0	1	0
VOG24539	1	0	0	0	1
VOG24573	1	1	0	1	1
VOG24845	1	1	0	1	1
VOG25309	0	0	0	0	1
VOG25367	0	1	0	1	0
VOG25553	1	0	0	0	0
VOG25681	0	1	0	0	0
VOG25887	1	0	0	0	1
VOG26515	0	1	0	1	0
VOG26632	1	0	0	0	0
VOG26850	0	1	0	1	0
VOG27087	1	1	0	1	1
VOG27096	1	0	0	0	0
VOG27111	1	0	0	0	1
VOG27182	1	0	0	0	0
VOG27780	0	0	0	0	1
VOG28120	1	0	0	0	0
VOG28195	1	1	0	1	0
VOG28198	1	1	0	1	1
VOG28199	1	0	0	0	1
VOG28221	0	1	1	1	1
VOG28308	0	0	0	0	1
VOG28359	1	1	0	1	1
VOG28369	0	1	0	1	0
VOG28396	0	0	0	0	1
VOG28529	0	1	0	1	1
VOG28530	0	0	0	0	1
VOG28531	1	0	0	0	1
VOG28536	1	0	0	0	0
VOG28537	0	1	0	1	1
VOG28631	1	1	0	1	1
VOG28640	1	0	0	0	1
VOG28740	1	1	0	1	0
VOG28903	1	0	0	0	0
VOG28974	1	0	0	0	0
VOG29077	0	1	0	1	1
VOG29549	0	1	0	1	0
VOG29693	0	1	0	1	1
VOG30456	0	0	0	0	1
VOG30458	1	1	0	1	1
VOG30770	0	1	0	1	0
VOG30807	0	1	0	1	0
VOG30904	0	1	0	1	0
VOG30911	0	1	0	1	1
VOG30939	0	1	0	1	1
VOG31127	0	0	0	0	1
VOG31344	1	0	0	0	1
VOG32117	1	1	0	1	1
VOG32231	0	0	0	0	1
VOG32333	0	0	0	1	0
VOG32551	0	0	0	0	1
VOG32986	0	0	0	0	1
VOG32987	1	1	0	0	0
VOG33004	0	0	0	0	1
VOG33006	1	1	0	1	1
VOG33029	1	0	0	0	1
VOG33053	0	0	0	0	1
VOG33075	1	0	0	0	1
VOG33137	0	0	0	0	1
VOG33209	1	1	0	1	0
VOG33225	1	1	0	1	1
VOG33229	0	0	0	0	1
VOG33234	0	0	0	0	1
VOG33235	1	1	0	0	1
VOG33271	0	0	0	1	1
VOG33557	0	0	0	0	1
VOG33559	1	1	0	1	1
VOG33679	1	0	0	0	1
VOG34329	1	0	0	0	0
VOG34404	0	1	0	1	1
VOG34629	1	0	0	0	0
VOG34642	1	0	0	0	1
VOG34643	1	0	0	0	0
VOG34811	1	0	0	0	0
VOG34924	1	0	0	0	0
VOG35164	0	0	0	0	1
VOG35410	1	1	0	1	1
VOG35465	1	1	1	1	1
VOG35478	0	0	1	0	0
VOG35625	0	1	0	1	0
VOG35695	0	1	0	1	0
VOG35901	0	1	0	1	0
VOG35943	1	0	0	0	1
VOG36004	1	1	0	1	1
VOG36315	1	0	0	0	0
VOG36316	1	0	0	0	1
VOG36646	0	1	0	1	0
VOG36874	1	0	0	0	1
VOG36909	0	1	0	1	1
VOG36954	0	0	0	0	1
