Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000015.1_10858_12255_+	COG0215		1.1e-228	758.4
NZ_ATCL01000014.1_232446_233540_+	COG0216		1.6e-168	557.9
NZ_ATCL01000020.1_578146_578859_-	COG0217		2.1e-102	340.1
NZ_ATCL01000020.1_100597_101193_+	COG0218		8e-92	305.3
NZ_ATCL01000017.1_107237_107710_-	COG0219		4.6e-67	222.5
NZ_ATCL01000009.1_183150_183797_+	COG0220		1.7e-80	269.2
NZ_ATCL01000015.1_18154_18519_+	COG0222		5.3e-62	207.4
NZ_ATCL01000020.1_332409_333794_+	COG0223		1.8e-135	450.1
NZ_ATCL01000014.1_259072_259929_+	COG0224		4.8e-122	404.9
NZ_ATCL01000009.1_348582_349586_+	COG0226		1.3e-96	321.7
NZ_ATCL01000021.1_350_1525_-	COG0226		6.4e-58	194.3
NZ_ATCL01000020.1_359296_359571_+	COG0228		1.8e-51	172.1
NZ_ATCL01000014.1_113403_114353_+	COG0229		2e-98	260.4
NZ_ATCL01000014.1_113403_114353_+	COG0229		2e-98	59.9
NZ_ATCL01000020.1_765275_765787_+	COG0229		1.6e-19	56.0
NZ_ATCL01000022.1_43818_44300_+	COG0229		2.6e-13	40.8
NZ_ATCL01000022.1_10869_11003_+	COG0230		8.6e-25	83.7
NZ_ATCL01000020.1_930849_931415_-	COG0231		1.5e-82	273.3
NZ_ATCL01000020.1_402069_402629_+	COG0233		5.1e-85	280.8
NZ_ATCL01000008.1_55563_55907_-	COG0234		6.6e-53	176.1
NZ_ATCL01000014.1_333088_333786_+	COG0235		1.8e-83	278.3
NZ_ATCL01000014.1_141401_142018_-	COG0235		1.5e-34	117.3
NZ_ATCL01000009.1_245060_245668_+	COG0237		2.9e-83	277.7
NZ_ATCL01000022.1_24041_24271_+	COG0238		5.5e-43	143.9
NZ_ATCL01000003.1_64303_64746_+	COG0239		6.2e-47	157.7
NZ_ATCL01000003.1_64743_65087_+	COG0239		6.7e-40	134.7
NZ_ATCL01000020.1_452776_453819_+	COG0240		5.4e-156	517.1
NZ_ATCL01000020.1_332409_333794_+	COG0242		8.4e-65	215.7
NZ_ATCL01000020.1_250394_250933_-	COG0242		2.9e-49	164.9
NZ_ATCL01000015.1_17588_18094_+	COG0244		2.5e-75	252.3
NZ_ATCL01000015.1_7974_8447_+	COG0245		4e-89	296.9
NZ_ATCL01000002.1_20285_21430_-	COG0246		1.4e-94	315.2
NZ_ATCL01000009.1_332494_334026_-	COG0248		3.6e-131	436.0
NZ_ATCL01000020.1_529192_531717_+	COG0249		0	1068.5
NZ_ATCL01000015.1_15411_15971_+	COG0250		7.6e-70	232.2
NZ_ATCL01000020.1_446236_447207_-	COG0252		4.2e-125	415.7
NZ_ATCL01000014.1_231399_231641_+	COG0254		9.6e-34	114.3
NZ_ATCL01000015.1_40063_40425_+	COG0256		8.3e-58	193.0
NZ_ATCL01000009.1_241608_244205_+	COG0258		0	1145.4
NZ_ATCL01000022.1_225333_226325_-	COG0258		1.2e-62	209.5
NZ_ATCL01000020.1_556770_557555_+	COG0258		1.4e-61	206.0
NZ_ATCL01000009.1_138088_139530_+	COG0260		1e-170	566.9
NZ_ATCL01000020.1_139947_140255_+	COG0261		2.5e-57	191.7
NZ_ATCL01000014.1_363720_364238_+	COG0262		5.4e-52	173.6
NZ_ATCL01000014.1_633232_633810_+	COG0262		4.3e-40	134.7
NZ_ATCL01000020.1_561104_561583_-	COG0262		4e-29	98.7
NZ_ATCL01000020.1_400359_401240_+	COG0264		2e-136	452.7
NZ_ATCL01000020.1_538870_540132_+	COG0265		6.5e-101	336.2
NZ_ATCL01000022.1_35479_36747_+	COG0265		9.4e-101	335.7
NZ_ATCL01000014.1_514832_516112_-	COG0265		2.9e-10	36.2
NZ_ATCL01000009.1_244226_245050_+	COG0266		3.3e-114	379.1
NZ_ATCL01000009.1_356261_356425_+	COG0267		2e-26	89.4
NZ_ATCL01000009.1_275797_276057_-	COG0268		6.4e-36	121.4
NZ_ATCL01000003.1_22663_24660_+	COG0272		2.3e-302	1002.8
NZ_ATCL01000009.1_303920_304585_+	COG0274		6.6e-114	377.6
NZ_ATCL01000020.1_292541_293473_+	COG0275		7.5e-143	473.7
NZ_ATCL01000017.1_72834_73763_-	COG0276		7.2e-93	308.6
NZ_ATCL01000014.1_252650_254059_-	COG0277		2.4e-165	549.1
NZ_ATCL01000017.1_1855_2226_-	COG0278		9.5e-17	58.9
NZ_ATCL01000017.1_2706_4106_+	COG0278		7.8e-14	48.3
NZ_ATCL01000017.1_2340_2636_+	COG0278		1.4e-12	45.2
NZ_ATCL01000014.1_138308_138607_+	COG0278		3.7e-12	43.8
NZ_ATCL01000022.1_312930_313235_+	COG0278		5.4e-09	33.4
NZ_ATCL01000014.1_136486_137475_+	COG0280		2.7e-138	459.8
NZ_ATCL01000020.1_915563_916459_-	COG0280		6.6e-88	293.2
NZ_ATCL01000021.1_70825_72051_+	COG0281		4.2e-203	674.3
NZ_ATCL01000009.1_216166_217377_+	COG0282		4.2e-187	620.1
NZ_ATCL01000020.1_448731_449408_+	COG0283		1.8e-108	361.3
NZ_ATCL01000020.1_322567_323271_+	COG0284		1.2e-75	252.3
NZ_ATCL01000020.1_113776_115020_+	COG0285		1.1e-133	444.3
NZ_ATCL01000012.1_25383_27947_+	COG0286		1.1e-131	437.0
NZ_ATCL01000012.1_23284_25134_+	COG0286		1.4e-67	226.1
NZ_ATCL01000021.1_47846_48397_-	COG0288		1.8e-44	149.7
NZ_ATCL01000003.1_46863_47612_+	COG0289		5.9e-76	252.9
NZ_ATCL01000009.1_255078_255608_+	COG0290		4.6e-94	312.4
NZ_ATCL01000009.1_255639_255833_+	COG0291		1.4e-26	90.0
NZ_ATCL01000009.1_255862_256221_+	COG0292		8.6e-62	205.5
NZ_ATCL01000023.1_9796_10581_+	COG0294		6.5e-119	394.8
NZ_ATCL01000021.1_37003_37410_-	COG0295		5.2e-64	214.3
NZ_ATCL01000014.1_353790_354275_+	COG0295		1.1e-60	203.3
NZ_ATCL01000017.1_99857_101296_-	COG0297		2.7e-246	818.1
NZ_ATCL01000003.1_9917_10495_+	COG0299		3.9e-87	290.3
NZ_ATCL01000022.1_191537_192808_+	COG0303		1.8e-139	463.1
NZ_ATCL01000020.1_196620_197852_+	COG0304		6.3e-215	713.9
NZ_ATCL01000022.1_26872_28224_+	COG0305		1.1e-205	681.7
NZ_ATCL01000014.1_617238_617879_+	COG0307		2.4e-94	313.3
NZ_ATCL01000019.1_3142_3720_-	COG0311		3.9e-87	288.9
NZ_ATCL01000010.1_22669_23538_-	COG0313		4.9e-110	365.2
NZ_ATCL01000022.1_193238_193693_+	COG0314		7e-55	183.0
NZ_ATCL01000022.1_193921_194385_+	COG0315		1.4e-80	268.7
NZ_ATCL01000020.1_163294_165483_+	COG0317		0	1059.3
NZ_ATCL01000020.1_770382_771275_-	COG0317		8.8e-33	110.7
NZ_ATCL01000009.1_310575_311051_+	COG0319		6.4e-58	194.1
NZ_ATCL01000014.1_171199_172095_-	COG0320		9e-150	496.1
NZ_ATCL01000020.1_83921_85705_+	COG0322		1.2e-225	749.0
NZ_ATCL01000020.1_531722_533524_+	COG0323		8.6e-206	682.6
NZ_ATCL01000020.1_552727_553677_+	COG0324		4.2e-127	421.1
NZ_ATCL01000020.1_305093_305746_+	COG0325		9.3e-86	285.0
NZ_ATCL01000022.1_83161_85029_-	COG0326		3.2e-216	717.8
NZ_ATCL01000020.1_557536_557925_+	COG0328		1.2e-13	48.3
NZ_ATCL01000003.1_45985_46866_+	COG0329		9.1e-122	404.3
NZ_ATCL01000020.1_349734_350654_+	COG0331		7.3e-119	395.3
NZ_ATCL01000020.1_195664_196623_+	COG0332		1e-141	470.8
NZ_ATCL01000020.1_289317_289490_+	COG0333		2.1e-29	99.3
NZ_ATCL01000020.1_443879_445147_+	COG0334		7.5e-184	609.6
NZ_ATCL01000020.1_914421_915557_-	COG0334		1.2e-133	443.8
NZ_ATCL01000020.1_360930_361313_+	COG0335		2e-69	230.8
NZ_ATCL01000020.1_360130_360846_+	COG0336		1.7e-126	419.6
NZ_ATCL01000020.1_460154_461200_+	COG0337		8.3e-107	355.2
NZ_ATCL01000020.1_472959_473921_+	COG0340		2e-112	373.5
NZ_ATCL01000020.1_159268_160191_+	COG0341		1.1e-98	328.1
NZ_ATCL01000020.1_157977_159278_+	COG0342		1.1e-131	437.6
NZ_ATCL01000020.1_153409_154554_+	COG0343		9.2e-199	658.3
NZ_ATCL01000020.1_797554_798168_-	COG0344		1.6e-78	262.1
NZ_ATCL01000014.1_118767_119282_+	COG0344		1.3e-35	120.5
NZ_ATCL01000003.1_80153_81064_-	COG0345		1.5e-67	225.0
NZ_ATCL01000022.1_85306_85689_+	COG0346		3.5e-34	115.9
NZ_ATCL01000014.1_151406_151903_+	COG0346		5.3e-28	95.4
NZ_ATCL01000020.1_868100_868480_+	COG0346		2.9e-26	89.7
NZ_ATCL01000014.1_14202_14600_-	COG0346		1.9e-23	80.5
NZ_ATCL01000020.1_184093_184641_-	COG0346		3.3e-21	73.1
NZ_ATCL01000014.1_62073_62912_+	COG0351		1.3e-121	403.3
NZ_ATCL01000022.1_268064_268888_-	COG0351		4.2e-107	355.5
NZ_ATCL01000014.1_62884_63522_+	COG0352		7.5e-78	259.7
NZ_ATCL01000007.1_662_1261_-	COG0353		3e-103	342.2
NZ_ATCL01000014.1_261411_261821_+	COG0355		1.1e-50	169.2
NZ_ATCL01000014.1_255348_256085_+	COG0356		4.9e-67	223.5
NZ_ATCL01000022.1_17375_18091_+	COG0357		2.2e-91	303.6
NZ_ATCL01000009.1_317918_319738_+	COG0358		5.9e-165	548.4
NZ_ATCL01000022.1_26410_26853_+	COG0359		3e-59	198.2
NZ_ATCL01000022.1_23165_23452_+	COG0360		9.4e-44	146.6
NZ_ATCL01000015.1_44495_44716_+	COG0361		9e-45	149.1
NZ_ATCL01000003.1_38932_39696_+	COG0363		4.3e-85	282.7
NZ_ATCL01000009.1_201964_203670_+	COG0365		5.5e-241	799.6
NZ_ATCL01000017.1_67139_68686_-	COG0365		8.6e-132	438.4
NZ_ATCL01000020.1_71756_73429_+	COG0365		1.2e-124	414.7
NZ_ATCL01000020.1_590893_592452_+	COG0365		2.9e-85	284.3
NZ_ATCL01000021.1_54158_55531_+	COG0365		2.5e-81	271.4
NZ_ATCL01000022.1_214530_216179_+	COG0366		1.7e-170	565.9
NZ_ATCL01000014.1_202105_203814_+	COG0366		7e-167	553.9
NZ_ATCL01000022.1_118655_120352_+	COG0366		2.3e-166	552.2
NZ_ATCL01000014.1_680222_681853_+	COG0366		1.3e-157	523.4
NZ_ATCL01000017.1_31291_33075_+	COG0366		2.2e-146	486.3
NZ_ATCL01000014.1_553302_555254_+	COG0367		5e-19	65.0
NZ_ATCL01000022.1_138169_139275_-	COG0371		2.5e-131	435.8
NZ_ATCL01000014.1_338134_339303_+	COG0371		1.3e-72	242.3
NZ_ATCL01000020.1_715939_716955_-	COG0371		5.1e-62	207.3
NZ_ATCL01000009.1_235321_236433_+	COG0372		9e-159	526.2
NZ_ATCL01000020.1_102672_104015_+	COG0373		5.8e-163	540.7
NZ_ATCL01000020.1_149592_150671_+	COG0379		2.9e-115	382.3
NZ_ATCL01000014.1_569226_570332_+	COG0381		4.3e-166	550.9
NZ_ATCL01000014.1_479899_481056_+	COG0381		1.1e-134	447.3
NZ_ATCL01000014.1_432485_434977_+	COG0383		1.4e-134	447.5
NZ_ATCL01000017.1_85485_86798_+	COG0389		3.6e-145	481.4
NZ_ATCL01000009.1_75036_76331_-	COG0389		4.7e-101	336.0
NZ_ATCL01000014.1_531620_532393_+	COG0390		3.5e-81	269.5
NZ_ATCL01000009.1_40522_41517_+	COG0391		6.5e-121	401.0
NZ_ATCL01000014.1_235411_235911_+	COG0394		7.4e-43	144.7
NZ_ATCL01000014.1_327428_328318_+	COG0395		7.4e-109	361.7
NZ_ATCL01000014.1_430300_431124_+	COG0395		9e-104	344.9
