	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_041871_43	NC_041871	NC_041871	43	41349	42065	-1	E			YP_002003546.1	YP_002003546.1 hypothetical protein rv5_gp044 [Escherichia phage V5]	True	0.988	498	5.258e-160													VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xh;Xs	0	False	V
NC_041871_44	NC_041871	NC_041871	44	42078	42755	-1	D			YP_009177492.1	YP_009177492.1 hypothetical protein [Escherichia phage vB_EcoM_FFH2] [Escherichia phage slur16]	True	0.98	467	1.873e-149								Phage protein Gp138 N-terminal domain [PF18352.4]					VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xh;Xp;Xs	0	False	V
NC_041871_45	NC_041871	NC_041871	45	42755	43759	-1	E			YP_009177493.1	YP_009177493.1 baseplate hub [Escherichia phage slur16]	True	0.963	679	1.321e-220													VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	
NC_041871_46	NC_041871	NC_041871	46	43759	44139	-1	E			YP_002003549.1	YP_002003549.1 virion structural protein [Escherichia phage V5]	False	1.0	280	2.023e-86													VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_041871_47	NC_041871	NC_041871	47	44152	45036	-1	E			YP_009177495.1	YP_009177495.1 hypothetical protein [Escherichia phage rv5] [Escherichia phage slur16]	True	0.957	593	7.432e-192													VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_041871_48	NC_041871	NC_041871	48	45142	47478	-1	D			YP_009593703.1	YP_009593703.1 tail length tape measure protein [Escherichia phage APECc02]	True	0.916	1491	0.0								Tape measure protein [PF20155.2]					VOG00414	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_49	NC_041871	NC_041871	49	47533	47781	-1	E			YP_009030959.1	YP_009030959.1 hypothetical protein FG37_gp050 [Escherichia phage FFH2]	False	0.942	164	2.814e-47													VOG06653	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_50	NC_041871	NC_041871	50	47793	48266	-1	E			YP_002003553.1	YP_002003553.1 tail assembly chaperone [Escherichia phage V5]	False	0.954	317	8.513000000000001e-99													VOG00091	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
NC_041871_51	NC_041871	NC_041871	51	48429	48902	-1	D			YP_009030961.1	YP_009030961.1 virion structural protein [Escherichia phage FFH2]	False	0.977	325	1.126e-101								Bacteriophage KPP10, Structural protein ORF10 [PF11681.11]					VOG03723	sp|D6RRG7|ORF10_BPKPP Structural protein ORF10; Xs	Xs	0	False	V
NC_041871_52	NC_041871	NC_041871	52	48913	50289	-1	D			YP_009593896.1	YP_009593896.1 tail sheath [Escherichia phage Murica]	True	0.973	940	8.244e-309								Protein of unknown function (DUF3383) [PF11863.11]					VOG03778	REFSEQ tail sheath; Xu	Xu	0	False	
NC_041871_53	NC_041871	NC_041871	53	50362	50913	-1	E			YP_009030963.1	YP_009030963.1 hypothetical protein FG37_gp054 [Escherichia phage FFH2]	True	0.96	372	3.604e-117													VOG02701	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_54	NC_041871	NC_041871	54	50913	51338	-1	E			YP_009593697.1	YP_009593697.1 minor head protein [Escherichia phage APECc02]	False	1.0	302	6.387999999999999e-94													VOG00405	REFSEQ minor head protein; Xu	Xu	0	False	
NC_041871_55	NC_041871	NC_041871	55	51355	51813	-1	E			YP_009593899.1	YP_009593899.1 tail completion or Neck1 protein [Escherichia phage Murica]	False	0.968	312	4.0549999999999997e-97													VOG02678	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
NC_041871_56	NC_041871	NC_041871	56	51867	52487	-1	E			YP_002003559.1	YP_002003559.1 hypothetical protein rv5_gp057 [Escherichia phage V5]	True	0.976	426	1.336e-135													VOG01675	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_57	NC_041871	NC_041871	57	52547	53392	-1	E			YP_009593901.1	YP_009593901.1 hypothetical protein FDG88_gp057 [Escherichia phage Murica]	True	0.943	558	8.441e-180													VOG01585	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_58	NC_041871	NC_041871	58	53474	54481	-1	D			YP_009593902.1	YP_009593902.1 major head protein [Escherichia phage Murica]	True	0.965	682	8.117e-222								Phage major capsid protein E [PF03864.18]					VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xh;Xs	0	False	V
NC_041871_59	NC_041871	NC_041871	59	54530	54919	-1	E			YP_009593903.1	YP_009593903.1 head decoration [Escherichia phage Murica]	False	0.935	255	7.467000000000001e-78													VOG02529	REFSEQ head decoration; Xu	Xu	0	False	
NC_041871_60	NC_041871	NC_041871	60	54940	55917	-1	E			YP_009593904.1	YP_009593904.1 hypothetical protein FDG88_gp060 [Escherichia phage Murica]	True	0.915	623	1.72e-201													VOG07344	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_61	NC_041871	NC_041871	61	55917	56336	-1	D			YP_009593690.1	YP_009593690.1 DNA methyltransferase [Escherichia phage APECc02]	False	0.97	286	1.771e-88								Putative phage serine protease XkdF [PF14550.9]								0	False	
NC_041871_62	NC_041871	NC_041871	62	56404	57960	-1	E			YP_009593689.1	YP_009593689.1 hypothetical protein FDG86_gp213 [Escherichia phage APECc02]	True	0.938	1020	0.0													VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
NC_041871_63	NC_041871	NC_041871	63	58063	59610	-1	D			YP_002003567.1	YP_002003567.1 terminase large subunit [Escherichia phage V5]	True	1.0	1092	0.0								Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]					VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	
NC_041871_64	NC_041871	NC_041871	64	59610	59897	-1	E			YP_009593908.1	YP_009593908.1 Rz-like spanin [Escherichia phage Murica]	False	0.968	196	5.4850000000000004e-58													VOG01576	REFSEQ Rz-like spanin; Xu	Xu	0	False	
NC_041871_65	NC_041871	NC_041871	65	59894	60292	-1	E			YP_009593909.1	YP_009593909.1 Rz-like spanin [Escherichia phage Murica]	False	0.925	258	9.458e-79													VOG00150	REFSEQ Rz-like spanin; Xu	Xu	0	False	
NC_041871_66	NC_041871	NC_041871	66	60398	60667	-1	E			YP_002003571.1	YP_002003571.1 hypothetical protein rv5_gp069 [Escherichia phage V5]	False	0.987	188	3.1230000000000003e-55													VOG11210	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_67	NC_041871	NC_041871	67	61623	61961	-1	E			YP_002003572.1	YP_002003572.1 hypothetical protein [Escherichia phage V5]	False	0.895	211	5.568e-63													VOG06497	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_68	NC_041871	NC_041871	68	62306	62548	-1	E			YP_007006240.1	YP_007006240.1 hypothetical protein FV3_00069 [Escherichia phage FV3]	False	1.0	177	7.44e-52													VOG10654	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_69	NC_041871	NC_041871	69	62625	62813	-1	E			YP_009593913.1	YP_009593913.1 hypothetical protein FDG88_gp210 [Escherichia phage Murica]	False	0.977	130	9.454e-36													VOG00420	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_70	NC_041871	NC_041871	70	62824	63402	-1	E			YP_009593914.1	YP_009593914.1 hypothetical protein FDG88_gp209 [Escherichia phage Murica]	True	0.985	401	2.931e-127													VOG11211	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_71	NC_041871	NC_041871	71	64042	64392	-1	E			YP_009593915.1	YP_009593915.1 replication initiation protein [Escherichia phage Murica]	False	0.969	239	1.6760000000000002e-72																0	False	
NC_041871_72	NC_041871	NC_041871	72	64440	64994	-1	D			YP_009593916.1	YP_009593916.1 phosphoesterase [Escherichia phage Murica]	True	1.0	396	1.208e-125								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]								0	False	
NC_041871_73	NC_041871	NC_041871	73	65002	65412	-1	D			YP_002003579.1	YP_002003579.1 ATPase [Escherichia phage V5]	False	1.0	291	2.5269999999999997e-90								AAA domain [PF13671.9]; Zeta toxin [PF06414.15]					VOG00375	sp|P06855|KIPN_BPT4 Polynucleotide kinase; XhXp	Xh;Xp	0	False	
NC_041871_74	NC_041871	NC_041871	74	65513	66448	1	D			YP_009593918.1	YP_009593918.1 RNA ligase and tail attachment protein [Escherichia phage Murica]	True	1.0	661	4.715999999999998e-215								RNA ligase [PF09511.13]								0	False	
NC_041871_75	NC_041871	NC_041871	75	66445	66795	1	D			YP_009593919.1	YP_009593919.1 hypothetical protein FDG88_gp204 [Escherichia phage Murica]	False	1.0	253	1.927e-77								Cyclic-phosphate processing Receiver domain [PF20274.1]					VOG11212	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_76	NC_041871	NC_041871	76	66804	67565	1	D			YP_009593920.1	YP_009593920.1 Sir2 (NAD-dependent deacetylase) [Escherichia phage Murica]	True	0.995	534	5.069e-172								Sir2 family [PF02146.20]					VOG09350	sp|Q7VIN2|NPD_HELHP NAD-dependent protein deacylase; Xh	Xh	0	False	
NC_041871_77	NC_041871	NC_041871	77	67579	68292	1	E			YP_009593921.1	YP_009593921.1 nucleotide pyrophosphohydrolase [Escherichia phage Murica]	True	0.978	491	2.006e-157																0	False	
NC_041871_78	NC_041871	NC_041871	78	68355	68663	1	E			YP_009593922.1	YP_009593922.1 hypothetical protein FDG88_gp201 [Escherichia phage Murica]	False	1.0	218	1.587e-65													VOG11214	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_79	NC_041871	NC_041871	79	68650	68919	1	E			YP_009177528.1	YP_009177528.1 hypothetical protein [Escherichia phage rv5] [Escherichia phage slur16]	False	0.994	189	8.813e-56																0	False	
NC_041871_80	NC_041871	NC_041871	80	68919	70202	1	D			YP_009593924.1	YP_009593924.1 ATP-dependent DNA ligase [Escherichia phage Murica]	True	0.986	890	6.31e-292								DNA ligase OB-like domain [PF14743.9]; ATP dependent DNA ligase domain [PF01068.24]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xh;Xr	0	False	V
NC_041871_81	NC_041871	NC_041871	81	70326	70796	1	D			YP_009030991.1	YP_009030991.1 endolysin [Escherichia phage FFH2]	False	0.989	328	1.615e-102									GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	4.2.2.n1	GH104.hmm				0	False	
NC_041871_82	NC_041871	NC_041871	82	70860	71066	1	E			YP_009030992.1	YP_009030992.1 hypothetical protein FG37_gp203 [Escherichia phage FFH2]	False	0.996	145	5.534999999999998e-41													VOG02238	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_83	NC_041871	NC_041871	83	71076	71540	1	E			YP_009030993.1	YP_009030993.1 HNH endonuclease [Escherichia phage FFH2]	False	1.0	337	1.0309999999999999e-105													VOG00454	REFSEQ hypothetical protein; Xu	Xu	1	False	
NC_041871_84	NC_041871	NC_041871	84	71533	71823	1	E			YP_009593928.1	YP_009593928.1 hypothetical protein FDG88_gp195 [Escherichia phage Murica]	False	0.961	196	4.200000000000001e-58													VOG11213	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_85	NC_041871	NC_041871	85	71883	72191	1	E			YP_009593929.1	YP_009593929.1 transposase [Escherichia phage Murica]	False	1.0	223	3.5759999999999996e-67													VOG11216	REFSEQ transposase; Xu	Xu	0	False	
NC_041871_86	NC_041871	NC_041871	86	72184	73323	1	D			YP_009593930.1	YP_009593930.1 exonuclease [Escherichia phage Murica]	True	1.0	812	6.023e-266								5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]					VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	V
NC_041871_87	NC_041871	NC_041871	87	73323	73646	1	E			YP_009593931.1	YP_009593931.1 hypothetical protein FDG88_gp192 [Escherichia phage Murica]	False	0.974	222	8.598e-67													VOG11215	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_88	NC_041871	NC_041871	88	73643	74272	1	E			YP_009593932.1	YP_009593932.1 RNaseH [Escherichia phage Murica]	True	0.969	428	2.322e-136													VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	
NC_041871_89	NC_041871	NC_041871	89	74224	74829	1	D			YP_009593933.1	YP_009593933.1 endonuclease [Escherichia phage Murica]	True	0.999	426	7.68e-136								Recombination endonuclease VII [PF02945.18]					VOG12421	REFSEQ endonuclease; Xu	Xu	0	False	
NC_041871_90	NC_041871	NC_041871	90	74768	74989	1	E			YP_009177539.1	YP_009177539.1 hypothetical protein [Escherichia phage 2 JES-2013] [Escherichia phage slur16]	False	1.0	166	5.058e-48													VOG02440	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_91	NC_041871	NC_041871	91	75005	75985	1	E			YP_009593935.1	YP_009593935.1 DNA polymerase exonuclease subunit [Escherichia phage Murica]	True	1.0	696	1.1800000000000001e-226													VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_041871_92	NC_041871	NC_041871	92	76031	76849	1	E			YP_009593936.1	YP_009593936.1 DNA methyltransferase [Escherichia phage Murica]	True	1.0	583	9.549e-189													VOG03958	REFSEQ putative DNA N6-adenine methyltransferase; Xu	Xu	0	False	
NC_041871_93	NC_041871	NC_041871	93	76812	77270	1	E			YP_009602325.1	YP_009602325.1 hypothetical protein FDH54_gp181 [Escherichia phage V18]	False	0.956	308	1.306e-95													VOG11218	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_94	NC_041871	NC_041871	94	77298	77489	1	E			YP_002003600.1	YP_002003600.1 hypothetical protein rv5_gp098 [Escherichia phage V5]	False	0.963	130	9.948e-36													VOG03718	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_95	NC_041871	NC_041871	95	77489	78103	1	E			YP_009593939.1	YP_009593939.1 hypothetical protein FDG88_gp184 [Escherichia phage Murica]	True	1.0	437	1.293e-139													VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
NC_041871_96	NC_041871	NC_041871	96	78097	78690	1	D			YP_009593940.1	YP_009593940.1 hypothetical protein FDG88_gp183 [Escherichia phage Murica]	True	1.0	428	1.31e-136								5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]					VOG02139	sp|P66840|53DR_STAAM Putative 5'(3')-deoxyribonucleotidase; Xu	Xu	0	False	
NC_041871_97	NC_041871	NC_041871	97	78692	78892	1	E			YP_002003603.1	YP_002003603.1 hypothetical protein rv5_gp101 [Escherichia phage V5]	False	0.993	141	2.236e-39													VOG06686	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041871_98	NC_041871	NC_041871	98	78892	79875	1	D			YP_009593942.1	YP_009593942.1 FAD-dependent thymidylate synthase [Escherichia phage Murica]	True	1.0	706	3.415e-230								Thymidylate synthase complementing protein [PF02511.18]					VOG00743	sp|A6LP90|THYX_THEM4 Flavin-dependent thymidylate synthase; XhXr	Xh;Xr	0	False	V
NC_041871_99	NC_041871	NC_041871	99	79974	80435	1	E			YP_008530347.1	YP_008530347.1 hypothetical protein P766_gp102 [Escherichia phage JES2013]	False	0.962	312	4.255e-97													VOG01587	REFSEQ hypothetical protein; Xu	Xu	0	False	
