Target Name	ID	EC value	E-Value (sequence)	Score (domain)
152B_unitig_0|quiver_2435421_2438477_+	K00164		0	1378.4
152B_unitig_4|quiver_41674_42906_-	K00166		4e-144	480.2
152B_unitig_4|quiver_40659_41672_-	K00167		1.4e-162	540.9
152B_unitig_0|quiver_1042078_1042896_+	K00208		2.5e-133	443.2
152B_unitig_0|quiver_1976321_1977127_-	K00208		8.4e-130	431.5
152B_unitig_0|quiver_1908996_1909820_+	K00215		1.8e-83	279.4
152B_unitig_0|quiver_3963255_3964025_-	K00215		9.5e-78	260.6
152B_unitig_2|quiver_186244_187302_-	K00217		7.4e-148	491.1
152B_unitig_0|quiver_2542990_2543913_+	K00220		2.4e-155	514.9
152B_unitig_0|quiver_3423812_3424723_-	K00228		3.4e-120	400.5
152B_unitig_0|quiver_2426838_2428679_+	K00234		0	1153.4
152B_unitig_0|quiver_2428698_2429477_+	K00235		5.5e-143	475.7
152B_unitig_0|quiver_2426000_2426440_+	K00236		2.8e-25	88.0
152B_unitig_0|quiver_195670_197754_-	K00239		8.4e-64	214.2
152B_unitig_0|quiver_2426451_2426831_+	K00242		4.3e-36	122.9
152B_unitig_4|quiver_42972_44099_-	K00248		3.2e-169	562.7
152B_unitig_3|quiver_40834_42021_-	K00252		2.8e-210	697.6
152B_unitig_4|quiver_47306_48451_+	K00253		8.6e-214	709.9
152B_unitig_0|quiver_150416_151534_-	K00259		1.2e-168	559.7
152B_unitig_5|quiver_231093_232430_+	K00260		5.8e-160	531.0
152B_unitig_5|quiver_253724_255061_+	K00260		5.8e-160	531.0
152B_unitig_0|quiver_2832188_2836990_+	K00265		0	2398.0
152B_unitig_0|quiver_2837025_2838671_+	K00266		1.5e-174	580.5
152B_unitig_0|quiver_2628666_2629901_-	K00266		3.5e-16	45.3
152B_unitig_2|quiver_155846_157075_-	K00274		2.3e-54	183.9
152B_unitig_0|quiver_1039328_1039948_-	K00275		3.1e-84	281.9
152B_unitig_0|quiver_870299_870868_+	K00275		4.6e-22	77.2
152B_unitig_3|quiver_274844_276385_-	K00278		8.7e-164	544.3
152B_unitig_0|quiver_4389146_4391923_-	K00281		0	1685.2
152B_unitig_2|quiver_409366_410616_+	K00285		4.8e-183	607.7
152B_unitig_0|quiver_3457575_3458402_+	K00286		1.9e-88	296.3
152B_unitig_2|quiver_480621_481415_-	K00286		3e-54	183.6
152B_unitig_2|quiver_418013_418795_-	K00286		1.1e-31	109.0
152B_unitig_0|quiver_3726473_3726991_+	K00287		4.7e-66	221.8
152B_unitig_0|quiver_3636727_3637629_+	K00297		8.1e-108	359.5
152B_unitig_4|quiver_104849_105409_-	K00299		2.1e-57	193.3
152B_unitig_1|quiver_425841_426401_-	K00299		1.1e-54	184.4
152B_unitig_0|quiver_3652026_3653201_+	K00301		6.3e-52	175.5
152B_unitig_0|quiver_3651278_3651922_+	K00301		2.5e-12	44.6
152B_unitig_0|quiver_2782773_2785766_+	K00302		0	1566.3
152B_unitig_0|quiver_2780768_2782021_+	K00303		1.9e-218	723.7
152B_unitig_0|quiver_2782435_2782776_+	K00304		2.9e-46	156.1
152B_unitig_0|quiver_2785759_2786307_+	K00305		1.5e-54	183.6
152B_unitig_3|quiver_405388_407949_-	K00309		3.6e-169	562.6
152B_unitig_0|quiver_1808223_1808906_+	K00310		5.8e-40	135.8
152B_unitig_0|quiver_599679_601343_-	K00311		1.1e-267	888.4
152B_unitig_5|quiver_23624_24931_+	K00313		1.4e-150	500.8
152B_unitig_4|quiver_114285_115277_-	K00320		4e-25	87.2
152B_unitig_0|quiver_2944396_2945454_+	K00320		6.6e-24	83.0
152B_unitig_0|quiver_48086_49690_+	K00322		9.4e-195	647.1
152B_unitig_0|quiver_2768220_2769431_+	K00324		2.1e-133	444.2
152B_unitig_0|quiver_2769431_2769829_+	K00324		3.2e-37	127.4
152B_unitig_0|quiver_2769837_2771231_+	K00325		3.2e-216	718.4
152B_unitig_0|quiver_329959_330333_-	K00330		6.9e-56	188.3
152B_unitig_0|quiver_326053_327219_-	K00334		6.9e-87	288.5
152B_unitig_0|quiver_2479587_2480066_+	K00334		1.1e-41	142.0
152B_unitig_0|quiver_2480123_2481619_+	K00335		1.1e-163	544.1
152B_unitig_0|quiver_320699_321742_-	K00337		3.9e-138	459.8
152B_unitig_0|quiver_319408_320022_-	K00339		4.6e-57	191.7
152B_unitig_0|quiver_319076_319384_-	K00340		1.6e-43	147.1
152B_unitig_0|quiver_317068_319068_-	K00341		4.6e-257	853.5
152B_unitig_0|quiver_315557_317068_-	K00342		2.3e-202	672.2
152B_unitig_0|quiver_314093_315538_-	K00343		7.2e-158	525.3
152B_unitig_0|quiver_4653512_4654492_-	K00344		1.7e-116	388.4
152B_unitig_3|quiver_163857_164858_-	K00344		4.2e-95	317.8
152B_unitig_0|quiver_806554_807528_+	K00344		5.9e-89	297.5
152B_unitig_5|quiver_142311_143288_+	K00344		5.9e-84	281.1
152B_unitig_0|quiver_4125717_4126745_+	K00344		7.7e-83	277.4
152B_unitig_5|quiver_152469_153563_-	K00354		1.3e-76	255.8
152B_unitig_0|quiver_1810486_1811079_-	K00355		4.5e-49	166.4
152B_unitig_2|quiver_287412_287993_+	K00355		7.3e-34	116.3
152B_unitig_0|quiver_131072_133522_+	K00362		7.8e-238	791.3
152B_unitig_0|quiver_133863_136520_+	K00372		0	1236.3
152B_unitig_0|quiver_3733080_3734588_-	K00375		4e-172	572.3
152B_unitig_5|quiver_143321_144748_-	K00375		9.9e-142	471.9
152B_unitig_0|quiver_3853176_3854939_-	K00375		3.9e-91	304.9
152B_unitig_2|quiver_114967_116394_+	K00375		1.5e-67	226.8
152B_unitig_0|quiver_4344310_4345728_-	K00375		5.8e-53	177.4
152B_unitig_1|quiver_489582_491780_-	K00380		2.8e-102	197.3
152B_unitig_1|quiver_489582_491780_-	K00380		2.8e-102	146.3
152B_unitig_0|quiver_4736361_4738031_-	K00381		3.2e-171	570.2
152B_unitig_0|quiver_2442239_2443645_+	K00382		9.6e-207	686.5
152B_unitig_0|quiver_4772806_4774254_-	K00382		2.8e-182	605.7
152B_unitig_4|quiver_38023_39420_-	K00382		6e-172	571.6
152B_unitig_0|quiver_4247286_4248671_+	K00383		3.3e-192	638.5
152B_unitig_0|quiver_3486379_3487353_-	K00384		4.4e-142	473.1
152B_unitig_2|quiver_320754_321197_+	K00389		1.5e-22	78.9
152B_unitig_0|quiver_800877_801635_+	K00390		3.6e-81	271.4
152B_unitig_5|quiver_206960_208678_-	K00404		1.7e-233	773.9
152B_unitig_1|quiver_6653_8275_-	K00404		9.9e-233	771.3
152B_unitig_1|quiver_530230_531333_-	K00404		1e-153	510.7
152B_unitig_1|quiver_529712_530230_-	K00404		6.9e-70	234.5
152B_unitig_1|quiver_5910_6644_-	K00405		1.7e-101	337.6
152B_unitig_5|quiver_206217_206951_-	K00405		1.7e-101	337.6
152B_unitig_1|quiver_529187_529555_-	K00405		5.5e-51	172.0
152B_unitig_1|quiver_4884_5747_-	K00406		9.3e-94	313.7
152B_unitig_1|quiver_527939_528802_-	K00406		9.3e-94	313.7
152B_unitig_5|quiver_205191_206054_-	K00406		9.3e-94	313.7
152B_unitig_1|quiver_5749_5901_-	K00407		4.2e-14	51.1
152B_unitig_5|quiver_206056_206208_-	K00407		4.2e-14	51.1
152B_unitig_1|quiver_528804_528938_-	K00407		8e-12	43.8
152B_unitig_0|quiver_3433917_3435185_+	K00410		1.7e-209	695.4
152B_unitig_0|quiver_3433315_3433902_+	K00411		5.3e-81	271.3
152B_unitig_0|quiver_3435211_3436095_+	K00413		6.8e-108	359.6
152B_unitig_1|quiver_394546_396126_+	K00425		6.7e-192	637.9
152B_unitig_1|quiver_396133_397287_+	K00426		9.5e-113	375.6
152B_unitig_3|quiver_438015_439304_-	K00428		4.6e-79	265.4
152B_unitig_0|quiver_1790000_1791538_+	K00428		1.3e-12	37.9
152B_unitig_0|quiver_332516_333142_-	K00432		1.7e-67	227.1
152B_unitig_1|quiver_48945_49781_-	K00433		2.2e-133	444.0
152B_unitig_0|quiver_3992129_3992965_-	K00433		5.2e-132	439.4
152B_unitig_0|quiver_4700409_4701179_+	K00433		1.6e-14	52.0
152B_unitig_0|quiver_4198102_4198881_-	K00433		3.3e-13	47.3
152B_unitig_1|quiver_64118_65098_-	K00446		1.6e-125	417.9
152B_unitig_3|quiver_375520_376131_-	K00448		1.4e-75	251.8
152B_unitig_3|quiver_376134_376883_-	K00449		2e-96	322.5
152B_unitig_0|quiver_3948466_3949242_-	K00449		4.2e-21	74.0
152B_unitig_0|quiver_181309_182670_-	K00451		9.3e-215	713.5
152B_unitig_0|quiver_182732_183841_-	K00457		1.9e-108	362.4
152B_unitig_3|quiver_365547_367442_-	K00457		1.5e-77	260.5
152B_unitig_1|quiver_287191_288276_+	K00459		3.5e-106	355.2
152B_unitig_0|quiver_1543526_1544485_+	K00459		6.6e-77	258.6
152B_unitig_0|quiver_3830315_3831238_-	K00477		5.6e-37	126.3
152B_unitig_0|quiver_2658163_2659350_-	K00477		4.3e-12	44.4
152B_unitig_0|quiver_2870250_2871134_+	K00477		1.9e-09	34.6
152B_unitig_2|quiver_493879_495132_-	K00479		2.9e-180	597.9
152B_unitig_0|quiver_2983468_2984709_-	K00481		4.5e-187	620.3
152B_unitig_0|quiver_185148_185939_+	K00500		5.3e-85	284.5
152B_unitig_0|quiver_169646_173461_+	K00525		1.2e-202	673.0
152B_unitig_0|quiver_2634137_2636260_+	K00525		3.8e-154	511.5
152B_unitig_0|quiver_2636315_2637322_+	K00526		6e-96	320.5
152B_unitig_0|quiver_557974_559302_-	K00529		7.1e-151	501.7
152B_unitig_3|quiver_279293_280519_-	K00529		1.1e-141	471.5
152B_unitig_0|quiver_4068902_4069267_-	K00537		4.8e-38	129.9
152B_unitig_0|quiver_1806782_1807132_+	K00537		3.6e-26	90.9
152B_unitig_0|quiver_3979830_3980483_-	K00545		2.9e-21	74.6
152B_unitig_4|quiver_186752_187660_-	K00547		1.2e-55	187.5
152B_unitig_0|quiver_706086_706625_+	K00547		5.1e-22	76.9
152B_unitig_0|quiver_705677_706015_+	K00547		5.1e-09	34.2
152B_unitig_0|quiver_3599691_3603464_+	K00548		0	2042.7
152B_unitig_0|quiver_2322911_2323594_-	K00554		3.5e-107	357.3
152B_unitig_0|quiver_4542291_4544255_+	K00558		5.5e-73	244.8
152B_unitig_0|quiver_3725665_3726459_+	K00560		1.2e-147	491.6
152B_unitig_0|quiver_1975210_1976226_+	K00564		3.6e-68	229.4
152B_unitig_0|quiver_2972990_2974201_+	K00566		3.7e-135	449.7
152B_unitig_0|quiver_1804794_1805357_-	K00567		3.5e-45	153.5
152B_unitig_0|quiver_2592785_2593546_-	K00568		1.2e-102	342.5
152B_unitig_0|quiver_386732_387364_+	K00568		1.6e-31	108.3
152B_unitig_0|quiver_3263234_3263926_+	K00568		3e-28	97.5
152B_unitig_1|quiver_223845_224894_+	K00568		1.8e-20	72.0
152B_unitig_0|quiver_1604274_1604945_-	K00570		1.1e-73	246.9
152B_unitig_0|quiver_1778411_1779010_+	K00570		4.5e-57	192.4
152B_unitig_0|quiver_723676_724329_+	K00570		1.7e-35	121.4
152B_unitig_0|quiver_3580127_3581239_-	K00571		1.6e-28	95.1
152B_unitig_1|quiver_203626_204453_-	K00573		1.3e-90	303.2
152B_unitig_0|quiver_67668_68321_-	K00573		1.3e-46	158.3
152B_unitig_0|quiver_90450_91115_-	K00573		7.2e-45	152.6
152B_unitig_2|quiver_373836_374792_-	K00573		1.1e-44	152.0
152B_unitig_0|quiver_142192_143451_+	K00574		1.1e-147	491.3
152B_unitig_0|quiver_1102264_1103523_-	K00574		2.4e-122	407.8
152B_unitig_0|quiver_1381014_1381922_-	K00575		1.3e-92	309.5
152B_unitig_0|quiver_2897442_2898299_+	K00575		3.7e-89	298.3
152B_unitig_0|quiver_3808972_3809697_+	K00587		7.6e-15	53.7
152B_unitig_0|quiver_4042925_4043665_+	K00588		1.7e-27	94.1
152B_unitig_3|quiver_284873_286105_-	K00595		1.8e-149	497.4
152B_unitig_0|quiver_747231_748001_+	K00598		8.8e-99	329.4
152B_unitig_0|quiver_426757_428055_-	K00600		1.7e-217	723.2
152B_unitig_0|quiver_2134516_2136132_+	K00602		2e-233	775.3
152B_unitig_0|quiver_1636158_1637093_-	K00604		3.7e-102	341.2
152B_unitig_0|quiver_4392395_4393531_-	K00605		4.3e-153	509.9
152B_unitig_3|quiver_198912_201281_+	K00605		3.6e-126	420.7
152B_unitig_3|quiver_209641_210774_-	K00605		8.3e-89	297.4
152B_unitig_2|quiver_354569_355390_+	K00606		9.1e-118	392.6
152B_unitig_3|quiver_278451_279263_-	K00606		1.1e-60	187.6
152B_unitig_0|quiver_283835_284791_+	K00609		2.4e-141	469.7
152B_unitig_0|quiver_1529339_1530253_-	K00611		1.3e-138	461.0
152B_unitig_0|quiver_2811183_2812052_+	K00611		6.5e-54	181.9
152B_unitig_0|quiver_2920938_2922911_-	K00615		9.8e-203	674.3
152B_unitig_0|quiver_4222019_4222828_+	K00615		4.5e-79	265.4
152B_unitig_0|quiver_2697204_2698169_+	K00616		1.1e-114	383.0
152B_unitig_0|quiver_4070031_4070474_-	K00619		2e-27	94.7
152B_unitig_0|quiver_741615_742085_-	K00619		7.8e-15	53.4
152B_unitig_2|quiver_564948_565859_-	K00619		3.9e-19	50.0
152B_unitig_0|quiver_2586240_2587481_+	K00620		6e-172	572.1
152B_unitig_0|quiver_2239205_2240386_+	K00626		1.5e-165	550.3
152B_unitig_4|quiver_44116_45303_-	K00626		3e-155	516.3
152B_unitig_0|quiver_4775516_4776856_-	K00627		3.7e-161	536.7
152B_unitig_0|quiver_1477758_1478966_-	K00632		8.3e-128	425.4
152B_unitig_2|quiver_364610_365773_+	K00632		5.8e-118	392.9
152B_unitig_1|quiver_247885_248604_+	K00633		5.1e-35	116.6
152B_unitig_0|quiver_3517435_3518622_+	K00639		3.4e-207	688.5
152B_unitig_0|quiver_4810245_4811078_-	K00640		8.4e-87	279.4
152B_unitig_0|quiver_2752554_2753372_-	K00640		2.2e-82	275.5
152B_unitig_0|quiver_2502011_2503279_+	K00643		1.1e-213	710.0
152B_unitig_1|quiver_515313_516182_-	K00643		1.1e-159	531.6
152B_unitig_1|quiver_514981_515229_-	K00643		2.6e-33	114.5
152B_unitig_0|quiver_499344_500288_-	K00645		9.5e-115	382.9
152B_unitig_0|quiver_401849_402844_-	K00648		2.3e-132	441.2
152B_unitig_0|quiver_2259026_2259949_+	K00651		1.3e-137	457.9
152B_unitig_4|quiver_295302_296543_-	K00652		1.3e-66	223.7
152B_unitig_0|quiver_2545939_2546736_-	K00655		1.9e-46	157.6
152B_unitig_1|quiver_323315_323935_-	K00655		6.4e-35	119.5
152B_unitig_0|quiver_2446600_2447550_+	K00655		1.5e-16	59.1
152B_unitig_0|quiver_715883_716377_+	K00657		3.9e-23	81.1
152B_unitig_0|quiver_2438841_2440106_+	K00658		9.9e-186	616.6
152B_unitig_5|quiver_42057_42608_+	K00661		1.2e-81	273.1
152B_unitig_0|quiver_1841868_1842416_-	K00661		7.4e-76	254.1
152B_unitig_2|quiver_496143_497807_-	K00661		4.2e-37	126.5
152B_unitig_0|quiver_3258471_3258977_-	K00661		4.5e-28	96.9
152B_unitig_0|quiver_2058841_2059227_-	K00663		5.5e-30	103.4
152B_unitig_2|quiver_465298_466884_+	K00666		1.8e-164	547.1
152B_unitig_0|quiver_1573953_1575653_+	K00666		6.1e-146	486.0
152B_unitig_2|quiver_363061_364590_+	K00666		5.2e-84	281.2
152B_unitig_0|quiver_4790088_4790906_-	K00677		2e-98	328.1
152B_unitig_0|quiver_2874344_2876080_-	K00681		2.1e-187	623.2
152B_unitig_0|quiver_2294360_2296144_-	K00681		4.4e-160	532.9
152B_unitig_2|quiver_308633_310222_-	K00681		3.6e-156	520.1
152B_unitig_0|quiver_32887_33501_+	K00684		3.8e-93	311.2
152B_unitig_0|quiver_2795904_2798366_-	K00688		0	1138.7
152B_unitig_0|quiver_394316_396544_-	K00694		4.1e-215	714.7
152B_unitig_0|quiver_1513383_1515290_+	K00694		7.6e-91	303.7
152B_unitig_0|quiver_2019762_2021630_-	K00694		1.8e-83	279.5
152B_unitig_0|quiver_1577986_1579365_+	K00697		1.9e-176	586.3
152B_unitig_2|quiver_664486_666696_+	K00700		2.1e-293	973.4
152B_unitig_0|quiver_2793700_2795907_-	K00700		1.3e-284	945.4
152B_unitig_2|quiver_1727_3010_+	K00700		1.4e-216	720.4
152B_unitig_2|quiver_1150_1725_+	K00700		8e-48	162.0
152B_unitig_2|quiver_2863_3201_+	K00700		6.2e-09	33.3
152B_unitig_0|quiver_2790972_2792414_-	K00703		4.1e-164	545.9
152B_unitig_2|quiver_10452_12317_+	K00705		2.9e-177	575.7
152B_unitig_2|quiver_675634_675858_+	K00705		2.7e-16	57.9
152B_unitig_0|quiver_817174_817956_-	K00721		4.1e-50	169.5
152B_unitig_0|quiver_4788028_4789206_-	K00748		1.5e-118	395.6
152B_unitig_0|quiver_2951283_2952119_-	K00750		1.9e-57	193.4
152B_unitig_0|quiver_1882882_1884189_-	K00758		7.8e-174	577.6
152B_unitig_0|quiver_3436211_3436753_+	K00759		5.1e-79	264.4
152B_unitig_0|quiver_3022699_3023385_-	K00759		6.8e-13	47.0
152B_unitig_0|quiver_2550425_2550967_+	K00760		4.9e-53	178.8
152B_unitig_0|quiver_1881551_1882180_+	K00761		7.9e-101	336.3
152B_unitig_0|quiver_1582077_1582766_-	K00762		1.6e-60	203.7
152B_unitig_0|quiver_1894197_1895501_-	K00763		5.9e-59	198.7
152B_unitig_0|quiver_510657_512147_+	K00764		8.1e-200	663.8
152B_unitig_0|quiver_1183968_1184663_-	K00765		2.8e-53	180.1
152B_unitig_0|quiver_4462676_4463692_-	K00766		9.6e-139	461.8
152B_unitig_3|quiver_273943_274842_-	K00767		5.9e-127	423.0
152B_unitig_0|quiver_4160744_4161886_+	K00768		1.1e-120	402.9
152B_unitig_0|quiver_167730_168224_+	K00769		1.2e-83	278.9
152B_unitig_0|quiver_4609391_4610455_-	K00773		6.6e-201	668.3
152B_unitig_0|quiver_2173613_2174095_-	K00783		7.5e-50	168.1
152B_unitig_3|quiver_85021_85593_-	K00788		1.2e-59	200.5
152B_unitig_0|quiver_2883856_2884509_+	K00788		6e-27	93.0
152B_unitig_0|quiver_1684855_1686093_+	K00789		7.4e-160	531.9
