	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_016571_NC_016571_142	NC_016571	NC_016571	142	132048	135872	1	E															0
NC_016571_NC_016571_143	NC_016571	NC_016571	143	135917	141058	1	D										Mycoplasma protein of unknown function, DUF285 [PF03382.17]					0
NC_016571_NC_016571_144	NC_016571	NC_016571	144	141116	142096	-1	E															0
NC_016571_NC_016571_145	NC_016571	NC_016571	145	142117	144594	1	E															0
NC_016571_NC_016571_146	NC_016571	NC_016571	146	144627	145145	1	E															0
NC_016571_NC_016571_147	NC_016571	NC_016571	147	145369	146136	1	E															0
NC_016571_NC_016571_148	NC_016571	NC_016571	148	146204	146467	1	E															0
NC_016571_NC_016571_149	NC_016571	NC_016571	149	146533	146910	1	E															0
NC_016571_NC_016571_150	NC_016571	NC_016571	150	146926	147675	1	E															0
NC_016571_NC_016571_151	NC_016571	NC_016571	151	147686	149659	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]					0
NC_016571_NC_016571_152	NC_016571	NC_016571	152	149669	150106	1	E															0
NC_016571_NC_016571_153	NC_016571	NC_016571	153	150178	150486	1	E															0
NC_016571_NC_016571_154	NC_016571	NC_016571	154	150496	151116	1	E															0
NC_016571_NC_016571_155	NC_016571	NC_016571	155	151177	151944	1	E															0
NC_016571_NC_016571_156	NC_016571	NC_016571	156	152098	152640	1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]					0
NC_016571_NC_016571_157	NC_016571	NC_016571	157	152750	153307	1	E															0
NC_016571_NC_016571_158	NC_016571	NC_016571	158	153345	155777	1	E															0
NC_016571_NC_016571_159	NC_016571	NC_016571	159	155788	157059	1	E															0
NC_016571_NC_016571_160	NC_016571	NC_016571	160	157192	158427	1	E															0
NC_016571_NC_016571_161	NC_016571	NC_016571	161	158694	159455	1	C	K09968	uncharacterized protein													0
NC_016571_NC_016571_162	NC_016571	NC_016571	162	159473	159829	1	E															0
NC_016571_NC_016571_163	NC_016571	NC_016571	163	159835	160113	1	D										Helix-turn-helix domain [PF13744.9]					0
NC_016571_NC_016571_164	NC_016571	NC_016571	164	160120	160587	1	E															0
NC_016571_NC_016571_165	NC_016571	NC_016571	165	160595	161572	1	E															0
NC_016571_NC_016571_166	NC_016571	NC_016571	166	161581	161934	1	E															0
NC_016571_NC_016571_167	NC_016571	NC_016571	167	161934	162185	1	E															0
NC_016571_NC_016571_168	NC_016571	NC_016571	168	162195	162440	1	E															0
NC_016571_NC_016571_169	NC_016571	NC_016571	169	162449	163054	1	E															0
NC_016571_NC_016571_170	NC_016571	NC_016571	170	163180	164181	1	E															0
NC_016571_NC_016571_171	NC_016571	NC_016571	171	164178	164435	1	E															0
NC_016571_NC_016571_172	NC_016571	NC_016571	172	164435	164581	1	E															0
NC_016571_NC_016571_173	NC_016571	NC_016571	173	164581	164904	1	E															0
NC_016571_NC_016571_174	NC_016571	NC_016571	174	164905	165141	1	E															0
NC_016571_NC_016571_175	NC_016571	NC_016571	175	165154	165825	1	E															0
NC_016571_NC_016571_176	NC_016571	NC_016571	176	165848	166186	1	E															0
NC_016571_NC_016571_177	NC_016571	NC_016571	177	166179	166646	1	E															0
NC_016571_NC_016571_178	NC_016571	NC_016571	178	166701	167153	1	E															0
NC_016571_NC_016571_179	NC_016571	NC_016571	179	167250	168686	1	E															0
NC_016571_NC_016571_180	NC_016571	NC_016571	180	168699	169379	1	E															0
NC_016571_NC_016571_181	NC_016571	NC_016571	181	169501	169878	1	E															0
NC_016571_NC_016571_182	NC_016571	NC_016571	182	169920	171053	1	E															0
NC_016571_NC_016571_183	NC_016571	NC_016571	183	171092	171895	1	E															0
NC_016571_NC_016571_184	NC_016571	NC_016571	184	171954	172391	1	E															0
NC_016571_NC_016571_185	NC_016571	NC_016571	185	172491	172925	1	E															0
NC_016571_NC_016571_186	NC_016571	NC_016571	186	172894	173109	1	E															0
NC_016571_NC_016571_187	NC_016571	NC_016571	187	173093	173296	1	E															0
NC_016571_NC_016571_188	NC_016571	NC_016571	188	173293	173652	1	E															0
NC_016571_NC_016571_189	NC_016571	NC_016571	189	173706	174335	1	E															0
NC_016571_NC_016571_190	NC_016571	NC_016571	190	174335	174673	1	E															0
NC_016571_NC_016571_191	NC_016571	NC_016571	191	174691	175041	1	E															0
NC_016571_NC_016571_192	NC_016571	NC_016571	192	175041	175451	1	E															0
NC_016571_NC_016571_193	NC_016571	NC_016571	193	175453	176274	1	E															0
NC_016571_NC_016571_194	NC_016571	NC_016571	194	176445	177185	1	E															0
NC_016571_NC_016571_195	NC_016571	NC_016571	195	177185	177415	1	E															0
NC_016571_NC_016571_196	NC_016571	NC_016571	196	177415	177900	1	E															0
NC_016571_NC_016571_197	NC_016571	NC_016571	197	177932	178282	1	E															0
NC_016571_NC_016571_198	NC_016571	NC_016571	198	178346	179869	-1	E															0
NC_016571_NC_016571_199	NC_016571	NC_016571	199	179972	180661	-1	E															0
NC_016571_NC_016571_200	NC_016571	NC_016571	200	180698	183517	-1	E															0
NC_016571_NC_016571_201	NC_016571	NC_016571	201	183537	189116	-1	E															0
NC_016571_NC_016571_202	NC_016571	NC_016571	202	189150	201389	-1	E															0
NC_016571_NC_016571_203	NC_016571	NC_016571	203	201509	205267	-1	E															0
NC_016571_NC_016571_204	NC_016571	NC_016571	204	205349	207484	-1	E															0
NC_016571_NC_016571_205	NC_016571	NC_016571	205	207567	207821	-1	C	K11107	ferredoxin								2Fe-2S iron-sulfur cluster binding domain [PF00111.30]					0
NC_016571_NC_016571_206	NC_016571	NC_016571	206	207821	208954	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]					0
NC_016571_NC_016571_207	NC_016571	NC_016571	207	209247	209531	1	E															0
NC_016571_NC_016571_208	NC_016571	NC_016571	208	209559	209816	1	E															0
NC_016571_NC_016571_209	NC_016571	NC_016571	209	209852	210151	1	E															0
NC_016571_NC_016571_210	NC_016571	NC_016571	210	210202	210669	1	E															0
NC_016571_NC_016571_211	NC_016571	NC_016571	211	210788	211177	1	E															0
NC_016571_NC_016571_212	NC_016571	NC_016571	212	211161	211493	1	E															0
NC_016571_NC_016571_213	NC_016571	NC_016571	213	211497	211898	1	E															0
NC_016571_NC_016571_214	NC_016571	NC_016571	214	211942	212274	1	E															0
NC_016571_NC_016571_215	NC_016571	NC_016571	215	212279	212689	1	E															0
NC_016571_NC_016571_216	NC_016571	NC_016571	216	212699	212917	1	E															0
NC_016571_NC_016571_217	NC_016571	NC_016571	217	213076	213531	1	E															0
NC_016571_NC_016571_218	NC_016571	NC_016571	218	213521	214321	1	E															0
NC_016571_NC_016571_219	NC_016571	NC_016571	219	214321	214773	1	E															0
NC_016571_NC_016571_220	NC_016571	NC_016571	220	214763	215221	1	E															0
NC_016571_NC_016571_221	NC_016571	NC_016571	221	215289	215891	-1	E															0
NC_016571_NC_016571_222	NC_016571	NC_016571	222	216027	216464	1	E															0
NC_016571_NC_016571_223	NC_016571	NC_016571	223	216445	216855	1	E															0
NC_016571_NC_016571_224	NC_016571	NC_016571	224	216852	217406	1	E															0
NC_016571_NC_016571_225	NC_016571	NC_016571	225	217375	217584	1	E															0
NC_016571_NC_016571_226	NC_016571	NC_016571	226	217585	217812	1	E															0
NC_016571_NC_016571_227	NC_016571	NC_016571	227	217799	218044	1	E															0
NC_016571_NC_016571_228	NC_016571	NC_016571	228	218032	218274	1	E															0
NC_016571_NC_016571_229	NC_016571	NC_016571	229	218271	219449	1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]					0
NC_016571_NC_016571_230	NC_016571	NC_016571	230	219500	219775	1	E															0
NC_016571_NC_016571_231	NC_016571	NC_016571	231	219785	220675	1	E															0
NC_016571_NC_016571_232	NC_016571	NC_016571	232	220838	221188	1	E															0
NC_016571_NC_016571_233	NC_016571	NC_016571	233	221235	221411	1	E															0
NC_016571_NC_016571_234	NC_016571	NC_016571	234	221490	222179	1	E															0
NC_016571_NC_016571_235	NC_016571	NC_016571	235	222189	222671	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13420.10]; FR47-like protein [PF08445.13]; Acetyltransferase (GNAT) domain [PF13508.10]					0
NC_016571_NC_016571_236	NC_016571	NC_016571	236	222671	223381	1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.22]					0
NC_016571_NC_016571_237	NC_016571	NC_016571	237	223381	223590	1	E															0
NC_016571_NC_016571_238	NC_016571	NC_016571	238	223703	223918	1	E															0
NC_016571_NC_016571_239	NC_016571	NC_016571	239	223920	224576	1	D			MER0491365	S14	MER0491365 - family S14 unassigned peptidases () [S14.UPW]#S14#{peptidase unit: 49-169}~source YP_004958151~	False	0.993	256.0	4.393e-76	Clp protease [PF00574.26]					0
NC_016571_NC_016571_240	NC_016571	NC_016571	240	224576	225145	1	E															0
NC_016571_NC_016571_241	NC_016571	NC_016571	241	225193	226755	1	D										TCP-1/cpn60 chaperonin family [PF00118.27]					0
NC_016571_NC_016571_242	NC_016571	NC_016571	242	226822	227106	1	E															0
NC_016571_NC_016571_243	NC_016571	NC_016571	243	227128	227406	1	E															0
NC_016571_NC_016571_244	NC_016571	NC_016571	244	227424	228044	1	C	K00857	thymidine kinase [EC:2.7.1.21]								Thymidine kinase [PF00265.21]					0
NC_016571_NC_016571_245	NC_016571	NC_016571	245	228098	228496	1	E															0
NC_016571_NC_016571_246	NC_016571	NC_016571	246	228563	228853	1	E															0
NC_016571_NC_016571_247	NC_016571	NC_016571	247	228915	229577	1	E															0
NC_016571_NC_016571_248	NC_016571	NC_016571	248	229929	230423	1	E															0
NC_016571_NC_016571_249	NC_016571	NC_016571	249	230424	230960	1	E															0
NC_016571_NC_016571_250	NC_016571	NC_016571	250	230957	231865	1	E															0
NC_016571_NC_016571_251	NC_016571	NC_016571	251	231903	232496	1	E															0
NC_016571_NC_016571_252	NC_016571	NC_016571	252	232556	233194	-1	E															0
NC_016571_NC_016571_253	NC_016571	NC_016571	253	233191	234522	-1	E															0
NC_016571_NC_016571_254	NC_016571	NC_016571	254	234575	234982	1	E															0
NC_016571_NC_016571_255	NC_016571	NC_016571	255	235040	236461	1	E															0
NC_016571_NC_016571_256	NC_016571	NC_016571	256	236519	237607	-1	E															0
NC_016571_NC_016571_257	NC_016571	NC_016571	257	237648	239768	-1	D										SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]					0
NC_016571_NC_016571_258	NC_016571	NC_016571	258	239784	240890	1	E															0
NC_016571_NC_016571_259	NC_016571	NC_016571	259	240950	241726	-1	E															0
NC_016571_NC_016571_260	NC_016571	NC_016571	260	241794	243269	1	E															0
NC_016571_NC_016571_261	NC_016571	NC_016571	261	243269	243631	1	E															0
NC_016571_NC_016571_262	NC_016571	NC_016571	262	243631	244311	1	E															0
NC_016571_NC_016571_263	NC_016571	NC_016571	263	244311	244766	1	E															0
NC_016571_NC_016571_264	NC_016571	NC_016571	264	244763	245497	1	E															0
NC_016571_NC_016571_265	NC_016571	NC_016571	265	245554	246171	-1	E															0
NC_016571_NC_016571_266	NC_016571	NC_016571	266	246283	246837	1	E															0
NC_016571_NC_016571_267	NC_016571	NC_016571	267	246830	247240	1	E															0
NC_016571_NC_016571_268	NC_016571	NC_016571	268	247311	248438	1	E															0
NC_016571_NC_016571_269	NC_016571	NC_016571	269	248495	250696	-1	E															0
NC_016571_NC_016571_270	NC_016571	NC_016571	270	250739	258037	-1	C	K03791	putative chitinase								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_016571_NC_016571_271	NC_016571	NC_016571	271	258067	259683	1	E															0
NC_016571_NC_016571_272	NC_016571	NC_016571	272	259683	264035	1	E															0
NC_016571_NC_016571_273	NC_016571	NC_016571	273	264037	265023	1	C	K03791	putative chitinase								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_016571_NC_016571_274	NC_016571	NC_016571	274	265054	265218	1	E															0
NC_016571_NC_016571_275	NC_016571	NC_016571	275	265218	266735	1	E															0
NC_016571_NC_016571_276	NC_016571	NC_016571	276	266735	267472	1	E															0
NC_016571_NC_016571_277	NC_016571	NC_016571	277	267472	268323	1	D			MER0215058	S80	MER0215058 - family S80 unassigned peptidases () [S80.UPW]#S80#{peptidase unit: 1-283}~source AEV89720~	True	0.994	596.0	9.007e-193	Peptidase S80 family [PF20034.2]					0
NC_016571_NC_016571_278	NC_016571	NC_016571	278	268423	269079	1	E															0
NC_016571_NC_016571_279	NC_016571	NC_016571	279	269138	269581	1	E															0
NC_016571_NC_016571_280	NC_016571	NC_016571	280	269565	270335	1	E															0
NC_016571_NC_016571_281	NC_016571	NC_016571	281	270430	271374	1	E															0
NC_016571_NC_016571_282	NC_016571	NC_016571	282	271454	272302	1	E															0
NC_016571_NC_016571_283	NC_016571	NC_016571	283	272394	273398	1	E															0
NC_016571_NC_016571_284	NC_016571	NC_016571	284	273400	273645	1	E															0
NC_016571_NC_016571_285	NC_016571	NC_016571	285	273642	274034	1	E															0
NC_016571_NC_016571_286	NC_016571	NC_016571	286	274087	274821	1	E															0
NC_016571_NC_016571_287	NC_016571	NC_016571	287	274823	275176	1	E															0
NC_016571_NC_016571_288	NC_016571	NC_016571	288	275283	276215	1	E															0
NC_016571_NC_016571_289	NC_016571	NC_016571	289	276276	276734	1	E															0
NC_016571_NC_016571_290	NC_016571	NC_016571	290	276844	277368	1	E															0
NC_016571_NC_016571_291	NC_016571	NC_016571	291	277337	277906	1	E															0
NC_016571_NC_016571_292	NC_016571	NC_016571	292	277903	278292	1	E															0
NC_016571_NC_016571_293	NC_016571	NC_016571	293	278282	278674	1	E															0
NC_016571_NC_016571_294	NC_016571	NC_016571	294	278675	279082	1	E															0
NC_016571_NC_016571_295	NC_016571	NC_016571	295	279082	279684	1	E															0
NC_016571_NC_016571_296	NC_016571	NC_016571	296	279760	280338	1	E															0
NC_016571_NC_016571_297	NC_016571	NC_016571	297	280437	281075	1	E															0
NC_016571_NC_016571_298	NC_016571	NC_016571	298	281138	281623	1	E															0
NC_016571_NC_016571_299	NC_016571	NC_016571	299	281633	282226	1	E															0
NC_016571_NC_016571_300	NC_016571	NC_016571	300	282273	282980	1	E															0
NC_016571_NC_016571_301	NC_016571	NC_016571	301	283118	283819	1	D										HD domain [PF01966.25]					0
NC_016571_NC_016571_302	NC_016571	NC_016571	302	283828	284289	1	E															0
NC_016571_NC_016571_303	NC_016571	NC_016571	303	284319	284693	1	E															0
