	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048182_17	NC_048182	NC_048182	17	17920	19938	1	E			YP_009821918.1	YP_009821918.1 RNA polymerase beta subunit [Edwardsiella phage pEt-SU]	True	0.98	1391.0	0.0													VOG07969	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	
NC_048182_18	NC_048182	NC_048182	18	20057	20362	1	E			YP_009821919.1	YP_009821919.1 hypothetical protein HOV39_gp019 [Edwardsiella phage pEt-SU]	False	0.965	207.0	7.684e-62													VOG10744	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_19	NC_048182	NC_048182	19	20362	20841	1	E			YP_009821920.1	YP_009821920.1 hypothetical protein HOV39_gp020 [Edwardsiella phage pEt-SU]	False	0.947	318.0	3.635e-99																0	False	
NC_048182_20	NC_048182	NC_048182	20	20879	21112	1	E			YP_009821921.1	YP_009821921.1 hypothetical protein HOV39_gp021 [Edwardsiella phage pEt-SU]	False	0.994	164.0	3.009e-47													VOG04275	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_21	NC_048182	NC_048182	21	21167	21808	1	E			YP_009821922.1	YP_009821922.1 hypothetical protein HOV39_gp022 [Edwardsiella phage pEt-SU]	True	0.944	424.0	9.012e-135																0	False	
NC_048182_22	NC_048182	NC_048182	22	21944	23488	1	E			YP_009821923.1	YP_009821923.1 DNA helicase [Edwardsiella phage pEt-SU]	True	0.987	1072.0	0.0													VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_048182_23	NC_048182	NC_048182	23	23544	23942	1	E			YP_009821924.1	YP_009821924.1 hypothetical protein HOV39_gp024 [Edwardsiella phage pEt-SU]	False	0.983	276.0	4.644e-85													VOG10745	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_24	NC_048182	NC_048182	24	23917	24276	1	E			YP_009821925.1	YP_009821925.1 hypothetical protein HOV39_gp025 [Edwardsiella phage pEt-SU]	False	0.979	248.0	1.355e-75													VOG04666	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_25	NC_048182	NC_048182	25	24341	24871	1	E			YP_009821926.1	YP_009821926.1 hypothetical protein HOV39_gp026 [Edwardsiella phage pEt-SU]	False	0.922	342.0	6.702e-107													VOG10747	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_26	NC_048182	NC_048182	26	24983	25774	1	E			YP_009821927.1	YP_009821927.1 hypothetical protein HOV39_gp027 [Edwardsiella phage pEt-SU]	True	0.935	517.0	4.576e-166													VOG33975	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_27	NC_048182	NC_048182	27	25810	26592	1	E			YP_009821928.1	YP_009821928.1 hypothetical protein HOV39_gp028 [Edwardsiella phage pEt-SU]	True	0.932	486.0	1.897e-155													VOG04813	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_28	NC_048182	NC_048182	28	26642	27679	1	E			YP_009821929.1	YP_009821929.1 Zn-ribbon domain containing protein [Edwardsiella phage pEt-SU]	True	0.933	677.0	1.0679999999999999e-219													VOG01586	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_29	NC_048182	NC_048182	29	27738	29045	-1	E			YP_009821930.1	YP_009821930.1 RNA polymerase beta subunit [Edwardsiella phage pEt-SU]	True	0.973	894.0	3.929e-293													VOG07970	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	
NC_048182_30	NC_048182	NC_048182	30	29038	29916	-1	E			YP_009821931.1	YP_009821931.1 hypothetical protein HOV39_gp031 [Edwardsiella phage pEt-SU]	True	0.958	590.0	1.154e-190													VOG02436	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_31	NC_048182	NC_048182	31	29959	30720	1	E			YP_009821932.1	YP_009821932.1 hypothetical protein HOV39_gp032 [Edwardsiella phage pEt-SU]	True	0.875	462.0	4.2099999999999996e-147													VOG00944	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_32	NC_048182	NC_048182	32	30755	32374	1	E			YP_009821933.1	YP_009821933.1 hypothetical protein HOV39_gp033 [Edwardsiella phage pEt-SU]	True	0.957	1086.0	0.0													VOG07967	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_33	NC_048182	NC_048182	33	32512	32817	1	E			YP_009821934.1	YP_009821934.1 hypothetical protein HOV39_gp034 [Edwardsiella phage pEt-SU]	False	0.935	200.0	2.274e-59													VOG10748	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_34	NC_048182	NC_048182	34	32817	33359	1	E			YP_009821935.1	YP_009821935.1 hypothetical protein HOV39_gp035 [Edwardsiella phage pEt-SU]	True	0.961	366.0	2.588e-115													VOG02693	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_35	NC_048182	NC_048182	35	33428	34195	1	E			YP_009821936.1	YP_009821936.1 hypothetical protein HOV39_gp036 [Edwardsiella phage pEt-SU]	True	0.956	514.0	2.854e-165													VOG04813	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_36	NC_048182	NC_048182	36	34196	35209	1	E			YP_009821937.1	YP_009821937.1 hypothetical protein HOV39_gp037 [Edwardsiella phage pEt-SU]	True	0.927	656.0	9.609e-213													VOG04813	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_37	NC_048182	NC_048182	37	35219	36265	1	E			YP_009821938.1	YP_009821938.1 hypothetical protein HOV39_gp038 [Edwardsiella phage pEt-SU]	True	0.906	660.0	6.864e-214													VOG04813	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_38	NC_048182	NC_048182	38	36314	38059	-1	E			YP_009821939.1	YP_009821939.1 DNA polymerase [Edwardsiella phage pEt-SU]	True	0.997	1225.0	0.0																0	False	
NC_048182_39	NC_048182	NC_048182	39	38145	39470	1	E			YP_009821940.1	YP_009821940.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.953	884.0	9.989000000000001e-290													VOG04339	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048182_40	NC_048182	NC_048182	40	39481	39906	1	E			YP_009821941.1	YP_009821941.1 virion structural protein [Edwardsiella phage pEt-SU]	False	0.972	291.0	4.413e-90													VOG10749	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_41	NC_048182	NC_048182	41	39921	41486	1	E			YP_009821942.1	YP_009821942.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.936	1023.0	0.0													VOG03904	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_42	NC_048182	NC_048182	42	41486	42139	1	E			YP_009821943.1	YP_009821943.1 hypothetical protein HOV39_gp043 [Edwardsiella phage pEt-SU]	True	0.962	441.0	1.404e-140													VOG10750	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_43	NC_048182	NC_048182	43	42187	45123	-1	E			YP_009821944.1	YP_009821944.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.956	1966.0	0.0													VOG07974	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_44	NC_048182	NC_048182	44	45127	46206	-1	E			YP_009821945.1	YP_009821945.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.989	637.0	1.349e-205													VOG07982	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048182_45	NC_048182	NC_048182	45	46234	47316	1	E			YP_009821946.1	YP_009821946.1 putative capsid and scaffold protein [Edwardsiella phage pEt-SU]	True	0.924	698.0	1.201e-226													VOG07977	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_46	NC_048182	NC_048182	46	47320	48195	1	E			YP_009821947.1	YP_009821947.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.931	570.0	1.055e-183													VOG07978	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048182_47	NC_048182	NC_048182	47	48185	48724	1	E			YP_009821948.1	YP_009821948.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.966	366.0	2.468e-115													VOG10751	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_48	NC_048182	NC_048182	48	48705	49976	1	E			YP_009821949.1	YP_009821949.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.941	837.0	1.131e-273													VOG04736	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_49	NC_048182	NC_048182	49	49966	50925	1	E			YP_010674768.1	YP_010674768.1 hypothetical protein PQC64_gp161 [Aeromonas phage PS1]	False	0.402	224.0	1.54e-63													VOG14548	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_50	NC_048182	NC_048182	50	50962	52239	1	E			YP_009821950.1	YP_009821950.1 internal head protein [Edwardsiella phage pEt-SU]	True	0.857	756.0	1.3700000000000002e-245													VOG01648	REFSEQ internal head protein; Xu	Xu	0	False	
NC_048182_51	NC_048182	NC_048182	51	52337	53374	1	E			YP_009821951.1	YP_009821951.1 hypothetical protein HOV39_gp051 [Edwardsiella phage pEt-SU]	True	0.943	684.0	2.681e-222													VOG03844	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_52	NC_048182	NC_048182	52	53371	53889	1	E			YP_009821952.1	YP_009821952.1 hypothetical protein HOV39_gp052 [Edwardsiella phage pEt-SU]	False	0.949	345.0	3.238e-108													VOG10754	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_53	NC_048182	NC_048182	53	53886	54497	1	E			YP_009821953.1	YP_009821953.1 hypothetical protein HOV39_gp053 [Edwardsiella phage pEt-SU]	True	0.955	409.0	6.566e-130													VOG10753	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_54	NC_048182	NC_048182	54	54466	55419	1	E			YP_009821954.1	YP_009821954.1 hypothetical protein HOV39_gp054 [Edwardsiella phage pEt-SU]	True	0.898	582.0	1.4779999999999998e-187													VOG01341	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_55	NC_048182	NC_048182	55	55421	56359	1	E			YP_009821955.1	YP_009821955.1 hypothetical protein HOV39_gp055 [Edwardsiella phage pEt-SU]	True	0.939	617.0	1.4510000000000001e-199													VOG10752	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_56	NC_048182	NC_048182	56	56451	58052	1	E			YP_009821956.1	YP_009821956.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	1.0	1139.0	0.0													VOG07985	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_57	NC_048182	NC_048182	57	58009	59307	1	E			YP_009821957.1	YP_009821957.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.987	901.0	8.582999999999999e-296													VOG07987	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_58	NC_048182	NC_048182	58	59318	59941	1	E			YP_009821958.1	YP_009821958.1 SH2 domain containing protein [Edwardsiella phage pEt-SU]	True	0.991	436.0	7.224e-139													VOG10756	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_59	NC_048182	NC_048182	59	59941	61293	1	E			YP_009821959.1	YP_009821959.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.973	924.0	2.309e-303													VOG07986	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048182_60	NC_048182	NC_048182	60	61339	62883	-1	D			YP_009821960.1	YP_009821960.1 DnaB-like replicative helicase [Edwardsiella phage pEt-SU]	True	0.959	1038.0	0.0								Divergent DnaB-like ATPase [PF20307.1]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_048182_61	NC_048182	NC_048182	61	62923	63471	1	E			YP_009821961.1	YP_009821961.1 hypothetical protein HOV39_gp061 [Edwardsiella phage pEt-SU]	True	0.99	383.0	5.005e-121													VOG10755	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_62	NC_048182	NC_048182	62	63597	65756	1	E			YP_009821962.1	YP_009821962.1 major head protein [Edwardsiella phage pEt-SU]	True	0.939	1416.0	0.0													VOG03965	REFSEQ major head protein; Xu	Xu	0	False	
NC_048182_63	NC_048182	NC_048182	63	65929	67026	1	E			YP_009821963.1	YP_009821963.1 hypothetical protein HOV39_gp063 [Edwardsiella phage pEt-SU]	True	0.951	731.0	4.853e-238													VOG00966	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_64	NC_048182	NC_048182	64	67038	68768	1	E			YP_009821964.1	YP_009821964.1 polymerase [Edwardsiella phage pEt-SU]	True	0.995	1213.0	0.0													VOG04567	REFSEQ polymerase; Xu	Xu	0	False	
NC_048182_65	NC_048182	NC_048182	65	68796	71204	1	E			YP_009821965.1	YP_009821965.1 hypothetical protein HOV39_gp065 [Edwardsiella phage pEt-SU]	True	0.978	1655.0	0.0													VOG10757	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_66	NC_048182	NC_048182	66	71361	71792	1	E			YP_009821966.1	YP_009821966.1 hypothetical protein HOV39_gp066 [Edwardsiella phage pEt-SU]	False	0.951	288.0	6.074e-89													VOG23143	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_67	NC_048182	NC_048182	67	71799	72176	1	E			YP_009821967.1	YP_009821967.1 hypothetical protein HOV39_gp067 [Edwardsiella phage pEt-SU]	False	1.0	271.0	1.463e-83																0	False	
NC_048182_68	NC_048182	NC_048182	68	72164	72499	1	E			YP_009821968.1	YP_009821968.1 hypothetical protein HOV39_gp068 [Edwardsiella phage pEt-SU]	False	0.96	226.0	3.2329999999999997e-68																0	False	
NC_048182_69	NC_048182	NC_048182	69	72439	72813	1	E			YP_009821969.1	YP_009821969.1 hypothetical protein HOV39_gp069 [Edwardsiella phage pEt-SU]	False	0.973	256.0	2.273e-78																0	False	
NC_048182_70	NC_048182	NC_048182	70	72912	73493	1	E			YP_009821970.1	YP_009821970.1 hypothetical protein HOV39_gp070 [Edwardsiella phage pEt-SU]	True	0.888	359.0	1.402e-112																0	False	
NC_048182_71	NC_048182	NC_048182	71	73559	76483	-1	E			YP_009821971.1	YP_009821971.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.95	1945.0	0.0													VOG07881	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_048182_72	NC_048182	NC_048182	72	76511	78643	1	E			YP_009821972.1	YP_009821972.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.988	1482.0	0.0													VOG07887	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048182_73	NC_048182	NC_048182	73	78624	78944	1	E			YP_009821973.1	YP_009821973.1 hypothetical protein HOV39_gp073 [Edwardsiella phage pEt-SU]	False	0.981	222.0	1.123e-66													VOG04682	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_74	NC_048182	NC_048182	74	78957	79877	1	E			YP_009821974.1	YP_009821974.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.974	630.0	2.429e-204													VOG07883	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_75	NC_048182	NC_048182	75	79893	80513	1	E			YP_009821975.1	YP_009821975.1 hypothetical protein HOV39_gp075 [Edwardsiella phage pEt-SU]	True	0.976	426.0	1.336e-135													VOG04250	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_76	NC_048182	NC_048182	76	80519	81094	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	YP_009821976.1	YP_009821976.1 hypothetical protein HOV39_gp076 [Edwardsiella phage pEt-SU]	True	0.99	401.0	2.795e-127								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	
NC_048182_77	NC_048182	NC_048182	77	81072	81722	1	E			YP_009821977.1	YP_009821977.1 hypothetical protein HOV39_gp077 [Edwardsiella phage pEt-SU]	True	0.968	442.0	5.199e-141													VOG02282	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_78	NC_048182	NC_048182	78	81775	82107	-1	E			YP_004958046.1	YP_004958046.1 lambda Rz1-like protein [Pseudomonas phage OBP]	False	0.641	126.0	1.67e-33													VOG00017	sp|Q8LTD0|SPAN2_BPP2 Probable spanin, outer lipoprotein subunit; XhXp	Xp;Xh	0	False	
NC_048182_79	NC_048182	NC_048182	79	82058	82510	-1	E			YP_009821979.1	YP_009821979.1 hypothetical protein HOV39_gp079 [Edwardsiella phage pEt-SU]	False	0.912	288.0	8.494e-89													VOG00681	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_80	NC_048182	NC_048182	80	82507	83742	-1	E			YP_009821980.1	YP_009821980.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	1.0	872.0	4.284e-286													VOG07911	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_81	NC_048182	NC_048182	81	83773	84534	1	E			YP_009821981.1	YP_009821981.1 virion structural protein [Edwardsiella phage pEt-SU]	True	0.997	535.0	1.968e-172													VOG25662	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_82	NC_048182	NC_048182	82	84589	88287	1	E			YP_009821982.1	YP_009821982.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.997	2596.0	0.0													VOG00054	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_83	NC_048182	NC_048182	83	88348	92136	1	E			YP_009821983.1	YP_009821983.1 putative virion structural protein [Edwardsiella phage pEt-SU]	True	0.996	2657.0	0.0													VOG00054	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_84	NC_048182	NC_048182	84	92178	97277	1	D			YP_009821984.1	YP_009821984.1 BspA family leucine rich repeat surface protein [Edwardsiella phage pEt-SU]	True	0.982	3521.0	0.0								Mycoplasma protein of unknown function, DUF285 [PF03382.17]					VOG00773	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_85	NC_048182	NC_048182	85	97327	98304	-1	E			YP_009821985.1	YP_009821985.1 baseplate assembly protein [Edwardsiella phage pEt-SU]	True	0.965	662.0	6.649999999999998e-215													VOG07906	REFSEQ baseplate assembly protein; Xu	Xu	0	False	
NC_048182_86	NC_048182	NC_048182	86	98330	100807	1	D			YP_009821986.1	YP_009821986.1 putative DNA double strand break repair protein [Edwardsiella phage pEt-SU]	True	0.941	1630.0	0.0								RecF/RecN/SMC N terminal domain [PF02463.22]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xp;Xh	0	False	
NC_048182_87	NC_048182	NC_048182	87	100843	101409	1	E			YP_009821987.1	YP_009821987.1 hypothetical protein HOV39_gp087 [Edwardsiella phage pEt-SU]	True	0.959	381.0	1.717e-120													VOG04208	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_88	NC_048182	NC_048182	88	101406	101963	1	E			YP_009821988.1	YP_009821988.1 hypothetical protein HOV39_gp088 [Edwardsiella phage pEt-SU]	True	0.979	384.0	1.635e-121													VOG04208	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_89	NC_048182	NC_048182	89	102182	102976	1	D			YP_009821989.1	YP_009821989.1 transglycosylase [Edwardsiella phage pEt-SU]	True	0.939	522.0	1.091e-167								Transglycosylase SLT domain [PF01464.23]								0	False	
NC_048182_90	NC_048182	NC_048182	90	103036	103302	1	E			YP_009821990.1	YP_009821990.1 hypothetical protein HOV39_gp090 [Edwardsiella phage pEt-SU]	False	0.953	179.0	4.288e-52													VOG03929	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_91	NC_048182	NC_048182	91	103369	103749	1	E			YP_009821991.1	YP_009821991.1 hypothetical protein HOV39_gp091 [Edwardsiella phage pEt-SU]	False	0.999	224.0	4.44e-67																0	False	
NC_048182_92	NC_048182	NC_048182	92	103759	105726	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	YP_009821992.1	YP_009821992.1 NAD-dependent DNA ligase [Edwardsiella phage pEt-SU]	True	0.978	1351.0	0.0								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]					VOG07820	sp|A6LN55|DNLJ_THEM4 DNA ligase; XhXr	Xr;Xh	0	False	V
NC_048182_93	NC_048182	NC_048182	93	105782	106108	1	E			YP_009821993.1	YP_009821993.1 hypothetical protein HOV39_gp093 [Edwardsiella phage pEt-SU]	False	0.965	222.0	1.2379999999999998e-66																0	False	
NC_048182_94	NC_048182	NC_048182	94	106108	106695	1	E			YP_009821994.1	YP_009821994.1 hypothetical protein HOV39_gp094 [Edwardsiella phage pEt-SU]	True	1.0	416.0	2.884e-132																0	False	
NC_048182_95	NC_048182	NC_048182	95	106704	107189	1	C	K03469	ribonuclease HI [EC:3.1.26.4]	YP_009821995.1	YP_009821995.1 Rnase H [Edwardsiella phage pEt-SU]	True	1.0	350.0	4.331e-110								RNase H [PF00075.27]								0	False	
NC_048182_96	NC_048182	NC_048182	96	107200	107808	1	E			YP_009821996.1	YP_009821996.1 hypothetical protein HOV39_gp096 [Edwardsiella phage pEt-SU]	True	0.975	417.0	1.5630000000000002e-132																0	False	
NC_048182_97	NC_048182	NC_048182	97	107894	110032	1	E			YP_009821997.1	YP_009821997.1 hypothetical protein HOV39_gp097 [Edwardsiella phage pEt-SU]	True	0.947	1417.0	0.0													VOG00717	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_98	NC_048182	NC_048182	98	110150	111514	1	E			YP_009821998.1	YP_009821998.1 hypothetical protein HOV39_gp098 [Edwardsiella phage pEt-SU]	True	0.955	913.0	2.583e-299																0	False	
NC_048182_99	NC_048182	NC_048182	99	111641	111916	1	D			YP_009821999.1	YP_009821999.1 hypothetical protein HOV39_gp099 [Edwardsiella phage pEt-SU]	False	0.956	185.0	2.299e-54								Helix-turn-helix domain [PF13744.9]								0	False	
NC_048182_100	NC_048182	NC_048182	100	111924	112580	1	E			YP_009822000.1	YP_009822000.1 hypothetical protein HOV39_gp100 [Edwardsiella phage pEt-SU]	True	1.0	466.0	2.523e-149																0	False	
NC_048182_101	NC_048182	NC_048182	101	112588	113544	1	E			YP_009822001.1	YP_009822001.1 hypothetical protein HOV39_gp101 [Edwardsiella phage pEt-SU]	True	1.0	696.0	4.303999999999999e-227													VOG10759	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_102	NC_048182	NC_048182	102	113534	113884	1	E			YP_010665596.1	YP_010665596.1 hypothetical protein PQB72_gp135 [Klebsiella phage N1M2]	False	0.331	62.0	5.047e-11													VOG10760	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048182_103	NC_048182	NC_048182	103	113850	114455	1	E			YP_009822002.1	YP_009822002.1 hypothetical protein HOV39_gp102 [Edwardsiella phage pEt-SU]	True	0.966	411.0	2.318e-130																0	False	
