	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_055555.1_11	NC_055555.1	NC_055555.1	11	12256	14295	1	D			YP_010087455.1	YP_010087455.1 terminase DNA binding subunit 2 [Phascolarctid gammaherpesvirus 1]	True	0.967	1384.0	0.0								Herpesvirus processing and transport protein [PF01366.21]					VOG07865	sp|P12835|TRM1_HHV1A Tripartite terminase subunit 1; XhXr	Xr;Xh	0	False	V
NC_055555.1_12	NC_055555.1	NC_055555.1	12	14305	16734	1	C	K19255	Herpesviridae envelope glycoprotein B	YP_010087456.1	YP_010087456.1 glycoprotein B [Phascolarctid gammaherpesvirus 1]	True	0.957	1629.0	0.0								Herpesvirus Glycoprotein B [PF17416.5]; Herpesvirus Glycoprotein B ectodomain [PF00606.21]; Herpesvirus Glycoprotein B PH-like domain [PF17417.5]					VOG07843	sp|O36362|GB_ALHV1 Envelope glycoprotein B; XpXs	Xp;Xs	0	False	V
NC_055555.1_13	NC_055555.1	NC_055555.1	13	16848	19883	1	C	K18964	Herpesviridae DNA polymerase catalytic subunit [EC:2.7.7.7]	YP_010087457.1	YP_010087457.1 DNA polymerase [Phascolarctid gammaherpesvirus 1]	True	0.983	2097.0	0.0								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]					VOG00345	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_055555.1_14	NC_055555.1	NC_055555.1	14	19965	20471	1	E			YP_010087458.1	YP_010087458.1 Bcl-2-like protein [Phascolarctid gammaherpesvirus 1]	True	0.994	355.0	1.002e-111													VOG31666	REFSEQ Bcl-2-like protein; Xu	Xu	0	False	
NC_055555.1_15	NC_055555.1	NC_055555.1	15	20471	20968	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	YP_010087459.1	YP_010087459.1 trimeric dUTPase [Phascolarctid gammaherpesvirus 1]	False	0.971	340.0	1.922e-106								dUTPase [PF00692.22]								0	False	M
NC_055555.1_16	NC_055555.1	NC_055555.1	16	21026	22492	-1	D			YP_010087460.1	YP_010087460.1 putative proteinase/capsid scaffold protein [Phascolarctid gammaherpesvirus 1]	True	0.968	996.0	0.0	MER1327999	S21	MER1327999 - family S21 unassigned peptidases () [S21.UPW]#S21#{peptidase unit: 5-230}~source BBA90861~	False	0.537	231.0	1.859e-63	Assemblin (Peptidase family S21) [PF00716.20]					VOG07859	sp|P28936|SCAF_EHV1B Capsid scaffolding protein; XhXs	Xs;Xh	0	False	VP
NC_055555.1_17	NC_055555.1	NC_055555.1	17	22539	23318	1	D			YP_010087461.1	YP_010087461.1 hypothetical protein KM711_gp15 [Phascolarctid gammaherpesvirus 1]	True	0.948	518.0	2.766e-166								UL79 family [PF03049.17]					VOG08561	sp|O36368|UL79_ALHV1 Gene 18 protein; Xu	Xu	0	False	
NC_055555.1_18	NC_055555.1	NC_055555.1	18	23268	24890	-1	D			YP_010087462.1	YP_010087462.1 DNA packaging tegument protein [Phascolarctid gammaherpesvirus 1]	True	0.956	1067.0	0.0								Herpesvirus UL25 family [PF01499.19]					VOG07855	sp|P28928|CVC2_EHV1B Capsid vertex component 2; XpXrXs	Xr;Xp;Xs	0	False	V
NC_055555.1_19	NC_055555.1	NC_055555.1	19	25448	26980	1	D			YP_010087464.1	YP_010087464.1 thymidine kinase-like protein [Phascolarctid gammaherpesvirus 1]	True	0.984	1060.0	0.0								Thymidine kinase from herpesvirus [PF00693.21]; Deoxynucleoside kinase [PF01712.22]					VOG00557	sp|P24425|KITH_EHV4 Thymidine kinase; XhXr	Xr;Xh	0	False	V
NC_055555.1_20	NC_055555.1	NC_055555.1	20	26984	29179	1	D			YP_010087465.1	YP_010087465.1 gH [Phascolarctid gammaherpesvirus 1]	True	0.974	1502.0	0.0								Herpesvirus glycoprotein H main domain [PF02489.19]; Herpesvirus glycoprotein H C-terminal domain [PF17488.5]					VOG05910	sp|Q66625|GH_EHV2 Envelope glycoprotein H; XhXpXs	Xs;Xp;Xh	0	False	V
NC_055555.1_21	NC_055555.1	NC_055555.1	21	29235	31370	-1	D			YP_010087466.1	YP_010087466.1 hypothetical protein KM711_gp20 [Phascolarctid gammaherpesvirus 1]	True	0.975	1462.0	0.0								Herpesvirus UL87 family [PF03043.17]					VOG08562	sp|F5HFD2|ORF24_HHV8P Protein ORF24; Xu	Xu	0	False	
NC_055555.1_22	NC_055555.1	NC_055555.1	22	31405	35544	1	D			YP_010087467.1	YP_010087467.1 major capsid protein [Phascolarctid gammaherpesvirus 1]	True	0.979	2847.0	0.0								Herpes virus major capsid protein [PF03122.17]					VOG07851	sp|P28920|MCP_EHV1B Major capsid protein; Xs	Xs	0	False	V
NC_055555.1_23	NC_055555.1	NC_055555.1	23	35599	36510	1	D			YP_010087468.1	YP_010087468.1 capsid triplex subunit 2 [Phascolarctid gammaherpesvirus 1]	True	0.954	610.0	2.769e-197								Herpesvirus VP23 like capsid protein [PF01802.20]					VOG07853	sp|P28921|TRX2_EHV1B Triplex capsid protein 2; Xs	Xs	0	False	V
NC_055555.1_24	NC_055555.1	NC_055555.1	24	36610	36759	-1	E																								0	False	
NC_055555.1_25	NC_055555.1	NC_055555.1	25	37011	38558	1	D			YP_010087470.1	YP_010087470.1 ectonucleoside triphosphate diphosphohydrolase [Phascolarctid gammaherpesvirus 1]	True	0.977	1062.0	0.0								GDA1/CD39 (nucleoside phosphatase) family [PF01150.20]					VOG31665	sp|Q5DRK1|ENTP8_RAT Ectonucleoside triphosphate diphosphohydrolase 8; Xh	Xh	0	False	
NC_055555.1_26	NC_055555.1	NC_055555.1	26	38582	39634	-1	D			YP_010087471.1	YP_010087471.1 terminase [Phascolarctid gammaherpesvirus 1]	True	0.95	700.0	1.137e-227								Probable DNA packing protein, C-terminus [PF02499.18]					VOG00641	sp|Q01020|TRM3_SHV21 Tripartite terminase subunit 3; Xr	Xr	0	False	V
NC_055555.1_27	NC_055555.1	NC_055555.1	27	39870	40568	1	D			YP_010087473.1	YP_010087473.1 UL92 [Phascolarctid gammaherpesvirus 1]	True	1.0	493.0	2.385e-158								UL92 family [PF03048.17]					VOG08563	sp|O36380|UL92_ALHV1 Gene 31 protein; Xu	Xu	1	False	
NC_055555.1_28	NC_055555.1	NC_055555.1	28	40535	41905	1	D			YP_010087474.1	YP_010087474.1 viral DNA cleavage/packaging protein [Phascolarctid gammaherpesvirus 1]	True	0.99	955.0	4.746e-314								Herpesvirus UL17 protein [PF04559.15]					VOG02829	sp|P89440|CVC1_HHV2H Capsid vertex component 1; XhXrXs	Xs;Xr;Xh	0	False	V
NC_055555.1_29	NC_055555.1	NC_055555.1	29	41898	42917	1	D			YP_010087475.1	YP_010087475.1 CETP binding protein [Phascolarctid gammaherpesvirus 1]	True	0.992	712.0	5.319e-232								Herpesvirus UL16/UL94 family [PF03044.17]					VOG07854	sp|P0CK53|CEP2_EBVB9 Cytoplasmic envelopment protein 2; XhXpXs	Xs;Xp;Xh	1	False	V
NC_055555.1_30	NC_055555.1	NC_055555.1	30	42868	43830	-1	D			YP_010087471.1	YP_010087471.1 terminase [Phascolarctid gammaherpesvirus 1]	False	0.972	633.0	5.159e-205								Probable DNA packing protein, N-terminus [PF02500.18]					VOG00641	sp|Q01020|TRM3_SHV21 Tripartite terminase subunit 3; Xr	Xr	0	False	V
NC_055555.1_31	NC_055555.1	NC_055555.1	31	43832	44806	1	D			YP_010087476.1	YP_010087476.1 encapsidation chaperone protein [Phascolarctid gammaherpesvirus 1]	True	0.993	682.0	6.633e-222								UL95 family [PF03038.17]					VOG08565	sp|O36383|UL95_ALHV1 Gene 34 protein; Xu	Xu	0	False	
NC_055555.1_32	NC_055555.1	NC_055555.1	32	44806	45264	1	D			YP_010087477.1	YP_010087477.1 hypothetical protein KM711_gp31 [Phascolarctid gammaherpesvirus 1]	False	0.954	307.0	2.456e-95								Gammaherpesvirus protein of unknown function (DUF848) [PF05852.14]					VOG01792	sp|Q66639|UL96_EHV2 Gene 35 protein; Xu	Xu	0	False	
NC_055555.1_33	NC_055555.1	NC_055555.1	33	45242	46513	1	E			YP_010087478.1	YP_010087478.1 tyrosine kinase [Phascolarctid gammaherpesvirus 1]	True	1.0	899.0	5.108e-295													VOG00820	sp|Q66640|VG36_EHV2 Probable inactive protein kinase 38; Xu	Xu	0	False	
NC_055555.1_34	NC_055555.1	NC_055555.1	34	46477	47910	1	D			YP_010087479.1	YP_010087479.1 BGLF5 [Phascolarctid gammaherpesvirus 1]	True	0.982	990.0	0.0								Viral alkaline exonuclease [PF01771.20]					VOG05665	sp|Q01013|AN_SHV21 Shutoff alkaline exonuclease; Xu	Xu	0	False	
NC_055555.1_35	NC_055555.1	NC_055555.1	35	47865	48065	1	D																Herpesvirus UL11 homologue [PF10813.11]								0	False	
NC_055555.1_36	NC_055555.1	NC_055555.1	36	48120	49217	-1	D			YP_010087480.1	YP_010087480.1 glycoprotein M [Phascolarctid gammaherpesvirus 1]	True	0.933	716.0	7.692e-233								Herpesvirus glycoprotein M [PF01528.19]					VOG07856	sp|P28948|GM_EHV1B Envelope glycoprotein M; Xs	Xs	0	False	V
NC_055555.1_37	NC_055555.1	NC_055555.1	37	49370	51262	1	D			YP_010087481.1	YP_010087481.1 BBLF2/BBLF3 linker [Phascolarctid gammaherpesvirus 1]	True	0.995	1326.0	0.0								Herpesvirus DNA helicase/primase complex associated protein [PF03324.17]; Herpesvirus helicase-primase complex component [PF05774.14]					VOG01839	sp|Q2HR92|HEPA_HHV8P DNA helicase/primase complex-associated protein; Xr	Xr	0	False	V
NC_055555.1_38	NC_055555.1	NC_055555.1	38	51269	52066	-1	D			YP_010087482.1	YP_010087482.1 alkaline exonuclease [Phascolarctid gammaherpesvirus 1]	True	0.93	518.0	1.952e-166								Herpesvirus UL7 like [PF01677.19]					VOG05103	sp|P89430|CEP1_HHV2H Cytoplasmic envelopment protein 1; Xs	Xs	0	False	V
NC_055555.1_39	NC_055555.1	NC_055555.1	39	52041	53717	-1	D			YP_010087483.1	YP_010087483.1 UL6 [Phascolarctid gammaherpesvirus 1]	True	0.951	1116.0	0.0								Herpesvirus UL6 like [PF01763.19]					VOG07850	sp|Q01029|PORTL_SHV21 Portal protein; XrXs	Xr;Xs	0	False	V
NC_055555.1_40	NC_055555.1	NC_055555.1	40	53725	56052	1	D			YP_010087484.1	YP_010087484.1 helicase-primase ATPase subunit [Phascolarctid gammaherpesvirus 1]	True	0.979	1600.0	0.0								Helicase [PF02689.17]					VOG07846	sp|P28934|HELI_EHV1B DNA replication helicase; XhXr	Xr;Xh	0	False	V
NC_055555.1_41	NC_055555.1	NC_055555.1	41	56144	57193	-1	E			YP_010087485.1	YP_010087485.1 hypothetical protein KM711_gp39 [Phascolarctid gammaherpesvirus 1]	True	0.937	688.0	1.896e-223													VOG31667	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055555.1_42	NC_055555.1	NC_055555.1	42	57196	57948	-1	C	K03648	uracil-DNA glycosylase [EC:3.2.2.27]	YP_010087486.1	YP_010087486.1 UL2 [Phascolarctid gammaherpesvirus 1]	True	1.0	541.0	2.066e-174								Uracil DNA glycosylase superfamily [PF03167.22]					VOG07582	sp|Q91UM2|UNG_VACCA Uracil-DNA glycosylase; Xu	Xu	0	False	
NC_055555.1_43	NC_055555.1	NC_055555.1	43	57948	58361	-1	D			YP_010087487.1	YP_010087487.1 glycoprotein L [Phascolarctid gammaherpesvirus 1]	False	0.962	261.0	7.011e-80								Viral glycoprotein L [PF11108.11]					VOG08628	sp|O36396|GL_ALHV1 Envelope glycoprotein L; XpXs	Xp;Xs	0	False	V
NC_055555.1_44	NC_055555.1	NC_055555.1	44	58534	59397	-1	D			YP_010087488.1	YP_010087488.1 glycoprotein L [Phascolarctid gammaherpesvirus 1]	True	0.968	587.0	1.136e-189								Viral glycoprotein L [PF11108.11]					VOG08628	sp|O36396|GL_ALHV1 Envelope glycoprotein L; XpXs	Xp;Xs	0	False	V
NC_055555.1_45	NC_055555.1	NC_055555.1	45	59421	60704	-1	E			YP_010087489.1	YP_010087489.1 DUF832 [Phascolarctid gammaherpesvirus 1]	True	0.971	875.0	9.989e-287													VOG31668	REFSEQ DUF832; Xu	Xu	0	False	
NC_055555.1_46	NC_055555.1	NC_055555.1	46	61779	62738	-1	E			YP_010087490.1	YP_010087490.1 BRRF1 [Phascolarctid gammaherpesvirus 1]	True	0.982	663.0	1.949e-215													VOG05479	sp|Q2HR83|ORF49_HHV8P Protein ORF49; Xp	Xp	0	False	
NC_055555.1_47	NC_055555.1	NC_055555.1	47	62845	64731	1	D			YP_010087491.1	YP_010087491.1 bZIP transcription factor [Phascolarctid gammaherpesvirus 1]	True	0.973	1288.0	0.0								Herpesvirus transcription activation factor (transactivator) [PF03326.16]					VOG03092	sp|P03209|BRLF1_EBVB9 Replication and transcription activator; XhXpXs	Xs;Xp;Xh	0	False	V
NC_055555.1_48	NC_055555.1	NC_055555.1	48	64926	65033	1	E																								0	False	
NC_055555.1_49	NC_055555.1	NC_055555.1	49	66780	67295	1	E																								0	False	
NC_055555.1_50	NC_055555.1	NC_055555.1	50	68641	68793	1	E																								0	False	
NC_055555.1_51	NC_055555.1	NC_055555.1	51	69421	69921	1	E																								0	False	
NC_055555.1_52	NC_055555.1	NC_055555.1	52	69975	70142	1	E																								0	False	
NC_055555.1_53	NC_055555.1	NC_055555.1	53	70189	71133	1	E			YP_010087492.1	YP_010087492.1 BZLF2-like protein [Phascolarctid gammaherpesvirus 1]	True	0.982	652.0	7.645e-212													VOG01714	sp|O36400|VGA7_ALHV1 Putative C-type lectin protein A7; Xu	Xu	0	False	
NC_055555.1_54	NC_055555.1	NC_055555.1	54	71193	73931	1	E			YP_010087493.1	YP_010087493.1 hypothetical protein KM711_gp47 [Phascolarctid gammaherpesvirus 1]	True	0.947	1813.0	0.0													VOG31671	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055555.1_55	NC_055555.1	NC_055555.1	55	73963	74373	-1	D			YP_010087494.1	YP_010087494.1 BLRF2 [Phascolarctid gammaherpesvirus 1]	False	0.847	241.0	1.2400000000000001e-72								Herpesvirus BLRF2 protein [PF05812.15]					VOG05508	sp|Q2HR80|ORF52_HHV8P Tegument protein ORF52; XpXs	Xp;Xs	0	False	V
NC_055555.1_56	NC_055555.1	NC_055555.1	56	74749	75264	1	E																								0	False	
NC_055555.1_57	NC_055555.1	NC_055555.1	57	75261	75875	-1	D			YP_010087496.1	YP_010087496.1 tegument protein [Phascolarctid gammaherpesvirus 1]	True	0.93	400.0	1.83e-126								Herpes virus U44 protein [PF04533.16]					VOG01802	sp|P0CK49|TEG7_EBVB9 Tegument protein UL51 homolog; XhXs	Xs;Xh	0	False	V
NC_055555.1_58	NC_055555.1	NC_055555.1	58	75988	78540	1	E			YP_010087497.1	YP_010087497.1 DNA helicase-primase subunit B [Phascolarctid gammaherpesvirus 1]	True	0.985	1767.0	0.0													VOG07869	sp|P84401|PRIM_EHV1V DNA primase; Xr	Xr	0	False	V
NC_055555.1_59	NC_055555.1	NC_055555.1	59	79003	80526	1	D			YP_010087498.1	YP_010087498.1 transcriptional control factor [Phascolarctid gammaherpesvirus 1]	True	0.953	981.0	8.94e-322								Herpesvirus transcriptional regulator family [PF05459.15]					VOG07873	sp|O36407|IE63_ALHV1 Immediate-early phosphoprotein 57; Xh	Xh	0	False	
NC_055555.1_60	NC_055555.1	NC_055555.1	60	80523	81620	-1	D			YP_010087499.1	YP_010087499.1 BMFR2 [Phascolarctid gammaherpesvirus 1]	True	0.939	721.0	1.7540000000000002e-234								Herpesvirus BMRF2 protein [PF04633.15]					VOG08629	sp|Q01053|VG58_SHV21 Gene 58 protein; Xu	Xu	0	False	
NC_055555.1_61	NC_055555.1	NC_055555.1	61	81650	82711	-1	D			YP_010087500.1	YP_010087500.1 DNA replication accessory factor [Phascolarctid gammaherpesvirus 1]	True	0.972	725.0	3.125e-236								Herpes DNA replication accessory factor [PF04929.15]					VOG05472	sp|F5HID2|PAP_HHV8P DNA polymerase processivity factor; XhXs	Xs;Xh	0	False	V
NC_055555.1_62	NC_055555.1	NC_055555.1	62	82848	84047	-1	E			YP_010087501.1	YP_010087501.1 hypothetical protein KM711_gp55 [Phascolarctid gammaherpesvirus 1]	True	0.983	827.0	9.713000000000002e-271													VOG31670	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055555.1_63	NC_055555.1	NC_055555.1	63	84304	85230	-1	D			YP_010087502.1	YP_010087502.1 core gene UL40 family [Phascolarctid gammaherpesvirus 1]	True	0.973	634.0	1.564e-205								Ribonucleotide reductase, small chain [PF00268.24]					VOG00527	sp|P69924|RIR2_ECOLI Ribonucleoside-diphosphate reductase 1 subunit beta; Xh	Xh	0	False	
NC_055555.1_64	NC_055555.1	NC_055555.1	64	85254	87668	-1	D			YP_010087503.1	YP_010087503.1 ribonucleotide reductase large subunit [Phascolarctid gammaherpesvirus 1]	True	0.98	1663.0	0.0								Ribonucleotide reductase, barrel domain [PF02867.18]					VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_055555.1_65	NC_055555.1	NC_055555.1	65	87701	88720	-1	D			YP_010087504.1	YP_010087504.1 capsid assembly and DNA maturation protein-like protein [Phascolarctid gammaherpesvirus 1]	True	0.989	709.0	3.524e-231								Herpesvirus capsid shell protein VP19C [PF03327.17]					VOG01844	sp|Q01051|TRX1_SHV21 Triplex capsid protein 1; Xs	Xs	0	False	V
NC_055555.1_66	NC_055555.1	NC_055555.1	66	88737	91541	1	D			YP_010087505.1	YP_010087505.1 tegument protein [Phascolarctid gammaherpesvirus 1]	True	0.976	1921.0	0.0								Herpes virus tegument protein U30 [PF04523.16]					VOG02901	sp|Q01055|ITP_SHV21 Inner tegument protein; Xs	Xs	0	False	V
NC_055555.1_67	NC_055555.1	NC_055555.1	67	91534	98274	1	D			YP_010087506.1	YP_010087506.1 tegument protein [Phascolarctid gammaherpesvirus 1]	True	0.955	4507.0	0.0	MER0200506	C76	MER0200506 - family C76 (general) () [C76.UPW]#C76#{peptidase unit: 25-185}~source ABB22283~	False	0.428	109.0	1.0120000000000001e-21	Herpesvirus tegument protein, N-terminal conserved region [PF04843.15]					VOG05493	sp|A8E1C4|LTP_MUHVK Large tegument protein deneddylase; XhXpXs	Xs;Xp;Xh	0	False	VP
NC_055555.1_68	NC_055555.1	NC_055555.1	68	98548	99873	-1	D			YP_010087508.1	YP_010087508.1 UL49 [Phascolarctid gammaherpesvirus 1]	True	0.991	925.0	8.071e-304								UL49 family [PF03117.17]					VOG08556	sp|P52441|UL49_HHV6U Protein U33; Xu	Xu	0	False	
NC_055555.1_69	NC_055555.1	NC_055555.1	69	99813	100646	-1	D			YP_010087509.1	YP_010087509.1 BFRF1 [Phascolarctid gammaherpesvirus 1]	True	0.978	573.0	3.202e-185								Herpesvirus virion protein U34 [PF04541.16]					VOG08560	sp|F5HA27|NEC2_HHV8P Nuclear egress protein 2; Xh	Xh	0	False	
NC_055555.1_70	NC_055555.1	NC_055555.1	70	100851	102287	1	D			YP_010087511.1	YP_010087511.1 putative glycoprotein [Phascolarctid gammaherpesvirus 1]	True	0.986	995.0	0.0								Herpesvirus putative major envelope glycoprotein [PF01673.21]					VOG07858	sp|P09282|UL32_VZVD Packaging protein UL32; Xu	Xu	0	False	
NC_055555.1_71	NC_055555.1	NC_055555.1	71	102429	103247	1	D			YP_010087512.1	YP_010087512.1 hypothetical protein KM711_gp66 [Phascolarctid gammaherpesvirus 1]	True	0.971	558.0	4.033e-180								Herpesvirus UL31-like protein [PF02718.17]					VOG07871	sp|P10215|NEC1_HHV11 Nuclear egress protein 1; Xu	Xu	0	False	
NC_055555.1_72	NC_055555.1	NC_055555.1	72	103600	104199	-1	E																								0	False	
NC_055555.1_73	NC_055555.1	NC_055555.1	73	104769	105110	-1	E			YP_010087515.1	YP_010087515.1 hypothetical protein KM711_gp69 [Phascolarctid gammaherpesvirus 1]	False	1.0	241.0	2.175e-73																0	False	
NC_055555.1_74	NC_055555.1	NC_055555.1	74	105199	105825	-1	E			YP_010087516.1	YP_010087516.1 hypothetical protein KM711_gp70 [Phascolarctid gammaherpesvirus 1]	True	0.92	402.0	2.431e-127																0	False	
NC_055555.1_75	NC_055555.1	NC_055555.1	75	105879	109853	-1	D			YP_010087517.1	YP_010087517.1 tegument protein [Phascolarctid gammaherpesvirus 1]	True	0.974	2717.0	0.0								CobB/CobQ-like glutamine amidotransferase domain [PF13507.9]; dsDNA viral tegument protein [PF12818.10]; AIR synthase related protein, C-terminal domain [PF02769.25]					VOG05614	sp|Q9QR70|ORF75_HHV8P Protein ORF75; Xs	Xs	0	False	V
NC_055555.1_76	NC_055555.1	NC_055555.1	76	111385	111615	1	E																								0	False	
NC_055555.1_77	NC_055555.1	NC_055555.1	77	111847	112809	1	E			YP_010087518.1	YP_010087518.1 hypothetical protein KM711_gp72 [Phascolarctid gammaherpesvirus 1]	True	0.909	575.0	4.932e-185													VOG31672	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055555.1_78	NC_055555.1	NC_055555.1	78	113127	113654	1	D			YP_010087519.1	YP_010087519.1 E3-M1/8-like protein [Phascolarctid gammaherpesvirus 1]	True	0.96	355.0	1.022e-111								RING-variant domain [PF12906.10]					VOG02801	sp|Q9Q8T2|LAP_RFVKA E3 ubiquitin-protein ligase LAP; XhXp	Xp;Xh	0	False	F
NC_055555.1_79	NC_055555.1	NC_055555.1	79	114000	114866	1	C	K00560	thymidylate synthase [EC:2.1.1.45]	YP_010087520.1	YP_010087520.1 thymidylate synthase [Phascolarctid gammaherpesvirus 1]	True	1.0	622.0	7.788e-202								Thymidylate synthase [PF00303.22]					VOG00416	sp|P00471|TYSY_BPT4 Thymidylate synthase; Xr	Xr	0	False	VMF
NC_055555.1_80	NC_055555.1	NC_055555.1	80	115055	115528	1	E			YP_010087521.1	YP_010087521.1 hypothetical protein KM711_gp75 [Phascolarctid gammaherpesvirus 1]	False	1.0	340.0	1.308e-106																0	False	F
NC_055555.1_81	NC_055555.1	NC_055555.1	81	115537	115683	-1	E																								0	False	F
NC_055555.1_82	NC_055555.1	NC_055555.1	82	115680	115817	-1	E																								0	False	F
NC_055555.1_83	NC_055555.1	NC_055555.1	83	116402	116662	-1	E																								0	False	F
NC_055555.1_84	NC_055555.1	NC_055555.1	84	116643	116729	-1	E																								0	False	F
