	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_051608_NC_051608_22	NC_051608	NC_051608	22	19682	20764	1	E								0
NC_051608_NC_051608_23	NC_051608	NC_051608	23	20770	21084	1	E								0
NC_051608_NC_051608_24	NC_051608	NC_051608	24	21084	23462	1	E								0
NC_051608_NC_051608_25	NC_051608	NC_051608	25	23459	24463	1	E								0
NC_051608_NC_051608_26	NC_051608	NC_051608	26	24557	24928	1	E								0
NC_051608_NC_051608_27	NC_051608	NC_051608	27	24950	26653	1	C	K03791	putative chitinase	Chitinase class I [PF00182.22]; Peptidase_C39 like family [PF13529.9]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_051608_NC_051608_28	NC_051608	NC_051608	28	26662	27390	1	D			Cutinase [PF01083.25]; PE-PPE domain [PF08237.14]					0
NC_051608_NC_051608_29	NC_051608	NC_051608	29	27401	27862	1	E								0
NC_051608_NC_051608_30	NC_051608	NC_051608	30	27859	28200	1	E								0
NC_051608_NC_051608_31	NC_051608	NC_051608	31	28435	29565	1	E								0
NC_051608_NC_051608_32	NC_051608	NC_051608	32	29565	29792	1	E								0
NC_051608_NC_051608_33	NC_051608	NC_051608	33	29980	30399	1	E								0
NC_051608_NC_051608_34	NC_051608	NC_051608	34	30396	30680	1	E								0
NC_051608_NC_051608_35	NC_051608	NC_051608	35	31037	31912	1	E								0
NC_051608_NC_051608_36	NC_051608	NC_051608	36	32465	33844	1	C	K14059	integrase	Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					0
NC_051608_NC_051608_37	NC_051608	NC_051608	37	33855	34130	1	E								0
NC_051608_NC_051608_38	NC_051608	NC_051608	38	34230	35048	-1	E								0
NC_051608_NC_051608_39	NC_051608	NC_051608	39	35106	35465	-1	E								0
NC_051608_NC_051608_40	NC_051608	NC_051608	40	35707	35940	1	E								0
NC_051608_NC_051608_41	NC_051608	NC_051608	41	35937	36149	1	E								0
NC_051608_NC_051608_42	NC_051608	NC_051608	42	36153	36479	1	E								0
NC_051608_NC_051608_43	NC_051608	NC_051608	43	36552	36788	1	E								0
NC_051608_NC_051608_44	NC_051608	NC_051608	44	36788	36952	1	E								0
NC_051608_NC_051608_45	NC_051608	NC_051608	45	36949	37209	1	E								0
NC_051608_NC_051608_46	NC_051608	NC_051608	46	37206	37994	1	E								0
NC_051608_NC_051608_47	NC_051608	NC_051608	47	37991	38245	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	Transcription factor WhiB [PF02467.19]					0
NC_051608_NC_051608_48	NC_051608	NC_051608	48	38254	39063	1	D			Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_051608_NC_051608_49	NC_051608	NC_051608	49	39075	39458	1	E								0
NC_051608_NC_051608_50	NC_051608	NC_051608	50	39489	39833	1	E								0
NC_051608_NC_051608_51	NC_051608	NC_051608	51	39830	40297	1	E								0
NC_051608_NC_051608_52	NC_051608	NC_051608	52	40290	40580	1	E								0
NC_051608_NC_051608_53	NC_051608	NC_051608	53	40591	41142	1	D			Exonuclease [PF00929.27]					0
NC_051608_NC_051608_54	NC_051608	NC_051608	54	41139	41465	1	E								0
NC_051608_NC_051608_55	NC_051608	NC_051608	55	41462	42331	1	E								0
NC_051608_NC_051608_56	NC_051608	NC_051608	56	42340	42633	1	E								0
NC_051608_NC_051608_57	NC_051608	NC_051608	57	42699	43169	1	E								0
NC_051608_NC_051608_58	NC_051608	NC_051608	58	43378	43500	1	E								0
NC_051608_NC_051608_59	NC_051608	NC_051608	59	43584	44096	1	E								0
NC_051608_NC_051608_60	NC_051608	NC_051608	60	44192	44431	1	D			Glutaredoxin [PF00462.27]					0
NC_051608_NC_051608_61	NC_051608	NC_051608	61	44431	44766	1	E								0
NC_051608_NC_051608_62	NC_051608	NC_051608	62	44806	47412	1	C	K06919	putative DNA primase/helicase	D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]					0
NC_051608_NC_051608_63	NC_051608	NC_051608	63	47818	48495	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	Endodeoxyribonuclease RusA [PF05866.14]					0
NC_051608_NC_051608_64	NC_051608	NC_051608	64	48488	49111	1	E								0
NC_051608_NC_051608_65	NC_051608	NC_051608	65	49108	50211	1	E								0
NC_051608_NC_051608_66	NC_051608	NC_051608	66	50223	50606	1	E								0
NC_051608_NC_051608_67	NC_051608	NC_051608	67	50603	50875	1	E								0
NC_051608_NC_051608_68	NC_051608	NC_051608	68	50909	51241	1	E								0
NC_051608_NC_051608_69	NC_051608	NC_051608	69	51375	51644	1	E								0
NC_051608_NC_051608_70	NC_051608	NC_051608	70	51776	52162	1	E								0
NC_051608_NC_051608_71	NC_051608	NC_051608	71	52259	53086	1	D			Protein of unknown function (DUF2637) [PF10935.11]					0
NC_051608_NC_051608_72	NC_051608	NC_051608	72	53083	53490	1	E								0
NC_051608_NC_051608_73	NC_051608	NC_051608	73	53487	53864	1	E								0
NC_051608_NC_051608_74	NC_051608	NC_051608	74	53861	53959	1	E								0
NC_051608_NC_051608_75	NC_051608	NC_051608	75	53974	54162	1	E								0
NC_051608_NC_051608_76	NC_051608	NC_051608	76	54258	55442	1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	tRNA-splicing ligase RtcB [PF01139.20]					0
NC_051608_NC_051608_77	NC_051608	NC_051608	77	55444	56052	1	E								0
NC_051608_NC_051608_78	NC_051608	NC_051608	78	56045	56620	1	E								0
NC_051608_NC_051608_79	NC_051608	NC_051608	79	56617	56874	1	E								0
NC_051608_NC_051608_80	NC_051608	NC_051608	80	57075	57926	1	E								0
NC_051608_NC_051608_81	NC_051608	NC_051608	81	58038	58601	1	D			SprT-like family [PF10263.12]					0
NC_051608_NC_051608_82	NC_051608	NC_051608	82	58718	59350	1	E								0
NC_051608_NC_051608_83	NC_051608	NC_051608	83	59576	59824	1	E								0
NC_051608_NC_051608_84	NC_051608	NC_051608	84	59824	59946	1	E								0
NC_051608_NC_051608_85	NC_051608	NC_051608	85	60072	60452	1	E								0
NC_051608_NC_051608_86	NC_051608	NC_051608	86	60833	61147	1	E								0
NC_051608_NC_051608_87	NC_051608	NC_051608	87	61162	61413	1	E								0
NC_051608_NC_051608_88	NC_051608	NC_051608	88	61413	61709	1	D			HNH endonuclease [PF13395.9]; HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]					0
