Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NC_008380.1_4521993_4523207_+	K00266		1.9e-13	39.4
NC_008378.1_192710_193939_-	K00274		6.5e-53	179.2
NC_008380.1_1097268_1097888_+	K00275		7.1e-84	280.8
NC_008380.1_1253556_1254125_-	K00275		5.3e-22	77.1
NC_008380.1_3199914_3201902_-	K00276		1.4e-216	719.9
NC_008384.1_667672_669213_-	K00278		8.6e-164	544.4
NC_008380.1_2707328_2710105_+	K00281		0	1682.9
NC_008378.1_451379_452629_+	K00285		1.4e-182	606.3
NC_008380.1_3080389_3081600_-	K00285		2.4e-115	384.5
NC_008380.1_849632_850891_-	K00285		1.5e-97	325.9
NC_008380.1_3632148_3632975_-	K00286		1.6e-89	300.0
NC_008378.1_562265_563059_-	K00286		3.5e-55	186.8
NC_008378.1_455842_456624_-	K00286		7.5e-33	113.0
NC_008380.1_3405812_3406330_-	K00287		8.6e-66	221.0
NC_008380.1_3495330_3496238_-	K00297		5.6e-108	360.3
NC_008379.1_278250_279125_-	K00297		1.1e-38	131.7
NC_008381.1_238784_239344_+	K00299		1.9e-57	193.5
NC_008379.1_333115_333675_-	K00299		3.8e-53	179.3
NC_008380.1_3479760_3480935_-	K00301		4.8e-54	182.5
NC_008380.1_3481023_3482213_-	K00301		2.2e-42	144.0
NC_008378.1_656731_658056_-	K00301		2.3e-42	143.1
NC_008380.1_4365262_4368255_-	K00302		0	1564.5
NC_008380.1_4369007_4370260_-	K00303		7.2e-219	725.2
NC_008380.1_4368252_4368593_-	K00304		9e-46	154.6
NC_008380.1_4364721_4365269_-	K00305		1.6e-55	186.8
NC_008384.1_250726_253287_-	K00309		8.6e-169	561.5
NC_008380.1_322594_323277_-	K00310		1.5e-37	128.0
NC_008380.1_1522912_1524576_+	K00311		6.1e-266	882.7
NC_008381.1_198554_199861_-	K00313		1.6e-143	477.6
NC_008381.1_228918_229910_+	K00320		1.1e-25	89.2
NC_008380.1_4209984_4211042_-	K00320		2.3e-23	81.3
NC_008380.1_2182542_2183951_-	K00322		3.4e-194	645.4
NC_008383.1_45465_47039_+	K00323		1e-187	625.3
NC_008380.1_4381653_4382864_-	K00324		9.1e-133	442.2
NC_008380.1_4381255_4381653_-	K00324		6.2e-37	126.5
NC_008380.1_4379853_4381247_-	K00325		6.5e-216	717.4
NC_008383.1_47061_48500_+	K00325		9.1e-205	680.6
NC_008380.1_1783176_1783550_+	K00330		7.3e-56	188.3
NC_008380.1_1786293_1787459_+	K00334		1.3e-86	287.7
NC_008380.1_4673698_4674177_-	K00334		2.7e-42	144.1
NC_008380.1_4672145_4673641_-	K00335		4e-164	545.6
NC_008380.1_1791806_1792849_+	K00337		1.8e-138	461.0
NC_008380.1_1793526_1794140_+	K00339		1.9e-57	193.1
NC_008380.1_1794164_1794472_+	K00340		2.5e-43	146.5
NC_008380.1_1794480_1796480_+	K00341		1.6e-258	858.4
NC_008380.1_1796480_1797991_+	K00342		2.6e-208	691.9
NC_008380.1_1798010_1799455_+	K00343		7.1e-158	525.5
NC_008380.1_2492076_2493056_+	K00344		3.4e-116	387.4
NC_008380.1_3683693_3684673_-	K00344		2.2e-99	332.0
NC_008384.1_549196_550197_-	K00344		2.4e-94	315.4
NC_008380.1_1322652_1323626_-	K00344		1.6e-89	299.5
NC_008380.1_929348_930460_-	K00344		5.2e-83	277.9
NC_008380.1_2637956_2639128_+	K00354		5.3e-72	241.7
NC_008384.1_537507_538892_-	K00354		2.9e-51	163.3
NC_008380.1_3073208_3073828_-	K00355		5.9e-55	185.8
NC_008380.1_319176_319769_+	K00355		6e-49	166.1
NC_008378.1_328860_329441_+	K00355		1.5e-34	118.8
NC_008380.1_2094963_2097413_-	K00362		5.3e-238	791.9
NC_008380.1_2091965_2094622_-	K00372		0	1235.2
NC_008380.1_3397289_3399307_+	K00375		3.3e-171	569.3
NC_008380.1_3275482_3276870_+	K00375		3.4e-90	301.7
NC_008378.1_45667_47094_+	K00375		5.3e-67	225.1
NC_008380.1_2747365_2749005_+	K00375		4.8e-54	181.5
NC_008380.1_2394503_2396701_-	K00380		1.7e-100	194.0
NC_008380.1_2394503_2396701_-	K00380		1.7e-100	143.5
NC_008380.1_2412338_2414008_+	K00381		1.4e-170	568.1
NC_008380.1_4710176_4711582_-	K00382		1.1e-206	686.5
NC_008380.1_2367798_2369246_+	K00382		2e-182	606.2
NC_008381.1_319624_321021_+	K00382		7.4e-172	571.4
NC_008380.1_2851820_2853205_-	K00383		3.2e-192	638.7
NC_008380.1_3603496_3604470_+	K00384		2e-141	471.1
NC_008380.1_1328143_1328901_-	K00390		2.7e-80	268.5
NC_008381.1_206260_207882_+	K00404		2.9e-234	776.5
NC_008379.1_18052_19674_-	K00404		8.3e-233	771.7
NC_008380.1_578064_579707_-	K00404		4.1e-204	676.9
NC_008381.1_207891_208625_+	K00405		1.7e-101	337.7
NC_008379.1_17309_18043_-	K00405		1.8e-101	337.7
NC_008380.1_577308_578060_-	K00405		5.5e-91	303.1
NC_008379.1_16283_17146_-	K00406		1.3e-94	316.7
NC_008381.1_208788_209651_+	K00406		1.4e-94	316.6
NC_008380.1_576250_577128_-	K00406		1.1e-82	277.2
NC_008380.1_2753775_2754599_+	K00406		1.9e-10	36.0
NC_008379.1_17148_17300_-	K00407		4.6e-14	51.0
NC_008381.1_208634_208786_+	K00407		1.9e-13	49.0
NC_008380.1_3656121_3657389_-	K00410		2.1e-208	691.8
NC_008380.1_3657404_3658063_-	K00411		3.6e-82	275.3
NC_008380.1_3655211_3656095_-	K00413		1.1e-110	368.9
NC_008379.1_301265_302845_+	K00425		8.7e-191	634.3
NC_008379.1_302852_304006_+	K00426		4.6e-113	376.8
NC_008384.1_311641_312930_-	K00428		1.4e-78	263.9
NC_008380.1_354672_356210_-	K00428		2.8e-13	40.3
NC_008380.1_1780253_1780801_+	K00432		1.5e-66	224.1
NC_008378.1_484970_485950_-	K00433		1.9e-137	457.5
NC_008384.1_148854_149837_+	K00433		2.5e-137	457.1
NC_008380.1_3135846_3136682_+	K00433		1.1e-130	435.1
NC_008378.1_308566_309363_-	K00433		9.9e-16	55.8
NC_008380.1_2452502_2453272_-	K00433		2.2e-14	51.7
NC_008380.1_3016772_3017734_-	K00446		1.5e-106	355.6
NC_008384.1_101102_101713_-	K00448		4.9e-75	250.1
NC_008384.1_101716_102465_-	K00449		9.1e-96	320.4
NC_008380.1_3180526_3181302_+	K00449		3e-21	74.6
NC_008380.1_1957210_1958571_+	K00451		1.8e-216	719.2
NC_008380.1_1956039_1957148_+	K00457		1.4e-108	362.9
NC_008380.1_3009909_3011801_-	K00457		7e-83	276.7
NC_008384.1_89357_91252_-	K00457		2.4e-78	263.1
NC_008380.1_2421359_2422444_+	K00459		3.4e-103	345.4
NC_008380.1_580205_581179_-	K00459		1.7e-76	257.3
NC_008380.1_3301423_3302346_+	K00477		2.6e-36	124.2
NC_008380.1_869484_870305_-	K00477		4e-17	61.1
NC_008380.1_4492393_4493580_+	K00477		2.2e-12	45.4
NC_008380.1_4284298_4285104_-	K00477		1.5e-07	28.8
NC_008378.1_583643_584896_-	K00479		1.3e-180	599.2
NC_008380.1_4134322_4135563_+	K00481		2.3e-188	624.7
NC_008380.1_1954004_1954795_-	K00500		2.8e-86	288.8
NC_008380.1_2049554_2053435_-	K00525		8.1e-203	673.6
NC_008380.1_4515662_4517785_-	K00525		1.3e-154	513.1
NC_008380.1_4514452_4515426_-	K00526		1.5e-95	319.3
NC_008380.1_1565651_1566901_+	K00529		2e-151	503.6
NC_008384.1_672121_673347_-	K00529		3.3e-144	479.9
NC_008380.1_3050224_3050589_+	K00537		1.7e-39	134.8
NC_008380.1_324386_324736_-	K00537		7.8e-26	89.8
NC_008380.1_3147641_3148294_+	K00545		4.3e-22	77.4
NC_008381.1_430040_430948_+	K00547		6.7e-57	191.6
NC_008380.1_1421411_1422358_-	K00547		2.1e-38	131.0
NC_008380.1_3529747_3533520_-	K00548		0	2040.7
NC_008380.1_4830749_4831480_+	K00554		9e-114	379.0
NC_008380.1_2035350_2037359_-	K00558		7.1e-73	244.5
NC_008380.1_3406344_3407204_-	K00560		6.8e-147	489.2
NC_008380.1_146893_147909_-	K00564		3.6e-68	229.5
NC_008380.1_4180678_4181979_-	K00566		1.5e-136	454.3
NC_008380.1_326890_327453_+	K00567		4.8e-45	153.1
NC_008380.1_4559068_4559829_+	K00568		2.8e-104	347.8
NC_008380.1_1728322_1728954_-	K00568		6.1e-31	106.5
NC_008379.1_132219_133268_+	K00568		1.2e-20	72.7
NC_008380.1_870302_871633_-	K00568		2.7e-14	51.6
NC_008378.1_836570_837178_-	K00568		9.2e-12	43.4
NC_008380.1_509741_510412_+	K00570		9.8e-74	247.1
NC_008380.1_367178_367777_-	K00570		3.2e-57	193.0
NC_008380.1_1402398_1403051_-	K00570		2.4e-36	124.4
NC_008379.1_108125_108952_-	K00573		8.2e-89	297.4
NC_008380.1_2163735_2164388_+	K00573		4.4e-48	163.2
NC_008378.1_408099_408992_-	K00573		4.3e-46	156.7
NC_008380.1_2140993_2141658_+	K00573		2.6e-45	154.1
NC_008380.1_2085040_2086299_-	K00574		4e-148	492.8
NC_008380.1_1026676_1027935_+	K00574		2.3e-124	414.5
NC_008378.1_630386_630889_+	K00574		1.4e-20	43.3
NC_008380.1_742179_743087_+	K00575		1e-92	310.0
NC_008380.1_4257217_4258074_-	K00575		2e-88	295.9
NC_008380.1_4054278_4054871_+	K00587		3e-16	58.1
NC_008380.1_3326891_3327598_-	K00587		9e-13	47.0
NC_008380.1_2483815_2484441_+	K00587		1.2e-09	35.8
NC_008380.1_3078555_3079166_-	K00588		1.7e-26	91.1
NC_008384.1_677702_679225_-	K00595		9.3e-155	515.0
NC_008380.1_1379862_1380632_-	K00598		7e-98	326.5
NC_008380.1_867749_868378_-	K00598		2.8e-10	38.4
NC_008380.1_877662_878372_-	K00598		1.7e-08	32.6
NC_008380.1_1693675_1694973_+	K00600		5.3e-217	721.8
NC_008380.1_5030574_5032190_-	K00602		2.4e-233	775.1
NC_008380.1_470981_471916_+	K00604		6.3e-102	340.5
NC_008380.1_2705719_2706855_+	K00605		4.8e-153	509.8
NC_008384.1_584703_587072_+	K00605		4.9e-125	417.1
NC_008384.1_595426_596559_-	K00605		5e-90	301.5
NC_008378.1_389251_390072_+	K00606		7.7e-119	396.2
NC_008384.1_671279_672094_-	K00606		3.4e-58	180.5
NC_008380.1_1828951_1829907_-	K00609		3e-141	469.5
NC_008380.1_594964_595878_+	K00611		1e-138	461.4
NC_008380.1_4338982_4339743_-	K00611		4.2e-43	146.3
NC_008380.1_4232574_4234547_+	K00615		3.5e-203	675.8
NC_008381.1_467953_469989_-	K00615		1.4e-199	663.9
NC_008380.1_2877606_2878415_-	K00615		4.9e-80	268.6
NC_008380.1_4454319_4455284_-	K00616		1.3e-114	382.9
NC_008383.1_93578_93832_+	K00616		1e-12	46.9
NC_008380.1_3049017_3049460_+	K00619		2e-28	98.0
NC_008380.1_1385780_1386256_+	K00619		4.4e-15	54.2
NC_008380.1_4565131_4566492_-	K00620		7.5e-172	571.9
NC_008380.1_4914085_4915266_-	K00626		1.4e-165	550.5
NC_008381.1_313741_314928_+	K00626		2.5e-155	516.7
NC_008380.1_2365182_2366537_+	K00627		9.7e-162	538.6
NC_008383.1_84816_85052_-	K00627		1.8e-18	65.5
NC_008380.1_639418_640626_+	K00632		6.3e-127	422.6
NC_008378.1_397879_399042_+	K00632		1.8e-119	398.0
NC_008379.1_159374_160093_+	K00633		5.7e-33	110.2
NC_008380.1_3572590_3573777_-	K00639		1.6e-207	689.7
NC_008380.1_2330968_2331801_+	K00640		8.7e-87	279.5
NC_008380.1_4399657_4400475_+	K00640		3.1e-81	271.8
NC_008381.1_133030_134205_+	K00641		1.2e-104	349.2
NC_008380.1_4650630_4651898_-	K00643		3.7e-214	711.7
NC_008379.1_7087_8301_-	K00643		1.3e-212	706.5
NC_008380.1_1624934_1625878_+	K00645		1.9e-116	388.5
NC_008380.1_1712777_1713772_+	K00648		1.1e-132	442.4
NC_008380.1_4894380_4895303_-	K00651		9.9e-138	458.4
NC_008380.1_4603406_4604203_+	K00655		1.6e-46	157.9
NC_008379.1_220009_220629_-	K00655		6.7e-37	126.1
NC_008380.1_4706270_4707220_-	K00655		1.3e-16	59.4
NC_008380.1_1411296_1411790_-	K00657		2.6e-21	75.2
NC_008380.1_4713719_4714996_-	K00658		5e-185	614.3
NC_008381.1_182056_182628_-	K00661		2.9e-83	278.4
NC_008380.1_289585_290133_+	K00661		6e-75	251.2
NC_008380.1_885884_886477_-	K00661		4.5e-41	130.5
NC_008378.1_585907_587559_-	K00661		1.1e-36	125.3
NC_008380.1_3840480_3840986_+	K00661		6.4e-28	96.4
NC_008380.1_1252423_1253343_+	K00662		3.3e-73	245.4
NC_008380.1_49400_49873_+	K00663		6.4e-39	132.8
NC_008378.1_546063_547649_+	K00666		1.9e-164	547.1
NC_008380.1_543654_545354_-	K00666		2.7e-146	487.2
NC_008378.1_396330_397859_+	K00666		3e-83	278.8
NC_008380.1_2351139_2351957_+	K00677		1.5e-102	341.7
NC_008380.1_4279455_4281191_+	K00681		1.3e-186	620.7
NC_008380.1_4858508_4860292_+	K00681		3.1e-160	533.5
NC_008378.1_360180_361673_+	K00681		3.7e-130	434.3
NC_008380.1_2198104_2198718_-	K00684		1e-92	309.9
NC_008380.1_4352662_4355124_+	K00688		0	1139.0
NC_008380.1_1719087_1721315_+	K00694		6.5e-215	714.1
NC_008380.1_602667_604574_-	K00694		1.1e-89	300.1
NC_008380.1_101283_103151_+	K00694		2.3e-88	295.6
NC_008380.1_539920_541326_-	K00697		9.8e-182	603.9
NC_008378.1_772698_774908_+	K00700		5.7e-295	977.2
NC_008380.1_4355298_4357328_+	K00700		2.9e-284	944.4
NC_008380.1_4358614_4360056_+	K00703		9.7e-166	551.4
NC_008378.1_791054_792919_+	K00705		1.5e-178	586.1
NC_008384.1_423720_424493_+	K00721		7.5e-50	168.8
NC_008380.1_2352839_2354017_+	K00748		5.8e-126	420.2
NC_008380.1_4203320_4204144_+	K00750		6.1e-55	185.3
NC_008380.1_238765_240072_+	K00758		9.3e-176	584.1
NC_008380.1_3654553_3655095_-	K00759		7.5e-79	263.9
NC_008380.1_4093703_4094419_+	K00759		1.1e-14	53.0
NC_008380.1_4599262_4599804_-	K00760		4.4e-53	179.0
NC_008380.1_240774_241418_-	K00761		5.1e-101	337.0
NC_008380.1_537924_538613_+	K00762		9.8e-61	204.5
NC_008380.1_227421_228725_+	K00763		5.4e-59	198.9
NC_008380.1_1613195_1614685_-	K00764		3.1e-201	668.6
NC_008380.1_947482_948177_+	K00765		3.6e-59	199.6
NC_008380.1_2628498_2629514_+	K00766		1.4e-140	467.9
NC_008384.1_666771_667670_-	K00767		1e-127	425.6
NC_008380.1_2938300_2939889_-	K00768		2.5e-120	401.6
NC_008380.1_2054896_2055390_-	K00769		5.5e-83	276.8
NC_008380.1_2536532_2537596_+	K00773		2.3e-203	676.5
NC_008380.1_4992490_4992972_+	K00783		8e-50	168.1
NC_008384.1_475772_476344_-	K00788		1.9e-60	203.3
NC_008380.1_4271069_4271722_-	K00788		1.9e-25	88.1
NC_008380.1_421907_423145_-	K00789		7.9e-160	531.9
NC_008380.1_662438_663730_+	K00790		2e-186	619.1
NC_008380.1_1696809_1697420_+	K00793		1.9e-81	272.4
NC_008380.1_1706382_1706837_+	K00794		2.5e-47	160.1
NC_008380.1_3308578_3309012_+	K00794		9e-42	141.7
NC_008380.1_4918684_4920294_+	K00795		1.3e-139	465.6
NC_008380.1_2792411_2793280_-	K00796		2.1e-110	367.9
NC_008384.1_467172_467852_-	K00797		2.5e-19	68.1
NC_008380.1_4587528_4588106_+	K00798		1.1e-76	256.2
NC_008380.1_1483348_1483959_+	K00799		4.4e-41	140.1
NC_008380.1_1351162_1352106_-	K00799		4.2e-30	103.9
NC_008380.1_1410480_1411109_-	K00799		1.6e-28	98.7
NC_008381.1_345187_345795_+	K00799		5.2e-28	97.1
NC_008380.1_2773071_2773697_+	K00799		1.6e-26	92.2
NC_008380.1_1013898_1015160_+	K00800		2.7e-133	443.1
NC_008380.1_2344299_2345042_+	K00806		3.1e-117	390.1
NC_008380.1_4300755_4302206_+	K00808		1.6e-252	836.6
NC_008380.1_3616441_3617643_-	K00812		3.7e-180	598.8
NC_008381.1_447497_448705_-	K00812		3.8e-170	565.7
NC_008378.1_441840_443048_+	K00812		9.2e-161	534.8
NC_008380.1_651731_652897_+	K00812		1.2e-100	336.4
NC_008380.1_4752552_4753742_+	K00813		5.1e-154	511.6
NC_008381.1_61098_62285_-	K00813		2.6e-144	479.6
NC_008380.1_4920304_4921365_-	K00817		2.6e-117	391.5
NC_008380.1_4607257_4608504_-	K00817		3.9e-110	367.8
NC_008380.1_1549110_1550225_-	K00817		1e-91	307.0
NC_008380.1_4662230_4663429_+	K00819		1.2e-216	720.3
NC_008380.1_2505058_2506884_+	K00820		2.8e-238	792.7
NC_008381.1_179658_181484_-	K00820		5.2e-237	788.5
NC_008380.1_4891166_4892197_-	K00820		1.1e-70	237.9
NC_008378.1_261571_262524_-	K00820		2.8e-45	153.8
NC_008380.1_4025595_4026560_+	K00820		3.3e-18	64.0
NC_008380.1_593722_594921_+	K00821		5.6e-180	598.1
NC_008380.1_3713119_3714492_+	K00822		1.1e-230	764.3
NC_008378.1_453819_455153_-	K00822		5.3e-223	739.2
NC_008380.1_2405983_2406846_+	K00824		5.6e-116	385.6
NC_008380.1_3354326_3355426_+	K00826		7e-134	446.0
NC_008380.1_1389957_1390844_+	K00826		4.4e-59	199.4
NC_008380.1_4186708_4187886_-	K00831		8.4e-61	204.9
NC_008380.1_217115_218140_-	K00845		2.2e-108	361.6
NC_008380.1_538676_539602_+	K00847		1e-83	280.7
NC_008383.1_83064_84020_-	K00847		2.8e-74	249.7
NC_008381.1_408316_408873_+	K00851		1.6e-74	249.1
NC_008380.1_2907611_2908543_+	K00852		7.7e-103	343.7
