Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000003.1_43705_44964_+	phrog_11129		1e-76	234.4
NZ_ATCL01000009.1_198305_199318_+	phrog_11145		8.1e-99	328.1
NZ_ATCL01000020.1_613897_614898_+	phrog_11145		2.4e-79	264.0
NZ_ATCL01000014.1_68069_69052_+	phrog_11145		5.4e-77	256.2
NZ_ATCL01000008.1_15041_16054_-	phrog_11145		7.3e-77	256.0
NZ_ATCL01000017.1_24728_25771_-	phrog_11145		1.4e-72	241.7
NZ_ATCL01000020.1_237279_238094_+	phrog_11189		7.1e-54	180.1
NZ_ATCL01000014.1_657173_657499_+	phrog_11195		5.8e-34	113.5
NZ_ATCL01000022.1_224086_224412_-	phrog_11195		6.2e-33	110.1
NZ_ATCL01000014.1_150989_151294_-	phrog_11195		3.9e-26	88.2
NZ_ATCL01000021.1_50864_52513_+	phrog_11199		8.7e-13	36.7
NZ_ATCL01000022.1_64098_64685_+	phrog_11275		8.1e-23	78.4
NZ_ATCL01000020.1_683503_684300_-	phrog_11275		1.3e-22	77.5
NZ_ATCL01000020.1_640535_641329_+	phrog_11275		1.5e-19	67.5
NZ_ATCL01000020.1_538870_540132_+	phrog_11383		4.8e-84	279.8
NZ_ATCL01000022.1_35479_36747_+	phrog_11383		2.4e-83	277.4
NZ_ATCL01000020.1_405427_406677_+	phrog_11383		1.4e-07	27.8
NZ_ATCL01000020.1_286508_287500_+	phrog_11383		3.6e-07	26.6
NZ_ATCL01000009.1_20795_22198_+	phrog_11383		4.3e-07	25.6
NZ_ATCL01000020.1_678035_679489_+	phrog_11396		2.3e-212	703.5
NZ_ATCL01000022.1_159391_160842_+	phrog_11396		2.4e-176	584.8
NZ_ATCL01000014.1_451075_452526_-	phrog_11396		2e-170	565.2
NZ_ATCL01000020.1_781424_782878_-	phrog_11396		8e-170	562.9
NZ_ATCL01000008.1_6454_7860_+	phrog_11396		5e-75	249.8
NZ_ATCL01000023.1_5977_6930_+	phrog_11528		1.4e-116	386.3
NZ_ATCL01000014.1_130007_131188_+	phrog_11528		7.1e-80	265.7
NZ_ATCL01000009.1_300756_301694_+	phrog_11528		1.2e-78	261.8
NZ_ATCL01000020.1_125021_125521_+	phrog_11596		3.9e-09	33.7
NZ_ATCL01000020.1_825453_825851_-	phrog_11671		7.6e-16	55.7
NZ_ATCL01000020.1_441215_442072_+	phrog_11671		2.5e-15	53.5
NZ_ATCL01000014.1_200614_201378_-	phrog_11671		1.2e-12	44.7
NZ_ATCL01000017.1_74926_75231_-	phrog_11671		3.1e-12	44.0
NZ_ATCL01000014.1_631754_633160_+	phrog_11787		8.1e-182	602.3
NZ_ATCL01000021.1_37507_38883_-	phrog_11787		3.1e-163	541.1
NZ_ATCL01000020.1_470049_470732_+	phrog_11796		6.6e-17	59.2
NZ_ATCL01000022.1_266989_267642_-	phrog_11796		5.5e-11	39.7
NZ_ATCL01000014.1_368678_371104_-	phrog_11823		2.2e-176	585.3
NZ_ATCL01000002.1_17850_20207_+	phrog_11823		5e-147	488.3
NZ_ATCL01000003.1_70871_73483_-	phrog_11823		1.3e-138	460.6
NZ_ATCL01000003.1_60851_62926_-	phrog_11823		2.6e-133	443.0
NZ_ATCL01000014.1_498111_499964_+	phrog_11823		1.5e-113	377.8
NZ_ATCL01000020.1_869968_870498_-	phrog_1185		1e-15	55.5
NZ_ATCL01000014.1_505110_506006_+	phrog_11900		4.6e-53	177.2
NZ_ATCL01000012.1_56752_57561_-	phrog_11916		1.6e-10	37.9
NZ_ATCL01000002.1_2874_4604_-	phrog_11956		1.9e-264	875.2
NZ_ATCL01000022.1_271843_272274_+	phrog_11961		3.6e-23	79.4
NZ_ATCL01000014.1_23953_24387_+	phrog_11961		5.4e-19	65.8
NZ_ATCL01000020.1_727254_727697_+	phrog_11961		2.2e-17	60.6
NZ_ATCL01000020.1_578939_579391_-	phrog_11961		4.9e-13	46.3
NZ_ATCL01000020.1_65606_66016_-	phrog_11961		3.9e-11	40.4
NZ_ATCL01000022.1_144645_145127_-	phrog_1198		1.6e-27	93.8
NZ_ATCL01000022.1_70604_71017_-	phrog_1198		3.3e-26	89.7
NZ_ATCL01000022.1_262870_263373_-	phrog_1198		1.6e-21	74.4
NZ_ATCL01000020.1_144041_144817_-	phrog_1198		2.2e-20	70.3
NZ_ATCL01000020.1_742066_742563_-	phrog_1198		1.6e-15	54.9
NZ_ATCL01000009.1_105728_107125_+	phrog_12033		3e-212	702.5
NZ_ATCL01000009.1_102794_104062_+	phrog_12033		8.7e-128	424.1
NZ_ATCL01000003.1_8886_9920_+	phrog_1207		5.2e-103	341.7
NZ_ATCL01000022.1_28461_29750_+	phrog_1211		6.8e-161	533.0
NZ_ATCL01000022.1_273114_273791_+	phrog_12143		2.1e-54	181.3
NZ_ATCL01000017.1_53321_56761_-	phrog_1218		5.7e-16	55.1
NZ_ATCL01000014.1_347490_348509_+	phrog_12197		4.4e-74	246.7
NZ_ATCL01000014.1_348506_349537_+	phrog_12197		5.2e-69	230.0
NZ_ATCL01000014.1_537238_538242_+	phrog_12197		8.1e-44	146.9
NZ_ATCL01000014.1_538239_539315_+	phrog_12197		3.6e-18	63.1
NZ_ATCL01000014.1_671374_671838_+	phrog_12313		1.5e-08	32.3
NZ_ATCL01000020.1_602767_605430_+	phrog_12316		2.5e-185	615.0
NZ_ATCL01000021.1_43264_45237_+	phrog_12316		1.9e-120	395.8
NZ_ATCL01000014.1_297233_299239_+	phrog_12316		8e-120	392.4
NZ_ATCL01000017.1_64617_66728_-	phrog_12316		8.2e-109	353.4
NZ_ATCL01000003.1_65907_67940_+	phrog_12316		7.1e-104	223.0
NZ_ATCL01000014.1_235411_235911_+	phrog_12429		1.3e-25	87.8
NZ_ATCL01000020.1_225368_225943_+	phrog_12432		5.3e-61	203.7
NZ_ATCL01000020.1_360130_360846_+	phrog_12437		7.7e-68	225.6
NZ_ATCL01000008.1_72094_72579_-	phrog_1249		3.3e-24	82.8
NZ_ATCL01000020.1_256134_256577_-	phrog_1249		2.3e-23	80.1
NZ_ATCL01000020.1_232441_233049_+	phrog_1249		2.3e-21	73.6
NZ_ATCL01000014.1_530367_530903_+	phrog_1249		7.3e-21	72.0
NZ_ATCL01000014.1_43563_44105_+	phrog_1249		9.5e-21	71.7
NZ_ATCL01000020.1_820492_821136_-	phrog_125		1.6e-24	84.0
NZ_ATCL01000014.1_228896_229597_-	phrog_12508		6.9e-22	74.8
NZ_ATCL01000020.1_390770_392788_+	phrog_12657		6.6e-158	523.7
NZ_ATCL01000009.1_75036_76331_-	phrog_1268		8.5e-87	288.8
NZ_ATCL01000017.1_85485_86798_+	phrog_1268		6.4e-72	239.8
NZ_ATCL01000020.1_108252_110903_+	phrog_12710		0	1188.0
NZ_ATCL01000020.1_308120_310846_+	phrog_12710		1.4e-216	718.8
NZ_ATCL01000009.1_167284_169689_+	phrog_12710		2e-211	360.8
NZ_ATCL01000009.1_167284_169689_+	phrog_12710		2e-211	339.5
NZ_ATCL01000010.1_20068_22029_-	phrog_12710		1.4e-44	57.1
NZ_ATCL01000009.1_104064_105284_+	phrog_12787		2e-144	478.7
NZ_ATCL01000020.1_180335_181471_+	phrog_12787		1.8e-124	413.0
NZ_ATCL01000020.1_146146_147276_-	phrog_12787		1.3e-61	206.1
NZ_ATCL01000014.1_77743_79020_-	phrog_12787		1.6e-12	43.9
NZ_ATCL01000003.1_4366_4608_+	phrog_1282		3.9e-10	37.0
NZ_ATCL01000014.1_22249_23376_+	phrog_12857		5.4e-36	121.4
NZ_ATCL01000022.1_320616_321224_+	phrog_12933		1.5e-26	90.3
NZ_ATCL01000022.1_67041_67592_-	phrog_12933		1.2e-15	55.1
NZ_ATCL01000020.1_655736_656380_+	phrog_12933		5.3e-11	39.8
NZ_ATCL01000009.1_284729_285301_+	phrog_12942		7.8e-32	107.8
NZ_ATCL01000021.1_2981_3424_-	phrog_13084		1.7e-34	116.4
NZ_ATCL01000020.1_869376_869855_-	phrog_13084		4.2e-29	98.8
NZ_ATCL01000009.1_335821_336231_+	phrog_13084		4.6e-21	72.1
NZ_ATCL01000014.1_362754_363662_-	phrog_13105		4.4e-25	86.0
NZ_ATCL01000020.1_621191_622186_+	phrog_13105		1.5e-09	33.5
NZ_ATCL01000009.1_175313_175534_-	phrog_13105		4.4e-08	30.5
NZ_ATCL01000020.1_220641_221438_+	phrog_13155		2.2e-19	67.0
NZ_ATCL01000009.1_213590_214399_-	phrog_13155		2.4e-15	53.0
NZ_ATCL01000014.1_367655_368539_-	phrog_1319		3.9e-82	269.6
NZ_ATCL01000014.1_380129_381010_-	phrog_1319		1.8e-76	251.0
NZ_ATCL01000020.1_793988_794860_+	phrog_1319		5.9e-43	137.8
NZ_ATCL01000020.1_452776_453819_+	phrog_1319		1.3e-09	34.3
NZ_ATCL01000014.1_333088_333786_+	phrog_13212		9.3e-19	62.6
NZ_ATCL01000020.1_367842_369938_+	phrog_13226		5.7e-173	574.1
NZ_ATCL01000020.1_884850_886976_-	phrog_13226		5.3e-149	495.0
NZ_ATCL01000020.1_304335_305096_+	phrog_13502		8.2e-24	80.8
NZ_ATCL01000020.1_871409_871954_-	phrog_13512		5.2e-18	62.6
NZ_ATCL01000022.1_231020_231340_+	phrog_13512		4.2e-09	33.7
NZ_ATCL01000014.1_336878_337117_+	phrog_13558		1.4e-13	48.2
NZ_ATCL01000020.1_428935_431112_+	phrog_1358		3.2e-97	323.0
NZ_ATCL01000020.1_50328_55514_+	phrog_1358		1.5e-67	225.6
NZ_ATCL01000012.1_62419_63888_-	phrog_13763		6.8e-18	59.7
NZ_ATCL01000002.1_26558_28354_-	phrog_13807		9.5e-234	774.5
NZ_ATCL01000014.1_1_1335_+	phrog_13807		4.2e-169	560.9
NZ_ATCL01000008.1_3_320_-	phrog_13807		1.6e-46	156.1
NZ_ATCL01000005.1_3_320_-	phrog_13807		6.2e-38	127.8
NZ_ATCL01000022.1_145211_145759_+	phrog_1383		1.5e-26	88.5
NZ_ATCL01000009.1_60416_62809_+	phrog_13933		2.7e-208	690.5
NZ_ATCL01000014.1_533770_534111_-	phrog_1395		2.1e-26	89.8
NZ_ATCL01000003.1_77808_78158_+	phrog_1395		1.5e-23	80.6
NZ_ATCL01000014.1_534123_534431_-	phrog_1395		9.9e-23	78.1
NZ_ATCL01000003.1_78155_78469_+	phrog_1395		3.1e-18	63.6
NZ_ATCL01000020.1_546321_547070_-	phrog_14008		1.4e-07	28.1
NZ_ATCL01000020.1_359296_359571_+	phrog_14130		7.5e-20	68.1
NZ_ATCL01000020.1_584848_585597_+	phrog_14147		2.2e-59	198.2
NZ_ATCL01000020.1_796543_797547_-	phrog_14147		2e-36	122.8
NZ_ATCL01000020.1_357874_359214_+	phrog_14241		3.5e-158	524.3
NZ_ATCL01000009.1_287264_288373_+	phrog_14336		6.6e-125	414.4
NZ_ATCL01000003.1_28206_29072_+	phrog_14336		1.5e-56	106.9
NZ_ATCL01000003.1_28206_29072_+	phrog_14336		1.5e-56	85.7
NZ_ATCL01000020.1_359625_360140_+	phrog_14420		3.9e-14	50.1
NZ_ATCL01000022.1_155615_156364_+	phrog_14430		7.3e-09	28.3
NZ_ATCL01000020.1_919947_921644_-	phrog_14451		7.5e-101	335.6
NZ_ATCL01000014.1_308262_309143_+	phrog_1450		4.8e-38	128.4
NZ_ATCL01000009.1_271865_273997_+	phrog_14556		2.2e-38	128.9
NZ_ATCL01000009.1_304891_305340_+	phrog_1460		1e-27	94.2
NZ_ATCL01000022.1_96201_99383_+	phrog_14602		2.3e-73	199.2
NZ_ATCL01000014.1_496232_497830_-	phrog_14642		4.5e-10	35.5
NZ_ATCL01000003.1_82920_83279_-	phrog_14690		1.7e-16	57.5
NZ_ATCL01000014.1_181961_182854_+	phrog_14703		2.9e-07	27.0
NZ_ATCL01000003.1_74529_74936_-	phrog_14750		8.4e-08	27.8
NZ_ATCL01000009.1_175775_177226_+	phrog_14842		2.6e-13	33.8
NZ_ATCL01000022.1_283709_285088_+	phrog_14873		4e-105	349.5
NZ_ATCL01000003.1_17996_19378_+	phrog_14873		2.6e-81	271.0
NZ_ATCL01000009.1_20795_22198_+	phrog_1493		7.8e-11	39.6
NZ_ATCL01000022.1_85306_85689_+	phrog_14937		1.1e-13	48.7
NZ_ATCL01000014.1_14202_14600_-	phrog_14937		1.1e-09	35.8
NZ_ATCL01000003.1_89745_90158_-	phrog_14937		1.1e-09	35.5
NZ_ATCL01000020.1_868100_868480_+	phrog_14937		8.5e-08	29.9
NZ_ATCL01000014.1_151406_151903_+	phrog_14937		7.9e-08	29.4
NZ_ATCL01000020.1_321666_322592_+	phrog_14943		2.4e-73	244.3
NZ_ATCL01000008.1_25462_26061_+	phrog_14982		1.4e-20	70.6
NZ_ATCL01000020.1_566163_566726_-	phrog_14982		3.5e-08	30.6
NZ_ATCL01000014.1_123981_125516_+	phrog_14988		4.3e-30	102.6
NZ_ATCL01000014.1_293838_294554_-	phrog_14988		4.3e-23	79.7
NZ_ATCL01000009.1_92379_94163_+	phrog_15032		7.3e-18	58.3
NZ_ATCL01000014.1_95320_97107_-	phrog_15045		1.8e-122	407.0
NZ_ATCL01000014.1_541359_542801_-	phrog_15086		1.4e-67	225.8
NZ_ATCL01000023.1_7049_8404_+	phrog_15086		6.1e-58	194.1
NZ_ATCL01000021.1_49482_50867_+	phrog_15086		2.1e-25	86.3
NZ_ATCL01000020.1_67069_67743_-	phrog_151		7e-42	136.5
NZ_ATCL01000012.1_2007_2822_-	phrog_15103		2.4e-65	218.0
NZ_ATCL01000022.1_82267_83064_-	phrog_15103		8.3e-52	173.7
NZ_ATCL01000020.1_463785_464318_+	phrog_15120		7.9e-26	88.4
NZ_ATCL01000017.1_78731_78985_+	phrog_15180		2.9e-13	47.2
NZ_ATCL01000014.1_345329_346312_+	phrog_15334		3.4e-71	237.3
NZ_ATCL01000020.1_615008_615952_+	phrog_15334		3e-46	155.3
NZ_ATCL01000021.1_45358_46284_+	phrog_15334		1.4e-19	64.2
NZ_ATCL01000014.1_69049_69933_+	phrog_15334		1e-26	49.0
NZ_ATCL01000014.1_69049_69933_+	phrog_15334		1e-26	41.4
NZ_ATCL01000022.1_300938_302620_+	phrog_15344		5e-122	405.3
NZ_ATCL01000022.1_260580_261224_-	phrog_1550		2.1e-63	211.8
NZ_ATCL01000020.1_778748_779980_+	phrog_1550		1.2e-06	25.1
NZ_ATCL01000020.1_192967_193635_+	phrog_15516		3.2e-35	118.6
NZ_ATCL01000020.1_361396_361938_+	phrog_15562		6.8e-39	130.3
NZ_ATCL01000014.1_117269_118681_-	phrog_15577		5.7e-140	464.0
NZ_ATCL01000014.1_44552_46009_-	phrog_15577		5.1e-114	378.4
NZ_ATCL01000020.1_879307_880740_-	phrog_15577		2.3e-109	363.2
NZ_ATCL01000021.1_84953_86338_-	phrog_15577		9.1e-107	354.6
NZ_ATCL01000014.1_620907_622451_-	phrog_15577		1.9e-96	320.4
NZ_ATCL01000020.1_98293_100593_+	phrog_15585		0	1019.7
NZ_ATCL01000020.1_286508_287500_+	phrog_15585		1.5e-09	33.6
NZ_ATCL01000008.1_71100_72122_-	phrog_15614		1.6e-136	451.9
NZ_ATCL01000014.1_127730_128719_+	phrog_15632		8.4e-84	278.8
NZ_ATCL01000020.1_861459_862760_-	phrog_15632		7.9e-08	27.7
NZ_ATCL01000009.1_160800_162104_+	phrog_1569		1.1e-145	482.6
NZ_ATCL01000020.1_66173_66928_-	phrog_157		5e-82	272.8
NZ_ATCL01000021.1_20005_20826_-	phrog_1577		3.6e-55	184.7
NZ_ATCL01000021.1_19208_20008_-	phrog_1577		2.9e-45	152.1
NZ_ATCL01000022.1_180562_181203_+	phrog_1577		5.8e-39	131.5
NZ_ATCL01000017.1_27358_28191_-	phrog_1577		4.9e-37	124.9
NZ_ATCL01000014.1_327428_328318_+	phrog_1577		6e-33	111.3
NZ_ATCL01000022.1_258246_258902_+	phrog_15996		1.3e-17	61.7
NZ_ATCL01000014.1_313603_314382_-	phrog_15996		1.2e-15	55.2
NZ_ATCL01000014.1_214546_215376_+	phrog_15996		6.1e-14	49.1
NZ_ATCL01000022.1_296603_297265_+	phrog_15996		4e-10	37.1
NZ_ATCL01000022.1_67689_70583_+	phrog_16		2.6e-75	251.1
NZ_ATCL01000021.1_58976_60505_-	phrog_16		5.2e-40	133.4
NZ_ATCL01000009.1_327089_328486_+	phrog_16		4e-38	126.1
NZ_ATCL01000022.1_47004_48449_-	phrog_16		1.2e-38	126.0
NZ_ATCL01000012.1_65236_68448_-	phrog_16		1.2e-26	90.4
NZ_ATCL01000020.1_561580_562374_-	phrog_160		1.7e-123	408.8
NZ_ATCL01000014.1_399394_399909_+	phrog_16087		4.7e-22	73.5
NZ_ATCL01000003.1_52743_53270_-	phrog_16087		1.5e-11	39.5
NZ_ATCL01000014.1_702513_703355_+	phrog_16088		1.8e-60	138.1
NZ_ATCL01000009.1_7023_7847_-	phrog_16088		6.5e-54	122.2
NZ_ATCL01000014.1_702513_703355_+	phrog_16088		1.8e-60	70.7
NZ_ATCL01000014.1_690962_691894_+	phrog_16088		2.2e-13	47.8
NZ_ATCL01000019.1_248_1531_-	phrog_16140		8.5e-197	651.2
NZ_ATCL01000022.1_185337_185879_+	phrog_16249		6.6e-32	105.1
NZ_ATCL01000012.1_59017_59799_-	phrog_164		8.1e-47	157.3
NZ_ATCL01000012.1_57558_58334_-	phrog_164		8.1e-47	157.3
NZ_ATCL01000020.1_137579_138436_+	phrog_164		2.7e-39	132.4
NZ_ATCL01000020.1_393847_394686_+	phrog_164		1e-30	104.4
NZ_ATCL01000015.1_51510_52541_+	phrog_164		2e-23	80.4
NZ_ATCL01000017.1_82655_83656_+	phrog_16409		5.5e-26	88.6
NZ_ATCL01000020.1_689334_690242_-	phrog_16448		1.8e-35	119.6
NZ_ATCL01000014.1_19619_20539_+	phrog_16448		5.6e-36	119.2
NZ_ATCL01000002.1_7806_8759_-	phrog_16448		1.7e-30	103.3
NZ_ATCL01000020.1_827248_828492_-	phrog_16468		7e-29	97.3
NZ_ATCL01000022.1_125534_126676_+	phrog_16468		4.7e-08	29.0
NZ_ATCL01000020.1_24346_25203_-	phrog_1649		1.2e-11	36.4
NZ_ATCL01000020.1_729436_730149_-	phrog_16641		1.2e-42	143.4
NZ_ATCL01000014.1_290834_291523_+	phrog_16641		2.2e-34	116.0
NZ_ATCL01000020.1_113776_115020_+	phrog_16655		1.2e-94	314.5
NZ_ATCL01000020.1_210362_210835_+	phrog_16693		5.4e-47	156.5
NZ_ATCL01000009.1_95019_95387_+	phrog_16693		2.4e-34	115.5
NZ_ATCL01000020.1_712790_713194_+	phrog_16693		1.7e-33	112.7
NZ_ATCL01000020.1_944643_945029_-	phrog_16693		9.8e-30	100.6
NZ_ATCL01000021.1_11410_11952_-	phrog_16797		6.9e-72	238.5
NZ_ATCL01000020.1_151353_152348_+	phrog_168		4.4e-22	76.3
NZ_ATCL01000020.1_798180_799145_-	phrog_16823		2.5e-16	56.1
NZ_ATCL01000022.1_136351_137190_-	phrog_16823		7.9e-14	47.8
NZ_ATCL01000014.1_582657_583577_-	phrog_16914		4.7e-23	79.3
NZ_ATCL01000020.1_26297_27223_+	phrog_16914		1.7e-22	76.7
NZ_ATCL01000020.1_31235_32449_-	phrog_16930		1.8e-80	267.1
NZ_ATCL01000014.1_186067_187329_+	phrog_16930		3.7e-76	254.2
NZ_ATCL01000022.1_335275_336000_-	phrog_16931		2.3e-19	66.5
NZ_ATCL01000009.1_359066_360118_+	phrog_16931		5.6e-16	55.1
NZ_ATCL01000014.1_687636_688304_+	phrog_16932		3.2e-08	29.0
NZ_ATCL01000009.1_241608_244205_+	phrog_17		2.6e-110	367.0
NZ_ATCL01000009.1_307541_308497_+	phrog_170		3.1e-76	253.5
NZ_ATCL01000021.1_30269_31081_-	phrog_17023		1.1e-33	114.3
NZ_ATCL01000003.1_2324_3616_+	phrog_1703		1.6e-49	166.2
NZ_ATCL01000022.1_58958_61348_+	phrog_17064		8.4e-08	27.9
NZ_ATCL01000009.1_99698_100531_+	phrog_17128		3.4e-89	295.9
NZ_ATCL01000020.1_714900_715721_-	phrog_17128		3.8e-75	249.7
NZ_ATCL01000022.1_77573_78391_+	phrog_17128		2.3e-65	217.7
NZ_ATCL01000009.1_236549_237820_+	phrog_1724		7.5e-197	651.2
NZ_ATCL01000009.1_256586_257068_+	phrog_173		5.1e-39	131.5
NZ_ATCL01000012.1_58331_59020_-	phrog_1733		1.5e-13	47.9
NZ_ATCL01000014.1_676881_677729_+	phrog_17399		1.9e-78	260.7
NZ_ATCL01000014.1_604575_605426_+	phrog_17399		2.8e-56	188.0
NZ_ATCL01000014.1_610814_611644_+	phrog_17399		4.7e-53	177.4
NZ_ATCL01000022.1_66131_66994_+	phrog_17399		8e-52	173.4
NZ_ATCL01000014.1_174426_175271_-	phrog_17399		2e-46	155.7
NZ_ATCL01000020.1_507892_508467_+	phrog_174		2.7e-44	148.0
NZ_ATCL01000007.1_3710_4210_-	phrog_174		1e-23	78.6
NZ_ATCL01000014.1_616178_617257_+	phrog_174		4.7e-19	57.7
NZ_ATCL01000002.1_33017_33592_-	phrog_1740		3.8e-40	135.6
NZ_ATCL01000014.1_86080_86640_-	phrog_1740		2.9e-34	116.2
NZ_ATCL01000020.1_837207_837752_-	phrog_1740		6.1e-26	88.7
NZ_ATCL01000014.1_645437_645982_+	phrog_1740		8.7e-22	75.2
NZ_ATCL01000020.1_357539_357862_+	phrog_1740		6.4e-11	39.4
NZ_ATCL01000020.1_181475_182596_+	phrog_1741		1.1e-154	511.9
NZ_ATCL01000020.1_805016_807730_-	phrog_17467		1.5e-14	37.2
NZ_ATCL01000021.1_42195_43130_-	phrog_17492		1.2e-31	107.1
NZ_ATCL01000014.1_83218_84135_+	phrog_17492		1.8e-24	83.7
NZ_ATCL01000009.1_126599_126955_+	phrog_17776		1.9e-31	105.9
NZ_ATCL01000014.1_342514_343755_+	phrog_17800		3.1e-56	188.4
NZ_ATCL01000009.1_311048_311398_+	phrog_17823		3.6e-13	46.8
NZ_ATCL01000017.1_35527_35991_+	phrog_17858		3.7e-34	115.0
NZ_ATCL01000020.1_213810_215321_+	phrog_17878		6e-98	325.7
NZ_ATCL01000020.1_685814_687280_+	phrog_17878		3.5e-88	293.5
NZ_ATCL01000020.1_596556_598022_-	phrog_17878		7.1e-87	289.2
NZ_ATCL01000014.1_187900_189429_-	phrog_17878		1.1e-80	268.7
NZ_ATCL01000021.1_106076_109051_+	phrog_1794		1.4e-13	40.0
NZ_ATCL01000014.1_496232_497830_-	phrog_1794		4.6e-37	36.7
NZ_ATCL01000014.1_496232_497830_-	phrog_1794		4.6e-37	28.7
NZ_ATCL01000022.1_189513_190520_+	phrog_1802		2e-17	59.7
NZ_ATCL01000021.1_39175_40281_+	phrog_1802		2.9e-14	50.4
NZ_ATCL01000003.1_31721_32794_-	phrog_1802		1.6e-13	47.0
NZ_ATCL01000021.1_104985_105914_+	phrog_18103		2.1e-15	54.1
NZ_ATCL01000009.1_39648_40520_+	phrog_18111		2e-19	65.3
NZ_ATCL01000020.1_327970_328617_+	phrog_1815		1.4e-32	110.5
NZ_ATCL01000020.1_903913_904572_-	phrog_18202		5.9e-48	160.7
NZ_ATCL01000020.1_690637_691332_-	phrog_18202		1.4e-39	132.8
NZ_ATCL01000017.1_93212_93862_-	phrog_18202		1.8e-37	125.7
NZ_ATCL01000020.1_199655_201313_+	phrog_18374		8.8e-99	328.7
NZ_ATCL01000003.1_57553_59181_-	phrog_18374		2.7e-96	320.6
NZ_ATCL01000020.1_203322_204992_+	phrog_18374		1.1e-92	308.6
NZ_ATCL01000020.1_197919_199451_+	phrog_18374		2e-57	191.2
NZ_ATCL01000008.1_57420_59045_-	phrog_18374		1.4e-13	43.6
NZ_ATCL01000020.1_316666_317748_+	phrog_18394		2.3e-138	458.1
NZ_ATCL01000022.1_330242_331291_+	phrog_18394		3.5e-98	325.9
NZ_ATCL01000012.1_13701_15146_-	phrog_18397		7.2e-17	58.4
NZ_ATCL01000010.1_17384_17944_-	phrog_18535		2.2e-13	47.6
NZ_ATCL01000020.1_482426_483013_+	phrog_186		7.7e-23	78.7
NZ_ATCL01000014.1_51335_52174_+	phrog_18605		7.8e-27	91.4
NZ_ATCL01000009.1_232863_234605_+	phrog_18609		1.5e-12	44.1
NZ_ATCL01000009.1_136040_137758_-	phrog_18609		7e-09	31.3
NZ_ATCL01000020.1_396686_397117_+	phrog_18840		3.4e-25	85.9
NZ_ATCL01000020.1_880965_881846_+	phrog_18840		3e-13	46.7
