KO Id	Name	Level	Count
K00278	K00278: nadB; L-aspartate oxidase	Function	1
K00282	K00282: gcvPA; glycine dehydrogenase subunit 1	Function	1
K00283	K00283: gcvPB; glycine dehydrogenase subunit 2	Function	1
K00286	K00286: proC; pyrroline-5-carboxylate reductase	Function	1
K00301	K00301: E1.5.3.1; sarcosine oxidase	Function	1
K00318	K00318: PRODH, fadM, putB; proline dehydrogenase	Function	2
	lvl2: Response to osmotic stress	2	30
	lvl1: 14_Methanogenesis	1	8
	lvl2: From formate	2	2
K00320	K00320: mer; 5,10-methylenetetrahydromethanopterin reductase	Function	2
	lvl2: From CO2	2	2
K00364	K00364: E1.7.1.7, guaC; GMP reductase	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	2
K00383	K00383: GSR, gor; glutathione reductase (NADPH)	Function	1
	lvl2: Pyrimidine metabolism	2	43
K00384	K00384: trxB, TRR; thioredoxin reductase (NADPH)	Function	2
K00432	K00432: gpx, btuE, bsaA; glutathione peroxidase	Function	3
	lvl2: Response to oxidative stress	2	8
K00435	K00435: hemQ; hydrogen peroxide-dependent heme synthase	Function	1
K00453	K00453: TDO2, kynA; tryptophan 2,3-dioxygenase	Function	1
K00491	K00491: nos; nitric-oxide synthase, bacterial	Function	1
K00500	K00500: phhA, PAH; phenylalanine-4-hydroxylase	Function	3
	lvl2: Phenylalanine, tyrosine and tryptophan biosynthesis	2	15
K00525	K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	Function	2
K00526	K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	Function	2
K00560	K00560: thyA, TYMS; thymidylate synthase	Function	1
K00567	K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	Function	2
	lvl2: Response to nitrosative stress	2	12
	lvl2: From acetate	2	4
K00577	K00577: mtrA; tetrahydromethanopterin S-methyltransferase subunit A	Function	3
K00588	K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	Function	2
K00600	K00600: glyA, SHMT; glycine hydroxymethyltransferase	Function	3
K00602	K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	Function	1
K00605	K00605: gcvT, AMT; aminomethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
	lvl2: Acetoin biosynthesis	2	4
	lvl3: (R)-acetoin biosynthesis I	3	1
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	4
	lvl3: (s)-acetoin biosynthesis	3	1
	lvl3: Meso-butanediol biosynthesis II	3	1
	lvl3: Superpathway of (R,R)-butanediol biosynthesis	3	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	1
K00634	K00634: ptb; phosphate butyryltransferase	Function	3
	lvl3: Pyruvate fermentation to acetate III	3	1
	lvl3: Pyruvate fermentation to ethanol I	3	2
K00639	K00639: kbl, GCAT; glycine C-acetyltransferase	Function	1
	lvl2: Acetylene degradation	2	2
K00640	K00640: cysE; serine O-acetyltransferase	Function	13
	lvl2: Lysine fermentation to acetate and butyrate	2	3
	lvl3: Pyruvate fermentation to acetate and lactate II	3	1
	lvl3: Pyruvate fermentation to acetate II	3	1
	lvl3: Pyruvate fermentation to acetate VII	3	1
	lvl2: Acetate formation from acetyl-coA I	2	1
K00656	K00656: E2.3.1.54, pflD; formate C-acetyltransferase	Function	1
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	1
	lvl1: 09_Carbohydrate Active enzyme - CAZy	1	27
	lvl2: Glycosyltransferase	2	7
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	3
K00691	K00691: mapA; maltose phosphorylase	Function	3
	lvl2: Disaccaride phosphorylase	2	27
	lvl3: Maltose	3	10
K00703	K00703: glgA; starch synthase	Function	2
K00756	K00756: pdp; pyrimidine-nucleoside phosphorylase	Function	1
K00759	K00759: APRT, apt; adenine phosphoribosyltransferase	Function	1
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	2
	lvl2: Histidine biosynthesis, pRpp => histidine	2	10
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	2
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	2
K00789	K00789: metK; S-adenosylmethionine synthetase	Function	4
K00790	K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Function	4
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	2
K00800	K00800: aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	Function	2
K00812	K00812: aspB; aspartate aminotransferase	Function	9
	lvl3: Pyruvate to leucine	3	3
	lvl1: 18_Sulfur compounds metabolism	1	4
	lvl2: Sulfur compounds cycle	2	4
	lvl3: Sulfolactate degradation	3	2
K00817	K00817: hisC; histidinol-phosphate aminotransferase	Function	3
K00819	K00819: rocD, OAT; ornithine--oxo-acid transaminase	Function	1
K00820	K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	Function	2
K00821	K00821: argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	Function	4
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	2
K00831	K00831: serC, PSAT1; phosphoserine aminotransferase	Function	1
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	1
	lvl2: RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	2	1
K00850	K00850: pfkA, PFK; 6-phosphofructokinase 1	Function	5
	lvl2: Gluconeogenesis	2	4
	lvl2: Galactose	2	12
	lvl1: 04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	1	4
	lvl2: Hexose	2	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
K00865	K00865: glxK, garK; glycerate 2-kinase	Function	2
	lvl2: Pentose	2	3
K00873	K00873: PK, pyk; pyruvate kinase	Function	5
	lvl2: EMP  in archea	2	6
K00876	K00876: udk, UCK; uridine kinase	Function	1
K00887	K00887: dgkA; undecaprenol kinase	Function	1
K00891	K00891: aroK, aroL; shikimate kinase	Function	1
K00899	K00899: mtnK; 5-methylthioribose kinase	Function	1
K00925	K00925: ackA; acetate kinase	Function	3
K00926	K00926: arcC; carbamate kinase	Function	2
K00927	K00927: PGK, pgk; phosphoglycerate kinase	Function	5
	lvl3: Pyruvate fermentation to butanoate	3	4
K00928	K00928: lysC; aspartate kinase	Function	6
K00930	K00930: argB; acetylglutamate kinase	Function	2
K00937	K00937: ppk1; polyphosphate kinase	Function	1
K00939	K00939: adk, AK; adenylate kinase	Function	2
K00940	K00940: ndk, NME; nucleoside-diphosphate kinase	Function	2
K00942	K00942: E2.7.4.8, gmk; guanylate kinase	Function	1
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	1
K00962	K00962: pnp, PNPT1; polyribonucleotide nucleotidyltransferase	Function	2
	lvl3: Lipopolysaccharide biosynthesis	3	22
K00974	K00974: cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	Function	1
	lvl1: 03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	1	1
	lvl2: nan	2	1
K00975	K00975: glgC; glucose-1-phosphate adenylyltransferase	Function	2
K01000	K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	Function	2
K01011	K01011: TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	Function	3
	lvl3: Thiosulfate disproportionation	3	2
	lvl2: Polysaccharide lyase	2	2
K01046	K01046: lip, TGL2; triacylglycerol lipase	Function	1
K01119	K01119: cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	Function	2
K01139	K01139: spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	Function	1
	lvl2: Glycoside hydrolase	2	16
K01176	K01176: AMY, amyA, malS; alpha-amylase	Function	2
K01182	K01182: IMA, malL; oligo-1,6-glucosidase	Function	3
K01193	K01193: INV, sacA; beta-fructofuranosidase	Function	4
	lvl3: Sucrose	3	8
K01200	K01200: pulA; pullulanase	Function	1
K01207	K01207: nagZ; beta-N-acetylhexosaminidase	Function	2
	lvl2: Chitin	2	2
K01208	K01208: cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	Function	2
K01222	K01222: E3.2.1.86A, celF; 6-phospho-beta-glucosidase	Function	1
K01223	K01223: E3.2.1.86B, bglA; 6-phospho-beta-glucosidase	Function	1
K01226	K01226: treC; trehalose-6-phosphate hydrolase	Function	1
K01232	K01232: glvA; maltose-6'-phosphate glucosidase	Function	3
K01243	K01243: mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	Function	1
K01247	K01247: alkA; DNA-3-methyladenine glycosylase II	Function	1
	lvl2: Carbohydrate esterase	2	2
K01286	K01286: E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	Function	2
K01424	K01424: E3.5.1.1, ansA, ansB; L-asparaginase	Function	2
K01425	K01425: glsA, GLS; glutaminase	Function	4
	lvl2: D-glutamine and D-glutamate metabolism	2	4
K01426	K01426: E3.5.1.4, amiE; amidase	Function	5
	lvl1: 08_Hydrocarbon degradation	1	7
	lvl2: Other aromatics degradation	2	1
K01443	K01443: nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	Function	1
K01448	K01448: amiABC; N-acetylmuramoyl-L-alanine amidase	Function	1
	lvl2: BTEX and related aromatics degradation	2	2
K01452	K01452: E3.5.1.41; chitin deacetylase	Function	2
K01465	K01465: URA4, pyrC; dihydroorotase	Function	1
K01476	K01476: E3.5.3.1, rocF, arg; arginase	Function	1
K01478	K01478: arcA; arginine deiminase	Function	1
K01480	K01480: speB; agmatinase	Function	1
K01486	K01486: ade; adenine deaminase	Function	2
	lvl2: Degradation of purine bases	2	1
K01489	K01489: cdd, CDA; cytidine deaminase	Function	1
K01491	K01491: folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	Function	2
	lvl2: Formaldehyde oxidation (tetrahydrofolate pathway)	2	2
K01493	K01493: comEB; dCMP deaminase	Function	1
K01515	K01515: nudF; ADP-ribose pyrophosphatase	Function	1
K01519	K01519: ITPA; inosine triphosphate pyrophosphatase	Function	2
K01523	K01523: hisE; phosphoribosyl-ATP pyrophosphohydrolase	Function	1
K01524	K01524: ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	Function	1
K01556	K01556: KYNU, kynU; kynureninase	Function	1
K01585	K01585: speA; arginine decarboxylase	Function	3
K01586	K01586: lysA; diaminopimelate decarboxylase	Function	2
	lvl2: Aromatic carboxylic acid degradation	2	3
K01588	K01588: purE; 5-(carboxyamino)imidazole ribonucleotide mutase	Function	1
K01589	K01589: purK; 5-(carboxyamino)imidazole ribonucleotide synthase	Function	1
K01591	K01591: pyrF; orotidine-5'-phosphate decarboxylase	Function	1
K01609	K01609: trpC; indole-3-glycerol phosphate synthase	Function	1
	lvl2: Glutamate degradation V (via hydroxyglutarate)	2	4
K01610	K01610: E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	Function	2
K01611	K01611: speD, AMD1; S-adenosylmethionine decarboxylase	Function	2
	lvl2: Polycyclic aromatic hydrocarbon degradation	2	1
K01619	K01619: deoC, DERA; deoxyribose-phosphate aldolase	Function	1
K01620	K01620: ltaE; threonine aldolase	Function	1
K01637	K01637: E4.1.3.1, aceA; isocitrate lyase	Function	1
K01638	K01638: aceB, glcB; malate synthase	Function	1
K01657	K01657: trpE; anthranilate synthase component I	Function	2
K01658	K01658: trpG; anthranilate synthase component II	Function	8
	lvl2: Pyruvate fermentation to butanol	2	4
K01679	K01679: E4.2.1.2B, fumC, FH; fumarate hydratase, class II	Function	3
K01681	K01681: ACO, acnA; aconitate hydratase	Function	4
	lvl2: Regulation of translation in response to oxidative stress	2	1
K01689	K01689: ENO, eno; enolase	Function	9
	lvl2: Fatty acid beta-oxidation II (core pathway)	2	3
	lvl2: Fatty acid beta-oxidation IV (unsaturated)	2	2
K01693	K01693: hisB; imidazoleglycerol-phosphate dehydratase	Function	3
K01695	K01695: trpA; tryptophan synthase alpha chain	Function	3
K01696	K01696: trpB; tryptophan synthase beta chain	Function	4
K01711	K01711: gmd, GMDS; GDPmannose 4,6-dehydratase	Function	2
	lvl2: Mannose	2	13
K01714	K01714: dapA; 4-hydroxy-tetrahydrodipicolinate synthase	Function	1
K01728	K01728: pel; pectate lyase	Function	2
K01735	K01735: aroB; 3-dehydroquinate synthase	Function	1
K01736	K01736: aroC; chorismate synthase	Function	1
K01738	K01738: cysK; cysteine synthase	Function	2
K01752	K01752: E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	Function	2
K01755	K01755: argH, ASL; argininosuccinate lyase	Function	2
K01756	K01756: purB, ADSL; adenylosuccinate lyase	Function	2
K01776	K01776: murI; glutamate racemase	Function	3
K01783	K01783: rpe, RPE; ribulose-phosphate 3-epimerase	Function	2
K01784	K01784: galE, GALE; UDP-glucose 4-epimerase	Function	2
K01803	K01803: TPI, tpiA; triosephosphate isomerase (TIM)	Function	5
K01808	K01808: rpiB; ribose 5-phosphate isomerase B	Function	4
	lvl2: Succinate fermentation to butyrate	2	1
K01809	K01809: manA, MPI; mannose-6-phosphate isomerase	Function	2
K01810	K01810: GPI, pgi; glucose-6-phosphate isomerase	Function	9
	lvl2: Fatty acid beta-oxidation III (unsaturated)	2	1
K01814	K01814: hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	Function	2
K01817	K01817: trpF; phosphoribosylanthranilate isomerase	Function	1
K01835	K01835: pgm; phosphoglucomutase	Function	4
K01838	K01838: pgmB; beta-phosphoglucomutase	Function	2
K01839	K01839: deoB; phosphopentomutase	Function	2
	lvl2: Degradation of pyrimidine bases	2	1
K01840	K01840: manB; phosphomannomutase	Function	2
K01895	K01895: ACSS1_2, acs; acetyl-CoA synthetase	Function	1
	lvl3: Pyruvate fermentation to acetate V	3	2
K01902	K01902: sucD; succinyl-CoA synthetase alpha subunit	Function	4
	lvl3: Pyruvate fermentation to acetate VI	3	2
K01903	K01903: sucC; succinyl-CoA synthetase beta subunit	Function	4
K01914	K01914: asnA; aspartate--ammonia ligase	Function	2
K01915	K01915: glnA, GLUL; glutamine synthetase	Function	3
K01921	K01921: ddl; D-alanine-D-alanine ligase	Function	1
K01923	K01923: purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	Function	1
K01924	K01924: murC; UDP-N-acetylmuramate--alanine ligase	Function	3
K01925	K01925: murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	Function	3
	lvl3: Glutamate	3	1
K01928	K01928: murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	Function	3
K01929	K01929: murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	Function	3
K01933	K01933: purM; phosphoribosylformylglycinamidine cyclo-ligase	Function	1
K01937	K01937: pyrG, CTPS; CTP synthase	Function	1
	lvl2: Reductive acetyl coenzyme A pathway	2	15
K01938	K01938: fhs; formate--tetrahydrofolate ligase	Function	2
K01939	K01939: purA, ADSS; adenylosuccinate synthase	Function	2
K01940	K01940: argG, ASS1; argininosuccinate synthase	Function	2
K01945	K01945: purD; phosphoribosylamine---glycine ligase	Function	1
K01951	K01951: guaA, GMPS; GMP synthase (glutamine-hydrolysing)	Function	1
K01953	K01953: asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	Function	3
	lvl3: Oxaloacetate to aspartate and asparagine	3	4
K01955	K01955: carB, CPA2; carbamoyl-phosphate synthase large subunit	Function	2
K01956	K01956: carA, CPA1; carbamoyl-phosphate synthase small subunit	Function	2
K01958	K01958: PC, pyc; pyruvate carboxylase	Function	2
	lvl1: 12_Transporters	1	100
	lvl2: ABC transporters, prokaryotic type	2	66
	lvl3: ABC-2 type and other transporters	3	14
	lvl4: ABC-2 type transporter [mD:m00254]	4	1
K01990	K01990: ABC-2.A; ABC-2 type transport system ATP-binding protein	Function	1
	lvl4: Uncharacterized ABC transporter [mD:m00258]	4	2
K02003	K02003: ABC.CD.A; putative ABC transport system ATP-binding protein	Function	1
K02004	K02004: ABC.CD.P; putative ABC transport system permease protein	Function	1
	lvl3: Mineral and organic ion transporters	3	15
	lvl4: Iron(III) transporter [mD:m00190]	4	3
K02010	K02010: afuC, fbpC; iron(III) transport system ATP-binding protein	Function	1
K02011	K02011: afuB, fbpB; iron(III) transport system permease protein	Function	1
K02012	K02012: afuA, fbpA; iron(III) transport system substrate-binding protein	Function	1
	lvl3:  metallic cation, iron-siderophore and vitamin b12 transporters	3	5
	lvl4: Iron complex transporter [mD:m00240]	4	2
K02015	K02015: ABC.FEV.P; iron complex transport system permease protein	Function	1
K02016	K02016: ABC.FEV.S; iron complex transport system substrate-binding protein	Function	1
	lvl4: Molybdate transporter [mD:m00189]	4	2
K02018	K02018: modB; molybdate transport system permease protein	Function	1
K02020	K02020: modA; molybdate transport system substrate-binding protein	Function	1
	lvl3: Oligosaccharide and polyol transporters	3	14
	lvl4: Multiple sugar transporter [mD:m00207]	4	3
K02025	K02025: ABC.MS.P; multiple sugar transport system permease protein	Function	1
K02026	K02026: ABC.MS.P1; multiple sugar transport system permease protein	Function	1
K02027	K02027: ABC.MS.S; multiple sugar transport system substrate-binding protein	Function	1
	lvl3: Phosphate and amino acid transporters	3	7
	lvl4: Polar amino acid transporter [mD:m00236]	4	2
K02028	K02028: ABC.PA.A; polar amino acid transport system ATP-binding protein	Function	1
K02029	K02029: ABC.PA.P; polar amino acid transport system permease protein	Function	1
	lvl3: PEPtide and nickel transporters	3	3
	lvl4: PEPtides/nickel transporter [mD:m00239]	4	3
K02032	K02032: ddpF; peptide/nickel transport system ATP-binding protein	Function	1
K02033	K02033: ABC.PE.P; peptide/nickel transport system permease protein	Function	1
K02034	K02034: ABC.PE.P1; peptide/nickel transport system permease protein	Function	1
	lvl3: Monosaccharide transporters	3	8
	lvl4: Phosphate transporter [mD:m00222]	4	4
K02036	K02036: pstB; phosphate transport system ATP-binding protein	Function	1
K02037	K02037: pstC; phosphate transport system permease protein	Function	1
K02038	K02038: pstA; phosphate transport system permease protein	Function	1
K02040	K02040: pstS; phosphate transport system substrate-binding protein	Function	1
	lvl4: Putative spermidine/putrescine transporter [mD:m00193]	4	2
K02053	K02053: ABC.SP.P; putative spermidine/putrescine transport system permease protein	Function	1
K02054	K02054: ABC.SP.P1; putative spermidine/putrescine transport system permease protein	Function	1
	lvl4: Simple sugar transporter [mD:m00221]	4	1
K02058	K02058: ABC.SS.S; simple sugar transport system substrate-binding protein	Function	1
	lvl4: Putative ABC transporter [mD:m00211]	4	2
K02068	K02068: STAR1, fetA; UDP-glucose/iron transport system ATP-binding protein	Function	1
K02069	K02069: STAR2, fetB; UDP-glucose/iron transport system permease protein	Function	1
	lvl4: D-methionine transporter [mD:m00238]	4	3
K02071	K02071: metN; D-methionine transport system ATP-binding protein	Function	1
K02072	K02072: metI; D-methionine transport system permease protein	Function	1
K02073	K02073: metQ; D-methionine transport system substrate-binding protein	Function	1
	lvl4: Heme transporter [mD:m00259]	4	1
K02193	K02193: ccmA; heme exporter protein A	Function	1
K02204	K02204: thrB2; homoserine kinase type II	Function	1
K02236	K02236: comC; leader peptidase (prepilin peptidase) / N-methyltransferase	Function	2
K02257	K02257: COX10, ctaB, cyoE; heme o synthase	Function	2
K02316	K02316: dnaG; DNA primase	Function	1
K02335	K02335: polA; DNA polymerase I	Function	2
K02337	K02337: dnaE; DNA polymerase III subunit alpha	Function	2
K02338	K02338: dnaN; DNA polymerase III subunit beta	Function	2
K02340	K02340: holA; DNA polymerase III subunit delta	Function	2
K02341	K02341: holB; DNA polymerase III subunit delta'	Function	2
K02342	K02342: dnaQ; DNA polymerase III subunit epsilon	Function	2
K02343	K02343: dnaX; DNA polymerase III subunit gamma/tau	Function	2
K02372	K02372: fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	Function	8
K02377	K02377: TSTA3, fcl; GDP-L-fucose synthase	Function	1
	lvl4: Cystine transporter [mD:m00234]	4	2
K02424	K02424: fliY, tcyA; L-cystine transport system substrate-binding protein	Function	1
K02439	K02439: glpE; thiosulfate sulfurtransferase	Function	1
K02446	K02446: glpX; fructose-1,6-bisphosphatase II	Function	3
K02472	K02472: wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	Function	5
	lvl2: Cellular response to osmotic stress	2	15
K02478	K02478: K02478; two-component system, LytTR family, sensor kinase	Function	3
	lvl2: Regulation of response to osmotic stress	2	13
K02491	K02491: kinA; two-component system, sporulation sensor kinase A	Function	3
K02493	K02493: hemK, prmC, HEMK; release factor glutamine methyltransferase	Function	2
K02500	K02500: hisF; imidazole glycerol-phosphate synthase subunit HisF	Function	1
K02501	K02501: hisH; imidazole glycerol-phosphate synthase subunit HisH	Function	2
K02502	K02502: hisZ; ATP phosphoribosyltransferase regulatory subunit	Function	1
K02563	K02563: murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Function	2
	lvl1: 13_Hydrogen metabolism	1	1
	lvl2: Hydrogen production VII (chlorophyta, cyanobacteria)	2	1
K02636	K02636: petC; cytochrome b6-f complex iron-sulfur subunit	Function	1
K02687	K02687: prmA; ribosomal protein L11 methyltransferase	Function	2
	lvl2: Phosphotransferase system (pts)	2	23
	lvl3: Enzyme I and hpr	3	23
	lvl4: Teta-glucosides-specific II component [mD:m00271]	4	1
