	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_047926_39	NC_047926	NC_047926	39	45768	46538	-1	C	K03811	nicotinamide mononucleotide transporter	YP_009798384.1	YP_009798384.1 PnuC-like nicotinamide mononucleotide transport [Lactobacillus phage Semele]	True	0.947	511.0	3.726e-164								Nicotinamide mononucleotide transporter [PF04973.15]					VOG02278	sp|D2ZZC1|PNUC_NEIMU Nicotinamide riboside transporter PnuC; Xh	Xh	0	False	T
NC_047926_40	NC_047926	NC_047926	40	47775	48836	1	E			YP_009798385.1	YP_009798385.1 hypothetical protein HOS80_gp040 [Lactobacillus phage Semele]	True	0.967	720.0	1.3710000000000001e-234													VOG01124	REFSEQ HTH DNA binding protein; Xu	Xu	0	False	T
NC_047926_41	NC_047926	NC_047926	41	48849	50354	1	D			YP_009798386.1	YP_009798386.1 DNA helicase [Lactobacillus phage Semele]	True	0.925	971.0	1.3e-318								DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	VT
NC_047926_42	NC_047926	NC_047926	42	50358	51428	1	E			YP_009798387.1	YP_009798387.1 putative recombination / repair related protein [Lactobacillus phage Semele]	True	0.971	730.0	5.982e-238													VOG00413	sp|P04521|EXO1_BPT4 Exonuclease subunit 1; Xp	Xp	0	False	T
NC_047926_43	NC_047926	NC_047926	43	51435	51692	1	D			YP_009798388.1	YP_009798388.1 thioredoxin domain [Lactobacillus phage Semele]	False	1.0	185.0	1.708e-54								Glutaredoxin [PF00462.27]								0	False	T
NC_047926_44	NC_047926	NC_047926	44	51759	53660	1	D			YP_009798389.1	YP_009798389.1 exonuclease [Lactobacillus phage Semele]	True	0.911	1206.0	0.0								AAA domain [PF13476.9]; SbcC/RAD50-like, Walker B motif [PF13558.9]; RecF/RecN/SMC N terminal domain [PF02463.22]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xp;Xh	0	False	T
NC_047926_45	NC_047926	NC_047926	45	53650	54345	1	E			YP_009798390.1	YP_009798390.1 anti-sigma factor [Lactobacillus phage Semele]	True	0.965	471.0	1.063e-150													VOG02748	REFSEQ anti-sigma factor; Xu	Xu	0	False	T
NC_047926_46	NC_047926	NC_047926	46	54350	55399	1	C	K02316	DNA primase [EC:2.7.7.101]	YP_009798391.1	YP_009798391.1 DNA primase [Lactobacillus phage Semele]	True	0.975	719.0	2.1350000000000002e-234								CHC2 zinc finger [PF01807.23]					VOG00694	REFSEQ DNA primase; Xu	Xu	0	False	T
NC_047926_47	NC_047926	NC_047926	47	55449	56186	1	D			YP_009798392.1	YP_009798392.1 deoxynucleoside kinase [Lactobacillus phage Semele]	True	0.973	505.0	4.717000000000001e-162								Deoxynucleoside kinase [PF01712.22]					VOG00557	sp|P24425|KITH_EHV4 Thymidine kinase; XhXr	Xr;Xh	0	False	VT
NC_047926_48	NC_047926	NC_047926	48	56197	56538	1	E			YP_009814435.1	YP_009814435.1 hypothetical protein HOU40_gp048 [Lactobacillus phage Bromius]	False	0.916	219.0	1.4430000000000004e-65													VOG01227	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_49	NC_047926	NC_047926	49	56525	56896	1	E			YP_009798394.1	YP_009798394.1 hypothetical protein HOS80_gp049 [Lactobacillus phage Semele]	False	0.917	238.0	4.426e-72													VOG03498	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_50	NC_047926	NC_047926	50	56899	57612	1	E			YP_009798395.1	YP_009798395.1 hypothetical protein HOS80_gp050 [Lactobacillus phage Semele]	True	0.934	466.0	8.504e-149													VOG06933	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_51	NC_047926	NC_047926	51	57709	58626	1	E			YP_009798396.1	YP_009798396.1 hypothetical protein HOS80_gp051 [Lactobacillus phage Semele]	True	0.972	626.0	5.419e-203													VOG22250	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_52	NC_047926	NC_047926	52	58646	59905	1	E			YP_009814439.1	YP_009814439.1 exonuclease [Lactobacillus phage Bromius]	True	0.957	844.0	2.359e-276													VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	T
NC_047926_53	NC_047926	NC_047926	53	59892	60416	1	E			YP_009798398.1	YP_009798398.1 hypothetical protein HOS80_gp053 [Lactobacillus phage Semele]	True	0.991	366.0	1.4170000000000001e-115													VOG21720	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_54	NC_047926	NC_047926	54	60417	60824	1	E			YP_009798399.1	YP_009798399.1 hypothetical protein HOS80_gp054 [Lactobacillus phage Semele]	False	0.884	250.0	4.407e-76													VOG22251	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_55	NC_047926	NC_047926	55	60938	61573	1	E			YP_009798400.1	YP_009798400.1 RusA-like Holliday junction resolvase [Lactobacillus phage Semele]	True	0.98	438.0	9.605999999999999e-140													VOG00684	sp|O48499|D14_BPT5 Protein D14; Xh	Xh	0	False	T
NC_047926_56	NC_047926	NC_047926	56	61563	61781	1	E			YP_009798401.1	YP_009798401.1 hypothetical protein HOS80_gp056 [Lactobacillus phage Semele]	False	0.928	142.0	8.526e-40													VOG22253	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_57	NC_047926	NC_047926	57	61796	62422	1	E			YP_009798402.1	YP_009798402.1 hypothetical protein HOS80_gp057 [Lactobacillus phage Semele]	True	0.945	415.0	1.3790000000000002e-131													VOG06208	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_58	NC_047926	NC_047926	58	62484	62732	1	D			YP_009798403.1	YP_009798403.1 DNA binding protein [Lactobacillus phage Semele]	False	0.94	164.0	3.8609999999999997e-47								Bacterial DNA-binding protein [PF00216.24]					VOG02563	sp|P0A3H0|DBH_GEOSE DNA-binding protein HU; Xr	Xr	0	False	VT
NC_047926_59	NC_047926	NC_047926	59	62747	64246	1	E			YP_009798404.1	YP_009798404.1 hypothetical protein HOS80_gp059 [Lactobacillus phage Semele]	True	0.969	1020.0	0.0													VOG12375	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_60	NC_047926	NC_047926	60	64246	65007	1	E			YP_009798405.1	YP_009798405.1 minor head protein [Lactobacillus phage Semele]	True	0.936	498.0	1.0670000000000001e-159													VOG04570	REFSEQ minor head protein; Xu	Xu	0	False	T
NC_047926_61	NC_047926	NC_047926	61	65293	65592	1	E			YP_009798406.1	YP_009798406.1 hypothetical protein HOS80_gp061 [Lactobacillus phage Semele]	False	0.972	205.0	4.642e-61													VOG22252	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_62	NC_047926	NC_047926	62	65730	67697	1	D			YP_009798407.1	YP_009798407.1 DNA polymerase [Lactobacillus phage Semele]	True	0.977	1350.0	0.0								3'-5' exonuclease [PF01612.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	VT
NC_047926_63	NC_047926	NC_047926	63	67870	68841	1	E			YP_009798408.1	YP_009798408.1 HNH endonuclease [Lactobacillus phage Semele]	True	0.998	683.0	2.4580000000000003e-222													VOG02071	REFSEQ HNH endonuclease; Xu	Xu	0	False	T
NC_047926_64	NC_047926	NC_047926	64	68854	68961	1	E																								0	False	T
NC_047926_65	NC_047926	NC_047926	65	69068	70036	1	D			YP_009798409.1	YP_009798409.1 DNA polymerase [Lactobacillus phage Semele]	True	0.951	646.0	2.3630000000000002e-209								DNA polymerase family A [PF00476.23]					VOG01301	sp|P0A551|DPO1_MYCBO DNA polymerase I; XhXr	Xr;Xh	0	False	VT
NC_047926_66	NC_047926	NC_047926	66	70026	70196	1	E			YP_009798410.1	YP_009798410.1 hypothetical protein HOS80_gp065 [Lactobacillus phage Semele]	False	0.963	116.0	6.273e-31													VOG01684	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_67	NC_047926	NC_047926	67	70262	70672	1	E			YP_009798411.1	YP_009798411.1 hypothetical protein HOS80_gp066 [Lactobacillus phage Semele]	False	0.959	276.0	4.109e-85													VOG22256	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_68	NC_047926	NC_047926	68	70685	71176	1	E			YP_009798412.1	YP_009798412.1 hypothetical protein HOS80_gp067 [Lactobacillus phage Semele]	False	0.98	339.0	2.394e-106													VOG22257	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_69	NC_047926	NC_047926	69	71151	71765	1	E			YP_009798413.1	YP_009798413.1 hypothetical protein HOS80_gp068 [Lactobacillus phage Semele]	True	0.926	398.0	8.859999999999999e-126													VOG22141	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_70	NC_047926	NC_047926	70	71781	72272	1	E			YP_009798103.1	YP_009798103.1 hypothetical protein HOS78_gp063 [Lactobacillus phage Bacchae]	False	0.927	319.0	3.209e-99													VOG04282	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_71	NC_047926	NC_047926	71	72343	73575	1	E			YP_009798415.1	YP_009798415.1 hypothetical protein HOS80_gp070 [Lactobacillus phage Semele]	True	0.959	829.0	4.607e-271													VOG18459	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_72	NC_047926	NC_047926	72	73595	74836	1	C	K03553	recombination protein RecA	YP_009798416.1	YP_009798416.1 UvsX-like recombinase [Lactobacillus phage Semele]	True	0.958	834.0	8.821e-273								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]					VOG04632	REFSEQ helicase DnaB; Xu	Xu	0	False	T
NC_047926_73	NC_047926	NC_047926	73	74829	75152	1	E			YP_009798106.1	YP_009798106.1 hypothetical protein HOS78_gp066 [Lactobacillus phage Bacchae]	False	0.963	219.0	7.854999999999999e-66													VOG07403	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_74	NC_047926	NC_047926	74	75149	75904	1	E			YP_009798418.1	YP_009798418.1 RNA polymerase sigma factor [Lactobacillus phage Semele]	True	0.945	500.0	2.753e-160													VOG01778	sp|P06227|RP34_BPSP1 RNA polymerase sigma GP34 factor; Xh	Xh	0	False	T
NC_047926_75	NC_047926	NC_047926	75	75985	76491	1	E			YP_009798419.1	YP_009798419.1 hypothetical protein HOS80_gp074 [Lactobacillus phage Semele]	False	0.92	325.0	1.905e-101													VOG18460	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_76	NC_047926	NC_047926	76	76640	76987	1	E			YP_009798420.1	YP_009798420.1 major tail protein [Lactobacillus phage Semele]	False	0.721	169.0	2.278e-48																0	False	T
NC_047926_77	NC_047926	NC_047926	77	76992	77870	1	E			YP_009798421.1	YP_009798421.1 hypothetical protein HOS80_gp076 [Lactobacillus phage Semele]	True	1.0	619.0	6.237e-201													VOG17968	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_78	NC_047926	NC_047926	78	77954	79492	1	E			YP_009798422.1	YP_009798422.1 hypothetical protein HOS80_gp077 [Lactobacillus phage Semele]	True	0.956	1031.0	0.0																0	False	T
NC_047926_79	NC_047926	NC_047926	79	79639	80136	1	E			YP_009798423.1	YP_009798423.1 hypothetical protein HOS80_gp078 [Lactobacillus phage Semele]	False	0.918	319.0	2.574e-99													VOG22254	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_80	NC_047926	NC_047926	80	80124	80702	1	E			YP_009798424.1	YP_009798424.1 hypothetical protein HOS80_gp079 [Lactobacillus phage Semele]	True	0.95	385.0	8.857000000000001e-122													VOG07406	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_81	NC_047926	NC_047926	81	80706	81476	1	E			YP_009798425.1	YP_009798425.1 hypothetical protein HOS80_gp080 [Lactobacillus phage Semele]	True	0.977	521.0	1.928e-167													VOG02627	sp|P13059|RCII_BPP4 Protein cII; Xu	Xu	0	False	T
NC_047926_82	NC_047926	NC_047926	82	81666	82802	1	C	K07496	putative transposase	YP_009798426.1	YP_009798426.1 transposase [Lactobacillus phage Semele]	True	0.97	774.0	7.890999999999999e-253								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]; Helix-turn-helix domain [PF12323.11]					VOG00072	sp|P54992|YSNA_STRPR Putative RNA-guided DNA endonuclease; Xr	Xr	0	True	VT
NC_047926_83	NC_047926	NC_047926	83	82983	84299	1	E			YP_009798427.1	YP_009798427.1 hypothetical protein HOS80_gp082 [Lactobacillus phage Semele]	True	0.919	843.0	1.469e-275													VOG22255	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_84	NC_047926	NC_047926	84	84399	85004	1	D			YP_009798428.1	YP_009798428.1 hypothetical protein HOS80_gp083 [Lactobacillus phage Semele]	True	0.976	416.0	3.839e-132								NADAR domain [PF08719.14]					VOG00894	sp|P32276|Y12G_BPT4 Uncharacterized 17.1 kDa protein in Gp30-rIII intergenic region; Xu	Xu	0	False	T
NC_047926_85	NC_047926	NC_047926	85	85015	85512	1	E			YP_009798429.1	YP_009798429.1 hypothetical protein HOS80_gp084 [Lactobacillus phage Semele]	False	0.939	327.0	4.672000000000001e-102													VOG06818	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_86	NC_047926	NC_047926	86	85525	86004	1	E			YP_009798430.1	YP_009798430.1 hypothetical protein HOS80_gp085 [Lactobacillus phage Semele]	False	0.918	282.0	1.081e-86													VOG06818	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_87	NC_047926	NC_047926	87	86080	86709	1	D			YP_009798431.1	YP_009798431.1 HNH endonuclease [Lactobacillus phage Semele]	True	1.0	450.0	9.305000000000001e-144								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]					VOG02253	REFSEQ HNH endonuclease; Xu	Xu	0	False	T
NC_047926_88	NC_047926	NC_047926	88	86706	87122	1	E			YP_009798432.1	YP_009798432.1 hypothetical protein HOS80_gp087 [Lactobacillus phage Semele]	False	1.0	294.0	4.187e-91													VOG02754	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_89	NC_047926	NC_047926	89	87125	87607	1	C	K08728	nucleoside deoxyribosyltransferase [EC:2.4.2.6]	YP_009798433.1	YP_009798433.1 nucleoside deoxyribosyltransferase [Lactobacillus phage Semele]	False	0.994	338.0	5.342e-106								Nucleoside 2-deoxyribosyltransferase [PF05014.18]; Nucleoside 2-deoxyribosyltransferase like [PF15891.8]					VOG01503	sp|Q74LQ9|NTD_LACJO Nucleoside deoxyribosyltransferase; Xr	Xr	0	False	VT
NC_047926_90	NC_047926	NC_047926	90	87690	88688	1	E			YP_009798434.1	YP_009798434.1 hypothetical protein HOS80_gp089 [Lactobacillus phage Semele]	True	0.982	690.0	1.7689999999999998e-224													VOG22142	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_91	NC_047926	NC_047926	91	88823	91213	1	D			YP_009798435.1	YP_009798435.1 RNA ligase [Lactobacillus phage Semele]	True	0.986	1657.0	0.0								RNA ligase [PF09511.13]; Calcineurin-like phosphoesterase [PF00149.31]; AAA domain [PF13671.9]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					VOG04185	sp|P00971|RLIG_BPT4 RNA ligase 1; XhXp	Xp;Xh	0	False	T
NC_047926_92	NC_047926	NC_047926	92	91282	91713	1	E			YP_009798436.1	YP_009798436.1 hypothetical protein HOS80_gp091 [Lactobacillus phage Semele]	False	0.968	294.0	5.33e-91													VOG00878	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047926_93	NC_047926	NC_047926	93	91715	91996	1	E			YP_009798437.1	YP_009798437.1 hypothetical protein HOS80_gp092 [Lactobacillus phage Semele]	False	0.96	190.0	5.705e-56													VOG22258	REFSEQ hypothetical protein; Xu	Xu	0	False	T
