	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001385.1_12	QGNH01001385.1	QGNH01001385.1	12	9645	10004	1	E																		0	False	
QGNH01001385.1_13	QGNH01001385.1	QGNH01001385.1	13	10020	10301	1	E																		0	False	
QGNH01001385.1_14	QGNH01001385.1	QGNH01001385.1	14	10478	11437	1	E																		0	False	
QGNH01001385.1_15	QGNH01001385.1	QGNH01001385.1	15	11806	13968	1	D	YP_006382591.1	YP_006382591.1 tail sheath [Pseudomonas phage Lu11]	False	0.368	207.0	2.036e-53								Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]	VOG00168	sp|P13332|TSP_BPT4 Tail sheath protein; XpXrXs	Xs;Xr;Xp	0	False	V
QGNH01001385.1_16	QGNH01001385.1	QGNH01001385.1	16	14022	14546	1	E																		0	False	
QGNH01001385.1_17	QGNH01001385.1	QGNH01001385.1	17	14610	15134	1	E	YP_008433406.2	YP_008433406.2 putative tail tube protein [Pseudomonas phage PaBG]	False	0.358	92.0	2.4470000000000003e-20												0	False	
QGNH01001385.1_18	QGNH01001385.1	QGNH01001385.1	18	15357	15914	1	E																		0	False	
QGNH01001385.1_19	QGNH01001385.1	QGNH01001385.1	19	15940	16986	1	E																		0	False	
QGNH01001385.1_20	QGNH01001385.1	QGNH01001385.1	20	17160	20588	1	D														Phage tail lysozyme [PF18013.4]				0	False	
QGNH01001385.1_21	QGNH01001385.1	QGNH01001385.1	21	20599	23046	1	E																		0	False	
QGNH01001385.1_22	QGNH01001385.1	QGNH01001385.1	22	23065	23754	1	E															VOG02380	REFSEQ PmgG-like head morphogenesis; Xu	Xu	0	False	
QGNH01001385.1_23	QGNH01001385.1	QGNH01001385.1	23	23767	24171	1	E																		0	False	
QGNH01001385.1_24	QGNH01001385.1	QGNH01001385.1	24	24182	25315	1	E	YP_009903850.1	YP_009903850.1 hypothetical protein H1O15_gp137 [Achromobacter phage Motura]	False	0.206	69.0	4.118e-11									VOG02101	sp|P17172|BP27_BPT4 Baseplate central spike complex protein gp27; XhXs	Xh;Xs	0	False	V
QGNH01001385.1_25	QGNH01001385.1	QGNH01001385.1	25	25317	26516	1	E																		0	False	F
QGNH01001385.1_26	QGNH01001385.1	QGNH01001385.1	26	26536	26940	1	E																		0	False	F
QGNH01001385.1_27	QGNH01001385.1	QGNH01001385.1	27	26953	28473	1	E	YP_001950077.1	YP_001950077.1 hypothetical protein RSL1_ORF198 [Ralstonia phage phiRSL1]	False	0.24	142.0	6.349e-34									VOG01398	sp|P19060|BP06_BPT4 Baseplate wedge protein gp6; Xs	Xs	0	False	VF
QGNH01001385.1_28	QGNH01001385.1	QGNH01001385.1	28	28484	30367	1	D	YP_009302410.1	YP_009302410.1 hypothetical protein SP15_022 [Bacillus phage SP-15]	False	0.275	156.0	1.36e-37	MER0194244	N10	MER0194244 - family N10 unassigned peptide lyases (Oscillochloris trichoides) [N10.UPW]#N10#{peptidase unit: 102-322}~source EFO81233~	False	133.0	4.143e-30	0.413	Intein splicing domain [PF14890.9]; Hint module [PF01079.23]; Ribonucleotide reductase, barrel domain [PF02867.18]				0	False	MKEF
QGNH01001385.1_29	QGNH01001385.1	QGNH01001385.1	29	30378	31124	1	E	YP_001950076.1	YP_001950076.1 hypothetical protein RSL1_ORF197 [Ralstonia phage phiRSL1]	False	0.276	73.0	3.414e-13									VOG21419	REFSEQ hypothetical protein; Xu	Xu	0	False	F
