	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_005841_NC_005841_12	NC_005841	NC_005841	12	7439	8146	-1	D										Rad52/22 family double-strand break repair protein [PF04098.18]					0
NC_005841_NC_005841_13	NC_005841	NC_005841	13	8143	8286	-1	D										Accessory recombination function protein [PF17585.5]					0
NC_005841_NC_005841_14	NC_005841	NC_005841	14	8276	8464	-1	D										Family of unknown function (DUF5444) [PF17519.5]					0
NC_005841_NC_005841_15	NC_005841	NC_005841	15	8445	8603	-1	D			MER0094399	I75	MER0094399 - bacteriophage lambda CIII protein () [I75.001]#I75#{inhibitor unit: 1-47}~source BAD15178~	False	0.974	99.0	7.915000000000001e-25	Lambda Phage CIII [PF02061.19]					0
NC_005841_NC_005841_16	NC_005841	NC_005841	16	8688	9002	-1	D										Superinfection exclusion gene product 17 [PF17420.5]					0
NC_005841_NC_005841_17	NC_005841	NC_005841	17	9153	9278	-1	E															0
NC_005841_NC_005841_18	NC_005841	NC_005841	18	9278	9565	-1	E															0
NC_005841_NC_005841_19	NC_005841	NC_005841	19	9599	10243	-1	D										Pentapeptide repeats (8 copies) [PF00805.25]; Pentapeptide repeats (9 copies) [PF13599.9]; Pentapeptide repeats (9 copies) [PF13576.9]					0
NC_005841_NC_005841_20	NC_005841	NC_005841	20	10327	10521	-1	D										Antirestriction protein Ral [PF11058.11]					0
NC_005841_NC_005841_21	NC_005841	NC_005841	21	10762	11322	1	D										Super-infection exclusion protein B [PF14163.9]					0
NC_005841_NC_005841_22	NC_005841	NC_005841	22	11335	11637	-1	E															0
NC_005841_NC_005841_23	NC_005841	NC_005841	23	12002	12205	1	E															0
NC_005841_NC_005841_24	NC_005841	NC_005841	24	12244	13287	-1	D										P63C domain [PF10546.12]					0
NC_005841_NC_005841_25	NC_005841	NC_005841	25	13488	14213	-1	D			MER0286377	S24	MER0286377 - family S24 unassigned peptidases (Salmonella enterica) [S24.UPW]#S24#{peptidase unit: 104-239}~source YP_005231422~	False	0.97	280.0	5.4500000000000005e-84	Peptidase S24-like [PF00717.26]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]; Helix-turn-helix domain [PF12844.10]					0
NC_005841_NC_005841_26	NC_005841	NC_005841	26	14288	14503	1	D										Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]; DNA-binding transcriptional regulator Cro [PF14549.9]					0
NC_005841_NC_005841_27	NC_005841	NC_005841	27	14614	14895	1	D										Bacteriophage CII protein [PF05269.14]					0
NC_005841_NC_005841_28	NC_005841	NC_005841	28	14930	15091	1	E															0
NC_005841_NC_005841_29	NC_005841	NC_005841	29	15078	15899	1	D										Bacteriophage replication protein O [PF04492.16]					0
NC_005841_NC_005841_30	NC_005841	NC_005841	30	15896	17272	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]; AAA domain [PF13481.9]					0
NC_005841_NC_005841_31	NC_005841	NC_005841	31	17269	17538	1	E															0
NC_005841_NC_005841_32	NC_005841	NC_005841	32	17612	18049	1	D										NinB protein [PF05772.15]					0
NC_005841_NC_005841_33	NC_005841	NC_005841	33	18365	18706	1	D										Bacteriophage P22, NinX [PF10765.12]					0
NC_005841_NC_005841_34	NC_005841	NC_005841	34	18868	19479	1	D										Bacteriophage Lambda NinG protein [PF05766.15]					0
NC_005841_NC_005841_35	NC_005841	NC_005841	35	19476	19700	1	E															0
NC_005841_NC_005841_36	NC_005841	NC_005841	36	19697	19900	1	D										Phage NinH protein [PF06322.14]					0
NC_005841_NC_005841_37	NC_005841	NC_005841	37	19881	20060	1	E															0
NC_005841_NC_005841_38	NC_005841	NC_005841	38	20057	20830	1	D										Antitermination protein [PF03589.16]					0
NC_005841_NC_005841_39	NC_005841	NC_005841	39	21261	21464	1	D										Bacteriophage holin family HP1 [PF16080.8]; Bacteriophage P21 holin S [PF04971.15]; Bacteriophage holin family, superfamily II-like [PF16082.8]					0
NC_005841_NC_005841_40	NC_005841	NC_005841	40	21436	21939	1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_005841_NC_005841_41	NC_005841	NC_005841	41	21936	22403	1	C	K14744	prophage endopeptidase [EC:3.4.-.-]	MER0001304	X19	MER0001304 - murein endopeptidase (bacteriophage) () [X19.001]#X19#{peptidase unit: 1-153}~source ENPP_LAMBD~	False	0.544	160.0	3.696e-44	Bacteriophage Rz lysis protein [PF03245.16]					0
NC_005841_NC_005841_42	NC_005841	NC_005841	42	22616	23146	1	D										KilA-N domain [PF04383.16]					0
NC_005841_NC_005841_43	NC_005841	NC_005841	43	23369	23611	1	D										Protein of unknown function (DUF2560) [PF10834.11]					0
NC_005841_NC_005841_44	NC_005841	NC_005841	44	23615	24004	1	E															0
NC_005841_NC_005841_45	NC_005841	NC_005841	45	24004	24408	1	E															0
NC_005841_NC_005841_46	NC_005841	NC_005841	46	24412	24900	1	D										DNA-packaging protein gp3 [PF16677.8]					0
NC_005841_NC_005841_47	NC_005841	NC_005841	47	24878	26377	1	C	K06909	phage terminase large subunit								Terminase RNaseH-like domain [PF17289.5]					0
NC_005841_NC_005841_48	NC_005841	NC_005841	48	26377	28554	1	D										Phage P22-like portal protein [PF16510.8]					0
NC_005841_NC_005841_49	NC_005841	NC_005841	49	28568	29479	1	D										Bacteriophage, scaffolding protein [PF09306.13]					0
NC_005841_NC_005841_50	NC_005841	NC_005841	50	29479	30771	1	D										P22 coat protein - gene protein 5 [PF11651.11]					0
NC_005841_NC_005841_51	NC_005841	NC_005841	51	30812	31372	1	E															0
NC_005841_NC_005841_52	NC_005841	NC_005841	52	31356	31856	1	D										P22 tail accessory factor [PF11650.11]					0
NC_005841_NC_005841_53	NC_005841	NC_005841	53	31816	33234	1	D										Phage stabilisation protein [PF11134.11]					0
NC_005841_NC_005841_54	NC_005841	NC_005841	54	33238	33939	1	E															0
NC_005841_NC_005841_55	NC_005841	NC_005841	55	33939	34394	1	D										Protein of unknown function (DUF2824) [PF11039.11]					0
NC_005841_NC_005841_56	NC_005841	NC_005841	56	34397	35086	1	E															0
NC_005841_NC_005841_57	NC_005841	NC_005841	57	35097	36533	1	D										DNA/protein translocase of phage P22 injectosome [PF16928.8]					0
NC_005841_NC_005841_58	NC_005841	NC_005841	58	36533	38509	1	E															0
NC_005841_NC_005841_59	NC_005841	NC_005841	59	38780	38941	1	E															0
NC_005841_NC_005841_60	NC_005841	NC_005841	60	38962	39210	-1	C	K21495	antitoxin FitA								Arc-like DNA binding domain [PF03869.17]					0
NC_005841_NC_005841_61	NC_005841	NC_005841	61	39346	41349	1	D										Salmonella phage P22 tail-spike [PF09251.13]; Head binding [PF09008.13]	GH90	GH90 endorhamnosidase (EC 3.2.1.-)	3.2.1.-	GH90.hmm	0
