	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334527_MZ334527.1_43	MZ334527	MZ334527.1	43	30383	30571	-1	E				0
MZ334527_MZ334527.1_44	MZ334527	MZ334527.1	44	30532	30684	-1	E				0
MZ334527_MZ334527.1_45	MZ334527	MZ334527.1	45	30681	30794	-1	E				0
MZ334527_MZ334527.1_46	MZ334527	MZ334527.1	46	30791	30955	-1	E				0
MZ334527_MZ334527.1_47	MZ334527	MZ334527.1	47	31026	31160	1	E				0
MZ334527_MZ334527.1_48	MZ334527	MZ334527.1	48	31589	31990	1	E				0
MZ334527_MZ334527.1_49	MZ334527	MZ334527.1	49	31987	32553	1	D			Homing endonuclease associated repeat [PF18780.4]	0
MZ334527_MZ334527.1_50	MZ334527	MZ334527.1	50	32568	32771	1	E				0
MZ334527_MZ334527.1_51	MZ334527	MZ334527.1	51	32978	33130	1	E				0
MZ334527_MZ334527.1_52	MZ334527	MZ334527.1	52	33130	33384	1	E				0
MZ334527_MZ334527.1_53	MZ334527	MZ334527.1	53	33903	34358	1	D			HNH endonuclease [PF01844.26]; HNH endonuclease [PF14279.9]	1
MZ334527_MZ334527.1_54	MZ334527	MZ334527.1	54	34454	34957	1	E				0
MZ334527_MZ334527.1_55	MZ334527	MZ334527.1	55	34950	37049	1	D			MCM P-loop domain [PF00493.26]; MCM AAA-lid domain [PF17855.4]; MCM OB domain [PF17207.6]; AAA domain (dynein-related subfamily) [PF07728.17]; Magnesium chelatase, subunit ChlI [PF01078.24]	0
MZ334527_MZ334527.1_56	MZ334527	MZ334527.1	56	37323	37622	1	E				0
MZ334527_MZ334527.1_57	MZ334527	MZ334527.1	57	37627	37932	1	E				0
MZ334527_MZ334527.1_58	MZ334527	MZ334527.1	58	38079	38267	1	E				0
MZ334527_MZ334527.1_59	MZ334527	MZ334527.1	59	38316	38528	1	E				0
MZ334527_MZ334527.1_60	MZ334527	MZ334527.1	60	38587	38808	1	E				0
MZ334527_MZ334527.1_61	MZ334527	MZ334527.1	61	38805	39080	1	E				0
MZ334527_MZ334527.1_62	MZ334527	MZ334527.1	62	39080	39304	1	E				0
MZ334527_MZ334527.1_63	MZ334527	MZ334527.1	63	39429	39605	1	E				0
MZ334527_MZ334527.1_64	MZ334527	MZ334527.1	64	39602	39763	1	E				0
MZ334527_MZ334527.1_65	MZ334527	MZ334527.1	65	39891	40097	1	E				0
MZ334527_MZ334527.1_66	MZ334527	MZ334527.1	66	40094	40252	1	E				0
MZ334527_MZ334527.1_67	MZ334527	MZ334527.1	67	40347	40820	1	E				0
MZ334527_MZ334527.1_68	MZ334527	MZ334527.1	68	40866	41018	1	E				0
MZ334527_MZ334527.1_69	MZ334527	MZ334527.1	69	41063	41764	1	E				0
MZ334527_MZ334527.1_70	MZ334527	MZ334527.1	70	41767	42024	1	E				0
MZ334527_MZ334527.1_71	MZ334527	MZ334527.1	71	42159	42293	1	E				0
