	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_027981_11	NC_027981	NC_027981	11	8311	8913	1	D			YP_009167718.1	YP_009167718.1 baseplate assembly protein [Vibrio phage VP585]	True	0.966	409.0	1.0700000000000001e-129								Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]					VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xh;Xp;Xs	0	False	V
NC_027981_12	NC_027981	NC_027981	12	8915	9112	1	E			YP_009167719.1	YP_009167719.1 gp12 protein [Vibrio phage VP585]	False	0.867	119.0	5.723000000000001e-32													VOG14051	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_13	NC_027981	NC_027981	13	9120	9458	1	C	K06903	uncharacterized protein	YP_007112489.1	YP_007112489.1 baseplate wedge subunit [Vibrio phage vB_VpaM_MAR]	False	0.957	228.0	1.315e-68								Baseplate wedge protein gp25 [PF04965.17]					VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xh;Xs	0	False	V
NC_027981_14	NC_027981	NC_027981	14	9460	10395	1	D			YP_009167721.1	YP_009167721.1 baseplate protein [Vibrio phage VP585]	True	0.95	623.0	1.2250000000000001e-201								Baseplate J-like protein [PF04865.17]								0	False	
NC_027981_15	NC_027981	NC_027981	15	10388	11131	1	D			YP_009167722.1	YP_009167722.1 tail protein I [Vibrio phage VP585]	True	0.979	512.0	1.297e-164								Phage tail protein (Tail_P2_I) [PF09684.13]					VOG02252	sp|P26701|BPI_BPP2 Baseplate protein I; XhXs	Xh;Xs	0	False	V
NC_027981_16	NC_027981	NC_027981	16	11131	11667	1	D			YP_009167724.1	YP_009167724.1 tail fiber protein [Vibrio phage VP585]	False	0.928	348.0	4.731e-109								Phage tail-collar fibre protein [PF12571.11]								0	False	
NC_027981_17	NC_027981	NC_027981	17	11671	12903	1	D			YP_009167725.1	YP_009167725.1 SUMF1/EgtB/PvdO family nonheme iron enzyme [Vibrio phage VP585]	True	0.975	844.0	2.123e-276								Sulfatase-modifying factor enzyme 1 [PF03781.19]								0	False	
NC_027981_18	NC_027981	NC_027981	18	13006	13320	1	D			YP_009167726.1	YP_009167726.1 Avd protein of DGR [Vibrio phage VP585]	False	0.95	210.0	1.336e-62								23S rRNA-intervening sequence protein [PF05635.14]					VOG02245	REFSEQ Avd protein of DGR; Xu	Xu	0	False	
NC_027981_19	NC_027981	NC_027981	19	13317	14594	1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	YP_009167727.1	YP_009167727.1 Reverse transcriptase [Vibrio phage VP585]	True	0.974	874.0	2.3409999999999997e-286								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]					VOG04393	sp|P08548|LIN1_NYCCO LINE-1 reverse transcriptase homolog; XhXr	Xh;Xr	0	False	V
NC_027981_20	NC_027981	NC_027981	20	14587	14862	1	E			NP_758930.1	NP_758930.1 ORF38 [Vibrio phage VHML]	False	0.964	187.0	6.488e-55													VOG10185	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_21	NC_027981	NC_027981	21	14958	16118	1	C	K06907	uncharacterized protein	YP_007112498.1	YP_007112498.1 tail sheath protein [Vibrio phage vB_VpaM_MAR]	True	0.979	798.0	5.156e-261								Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]					VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
NC_027981_22	NC_027981	NC_027981	22	16120	16620	1	C	K06908	uncharacterized protein	YP_009167730.1	YP_009167730.1 head closure [Vibrio phage VP585]	False	0.961	338.0	9.766e-106								Phage tail tube protein FII [PF04985.17]					VOG04371	sp|P22502|TUBE_BPP2 Tail tube protein; XhXpXrXs	Xh;Xr;Xp;Xs	0	False	V
NC_027981_23	NC_027981	NC_027981	23	16635	16820	1	E			YP_007112500.1	YP_007112500.1 hypothetical protein F861_gp18 [Vibrio phage vB_VpaM_MAR]	False	0.931	121.0	9.578e-33																0	False	
NC_027981_24	NC_027981	NC_027981	24	16882	17226	1	D			YP_007112501.1	YP_007112501.1 tail protein [Vibrio phage vB_VpaM_MAR]	False	0.949	229.0	2.987e-69								Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]					VOG00706	sp|O64312|TAPFS_BPP2 Tail assembly protein E'; XhXrXs	Xh;Xr;Xs	0	False	V
NC_027981_25	NC_027981	NC_027981	25	17398	20463	1	D			YP_009167732.1	YP_009167732.1 tail length tape measure protein [Vibrio phage VP585]	True	0.88	1868.0	0.0								Phage-related minor tail protein [PF10145.12]					VOG00737	sp|D3WAD2|TMP_BPLP2 Probable tape measure protein; Xs	Xs	0	False	V
NC_027981_26	NC_027981	NC_027981	26	20453	20941	1	C	K06906	uncharacterized protein	YP_009167733.1	YP_009167733.1 tail protein [Vibrio phage VP585]	False	0.97	333.0	2.595e-104								Phage P2 GpU [PF06995.14]								0	False	
NC_027981_27	NC_027981	NC_027981	27	20958	21137	1	D			YP_007112504.1	YP_007112504.1 baseplate hub [Vibrio phage vB_VpaM_MAR]	False	0.976	124.0	1.291e-33								Phage Tail Protein X [PF05489.15]								0	False	
NC_027981_28	NC_027981	NC_027981	28	21141	22106	1	C	K06905	uncharacterized protein	YP_007112505.1	YP_007112505.1 tail protein [Vibrio phage vB_VpaM_MAR]	True	0.949	642.0	3.8450000000000002e-208								Phage tail baseplate hub (GPD) [PF05954.14]					VOG00953	sp|P21679|BPD_BP186 Probable baseplate hub protein; XhXs	Xh;Xs	0	False	V
NC_027981_29	NC_027981	NC_027981	29	22224	22901	1	D			YP_007112506.1	YP_007112506.1 DUF4875 domain-containing protein [Vibrio phage vB_VpaM_MAR]	True	0.936	443.0	3.089e-141								Domain of unknown function (DUF4875) [PF16175.8]					VOG26058	REFSEQ DUF4875 domain-containing protein; Xu	Xu	0	False	
NC_027981_30	NC_027981	NC_027981	30	22928	23137	-1	E			YP_009167737.1	YP_009167737.1 gp30 protein [Vibrio phage VP585]	False	0.898	132.0	3.794e-36													VOG14052	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_31	NC_027981	NC_027981	31	23264	23686	-1	E																								0	False	
NC_027981_32	NC_027981	NC_027981	32	23683	23979	-1	E			YP_009167738.1	YP_009167738.1 gp31 protein [Vibrio phage VP585]	False	0.93	193.0	5.813e-57													VOG11984	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_33	NC_027981	NC_027981	33	23983	24207	-1	E			YP_009167739.1	YP_009167739.1 gp32 protein [Vibrio phage VP585]	False	0.951	150.0	1.6760000000000002e-42													VOG35719	REFSEQ gp32 protein; Xu	Xu	0	False	
NC_027981_34	NC_027981	NC_027981	34	24217	25179	-1	D			YP_009167740.1	YP_009167740.1 exonuclease [Vibrio phage VP585]	True	0.999	677.0	1.76e-220								3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					VOG00088	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	Xu	0	False	
NC_027981_35	NC_027981	NC_027981	35	25176	25415	-1	E			YP_009167741.1	YP_009167741.1 gp34 protein [Vibrio phage VP585]	False	0.969	164.0	4.563e-47													VOG04122	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_36	NC_027981	NC_027981	36	25409	25651	-1	E			YP_007112512.1	YP_007112512.1 hypothetical protein F861_gp06 [Vibrio phage vB_VpaM_MAR]	False	0.984	168.0	1.076e-48													VOG14053	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_37	NC_027981	NC_027981	37	25638	25865	-1	E			YP_009167743.1	YP_009167743.1 gp36 protein [Vibrio phage VP585]	False	0.888	141.0	2.561e-39													VOG14054	REFSEQ gp36 protein; Xu	Xu	0	False	
NC_027981_38	NC_027981	NC_027981	38	25876	26022	-1	E			YP_007112514.1	YP_007112514.1 hypothetical protein F861_gp04 [Vibrio phage vB_VpaM_MAR]	False	0.942	97.0	1.238e-24													VOG14055	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_39	NC_027981	NC_027981	39	26119	26373	-1	E			YP_009167744.1	YP_009167744.1 gp37 protein [Vibrio phage VP585]	False	0.96	172.0	7.615e-50													VOG14056	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_027981_40	NC_027981	NC_027981	40	26366	27007	-1	C	K03496	chromosome partitioning protein	YP_009167745.1	YP_009167745.1 ParA-like partition protein [Vibrio phage VP585]	True	0.947	426.0	2.552e-135								VirC1 protein [PF07015.14]; AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Anion-transporting ATPase [PF02374.18]					VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	False	
NC_027981_41	NC_027981	NC_027981	41	27688	29355	1	D			YP_009167747.1	YP_009167747.1 gp40 protein [Vibrio phage VP585]	True	0.954	1115.0	0.0								Telomere resolvase [PF16684.8]					VOG02375	REFSEQ protelomerase; Xu	Xu	0	False	
NC_027981_42	NC_027981	NC_027981	42	29394	29618	-1	E																								0	False	
NC_027981_43	NC_027981	NC_027981	43	29950	30309	1	D			YP_007112520.1	YP_007112520.1 transcriptional regulator [Vibrio phage vB_VpaM_MAR]	False	0.916	230.0	2.023e-69								Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]								0	False	
NC_027981_44	NC_027981	NC_027981	44	30316	33615	-1	D			YP_009167749.1	YP_009167749.1 replication [Vibrio phage VP585]	True	0.968	2242.0	0.0								Origin of replication binding protein [PF02399.18]; Primase C terminal 2 (PriCT-2) [PF08707.14]; Toprim domain [PF13362.9]; Toprim-like [PF13155.9]					VOG00070	sp|Q6QGH9|OBP_BPT5 Putative replication origin binding protein; Xh	Xh	0	False	
NC_027981_45	NC_027981	NC_027981	45	33809	33913	-1	E																								0	False	
NC_027981_46	NC_027981	NC_027981	46	33985	34644	-1	D			YP_007112522.1	YP_007112522.1 helix-turn-helix domain-containing protein [Vibrio phage vB_VpaM_MAR]	True	0.975	452.0	2.257e-144	MER0035767	S24	MER0035767 - family S24 non-peptidase homologues () [S24.UNW]#S24#{peptidase unit: 91-224}~source Q8H9Q9~	False	0.7	190.0	2.2189999999999997e-53	Peptidase S24-like [PF00717.26]; Helix-turn-helix [PF01381.25]								0	False	P
NC_027981_47	NC_027981	NC_027981	47	34777	35385	1	E			NP_758900.1	NP_758900.1 CII-like transcriptional activator [Vibrio phage VHML]	True	0.966	413.0	3.663e-131													VOG14064	REFSEQ CII-like transcriptional activator; Xu	Xu	0	False	
NC_027981_48	NC_027981	NC_027981	48	35577	35804	1	D			YP_007112525.1	YP_007112525.1 DksA-like zinc-finger protein [Vibrio phage vB_VpaM_MAR]	False	0.98	157.0	5.909e-45								Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					VOG00066	sp|P41039|YBII_ECOLI Uncharacterized protein YbiI; Xu	Xu	0	False	
NC_027981_49	NC_027981	NC_027981	49	36074	36382	1	E			YP_007112526.1	YP_007112526.1 hypothetical protein F861_gp50 [Vibrio phage vB_VpaM_MAR]	False	0.968	210.0	8.829e-63													VOG14057	REFSEQ gp46 protein; Xu	Xu	0	False	
NC_027981_50	NC_027981	NC_027981	50	36416	37345	1	C	K03554	recombination associated protein RdgC	YP_009167754.1	YP_009167754.1 exonuclease recombination-associated [Vibrio phage VP585]	True	0.939	610.0	1.953e-197								Putative exonuclease, RdgC [PF04381.15]					VOG01642	sp|A7MT92|RDGC_VIBC1 Recombination-associated protein RdgC; Xr	Xr	0	False	V
NC_027981_51	NC_027981	NC_027981	51	37400	37969	1	E			YP_007112528.1	YP_007112528.1 hypothetical protein F861_gp52 [Vibrio phage vB_VpaM_MAR]	True	0.955	381.0	1.801e-120													VOG14058	REFSEQ gp48 protein; Xu	Xu	0	False	F
NC_027981_52	NC_027981	NC_027981	52	37966	38385	1	E			YP_007112529.1	YP_007112529.1 Lar-like restriction alleviation protein [Vibrio phage vB_VpaM_MAR]	False	1.0	323.0	3.134e-101													VOG00044	REFSEQ Lar-like restriction alleviation protein; Xu	Xu	1	False	F
NC_027981_53	NC_027981	NC_027981	53	38385	38975	1	E			YP_007112530.1	YP_007112530.1 hypothetical protein F861_gp54 [Vibrio phage vB_VpaM_MAR]	True	0.94	389.0	8.585e-123													VOG01528	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_027981_54	NC_027981	NC_027981	54	38981	39142	1	E			NP_758908.1	NP_758908.1 ORF15 [Vibrio phage VHML]	False	0.986	113.0	6.791e-30													VOG14059	REFSEQ gp51 protein; Xu	Xu	0	False	F
NC_027981_55	NC_027981	NC_027981	55	39139	39333	1	E			YP_009167759.1	YP_009167759.1 gp52 protein [Vibrio phage VP585]	False	0.96	132.0	2.9470000000000003e-36													VOG14060	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_027981_56	NC_027981	NC_027981	56	39749	40240	1	D			YP_009167760.1	YP_009167760.1 DNA methyltransferase [Vibrio phage VP585]	True	1.0	351.0	1.85e-110								DNA methylase [PF01555.21]								0	False	F
NC_027981_57	NC_027981	NC_027981	57	40197	40811	1	D			YP_009167761.1	YP_009167761.1 DNA methyltransferase [Vibrio phage VP585]	True	0.981	424.0	5.879999999999999e-135								DNA methylase [PF01555.21]					VOG06731	sp|P14751|MTR1_CERSP Type II methyltransferase M.RsrI; XhXp	Xh;Xp	0	False	F
NC_027981_58	NC_027981	NC_027981	58	40895	41164	1	E			YP_007112535.1	YP_007112535.1 hypothetical protein F861_gp59 [Vibrio phage vB_VpaM_MAR]	False	0.87	163.0	1.027e-46													VOG04352	REFSEQ holin; Xu	Xu	0	False	F
NC_027981_59	NC_027981	NC_027981	59	41161	41718	1	D			YP_007112536.1	YP_007112536.1 endolysin [Vibrio phage vB_VpaM_MAR]	True	0.988	388.0	6.972e-123								Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	F
NC_027981_60	NC_027981	NC_027981	60	41734	42276	1	E			YP_007112537.1	YP_007112537.1 hypothetical protein F861_gp61 [Vibrio phage vB_VpaM_MAR]	False	0.921	349.0	2.0190000000000002e-109													VOG04164	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_027981_61	NC_027981	NC_027981	61	42402	42584	1	E			YP_007112538.1	YP_007112538.1 hypothetical protein F861_gp62 [Vibrio phage vB_VpaM_MAR]	False	0.832	106.0	2.933e-27													VOG06511	REFSEQ hypothetical protein; Xu	Xu	0	False	F
